limited, limited, <quite>
bad, wrong, <so very>
bad, wrong, <all>
bad, wrong, <too>
bad, hopeless, <so>
bad, mad, <so>
bad, mad, <really>
bad, mad, <very>
bad, suck, <too fucking>
bad, odious, <so>
bad, grave, <very>
bad, grave, <really>
bad, tricky, <pretty>
bad, devastating, <so>
bad, upset, <pretty>
bad, upset, <so>
bad, severe, <really>
bad, severe, <so>
bad, severe, <very>
bad, severe, <real>
bad, so, <so>
bad, absurd, <so>
bad, alright, <so>
bad, serious, <so>
bad, serious, <really>
bad, outnumbered, <pretty>
automatic, automatic, <fully>
require, demanding, <so>
ethical, ethical, <very>
ethical, unethical, <very>
fascinating, intriguing, <most>
fascinating, intriguing, <very>
fascinating, fascinating, <most>
fascinating, fascinating, <really>
fascinating, fascinating, <very>
fascinating, fascinating, <kind of>
fascinating, riveting, <really>
fascinating, riveting, <so>
fascinating, riveting, <all>
fascinating, interesting, <so>
fascinating, stunning, <all>
fascinating, stunning, <really>
fascinating, stunning, <so>
fascinating, amazing, <all>
fascinating, amazing, <really>
fascinating, amazing, <so>
fascinating, attractive, <so>
fascinating, exciting, <all>
fascinating, exciting, <really>
fascinating, exciting, <so>
fascinating, exciting, <kind of>
clarified, clarified, <further>
clarified, clear, <further>
roisin, rigght, <right ,>
roisin, right, <right ,>
observed, observed, <often>
observed, observed, <further>
observed, respected, <often>
decided, agreed, <so>
horrendous, worse, <most>
corrupt, corrupt, <basically>
disturbing, distressing, <very>
disturbing, alarming, <very>
disturbing, worse, <most>
disturbing, staggering, <very>
disturbing, disquieting, <very>
disturbing, dire, <very>
disturbing, sobering, <very>
disturbing, worst, <most>
disturbing, uncomfortable, <very>
disturbing, troubling, <very>
disturbing, troubling, <deeply>
disturbing, disturbing, <truly>
disturbing, disturbing, <deeply>
disturbing, disturbing, <very>
disturbing, shocking, <very>
disturbing, alarmed, <very>
disturbing, frightening, <very>
disturbing, worrying, <very>
disturbing, worrisome, <very>
disturbing, confusing, <deeply>
best, secondly, <second>
best, good, <very>
best, brighter, <international>
best, positive, <the>
best, better, <very>
best, better, <first>
best, better, <second>
best, better, <international>
best, better, <current>
best, better, <possible>
best, better-iooking, <second>
best, second, <second>
best, wonderful, <the>
best, right, <the>
best, excellent, <the>
best, finest, <very>
best, best, <very>
best, best, <first>
best, best, <second>
best, best, <international>
best, best, <current>
best, best, <possible>
subject, topic, <very>
subject, issue, <very>
subject, subject, <very>
inappropriate, gross, <really>
inappropriate, trashy, <really>
inappropriate, rude, <really>
inappropriate, inappropriate, <totally>
inappropriate, inappropriate, <rather>
inappropriate, inappropriate, <completely>
inappropriate, unsuitable, <as>
inappropriate, inadequate, <completely>
inappropriate, inadequate, <totally>
inappropriate, inadequate, <as>
inappropriate, vulgar, <really>
inappropriate, cheap, <really>
inappropriate, unseemly, <totally>
inappropriate, improper, <completely>
inappropriate, improper, <totally>
inappropriate, improper, <as>
inappropriate, bad, <totally>
inappropriate, dirty, <really>
inappropriate, unfortunate, <rather>
inappropriate, unwise, <as>
inappropriate, crude, <really>
inappropriate, tacky, <really>
inappropriate, common, <really>
away, straightaway, <right>
away, right, <right>
away, around, <far>
away, less, <far>
away, far, <far>
away, away, <far>
away, immediate, <right>
away, far-reaching, <far>
away, forthwith, <right>
away, distant, <far>
away, distant, <farther>
away, long, <far>
away, immediately, <right>
away, apart, <far>
away, wait, <right>
lazy, lazy, <just>
lazy, lazy, <too>
weak, unsatisfactory, <relatively>
weak, unsatisfactory, <too>
weak, weaker, <relatively>
weak, weaker, <pretty>
weak, weaker, <so>
weak, weaker, <very>
weak, weaker, <really>
weak, weaker, <too>
weak, insignificant, <quite>
weak, insignificant, <very>
weak, inadequate, <relatively>
weak, inadequate, <too>
weak, awesome, <so>
weak, shaky, <very>
weak, precarious, <very>
weak, meagre, <quite>
weak, meagre, <very>
weak, mild, <definitely>
weak, mild, <pretty>
weak, smaller, <very>
weak, tenuous, <very>
weak, lightweight, <definitely>
weak, lightweight, <a little>
weak, lacklustre, <very>
weak, destitute, <financially>
weak, vulnerable, <already>
weak, slow, <so>
weak, phenomenal, <so>
weak, lowest, <particularly>
weak, faint, <relatively>
weak, faint, <pretty>
weak, terrific, <so>
weak, wonderful, <so>
weak, low, <relatively>
weak, low, <rather>
weak, low, <generally>
weak, low, <so>
weak, low, <pretty>
weak, low, <fairly>
weak, low, <very>
weak, low, <quite>
weak, low, <really>
weak, sweet, <so>
weak, lovely, <so>
weak, sluggish, <relatively>
weak, sluggish, <so>
weak, sluggish, <pretty>
weak, indigent, <financially>
weak, wicked, <so>
weak, poor, <relatively>
weak, poor, <very>
weak, poor, <so>
weak, poor, <too>
weak, shallow, <so>
weak, questionable, <relatively>
weak, slight, <relatively>
weak, slight, <definitely>
weak, slight, <pretty>
weak, slight, <so>
weak, slight, <very>
weak, frail, <very>
weak, weak, <very>
weak, weak, <rather>
weak, weak, <relatively>
weak, weak, <quite>
weak, weak, <already>
weak, weak, <too>
weak, weak, <really>
weak, weak, <pretty>
weak, weak, <fairly>
weak, great, <so>
weak, flawed, <relatively>
weak, modest, <so>
weak, modest, <very>
weak, slim, <pretty>
weak, feeble, <so>
weak, feeble, <very>
weak, feeble, <relatively>
weak, feeble, <pretty>
weak, thready, <pretty>
weak, thready, <relatively>
weak, cool, <so>
weak, sensational, <so>
weak, lower, <so>
weak, lower, <very>
weak, shortly, <very>
weak, deficient, <relatively>
weak, fragile, <very>
weak, depressed, <pretty>
weak, minimal, <quite>
weak, sparse, <so>
weak, sparse, <very>
weak, small, <relatively>
weak, small, <pretty>
weak, small, <so>
weak, small, <very>
weak, insufficient, <relatively>
weak, insufficient, <too>
weak, narrow, <very>
weak, weakest, <very>
interdependent, interrelated, <mutually>
interdependent, inter-related, <mutually>
interdependent, co-dependent, <all>
interdependent, co-dependent, <mutually>
interdependent, interdependent, <mutually>
interdependent, inter-dependent, <mutually>
here, afraid, <afraid of>
here, fearful, <afraid of>
here, colder, <cold in>
here, scared, <afraid of>
here, here, <even>
here, worried, <afraid of>
here, better, <best>
here, hot, <hot in>
here, warm, <warm in>
here, warmer, <warm in>
here, cold-rolled, <cold in>
here, cold, <cold in>
here, warmth, <warm in>
here, best, <best>
here, cool, <cold in>
accessed, accessible, <easily>
accessed, available, <easily>
accessed, retrievable, <easily>
accessed, attainable, <easily>
accessed, accessed, <easily>
accessed, intelligible, <easily>
abolished, cancelled, <hereby>
abolished, canceled, <hereby>
abolished, rescinded, <hereby>
abolished, reversed, <hereby>
received, received, <well>
received, welcome, <well>
received, well, <well>
received, well-received, <well>
received, positive, <well>
irregular, unconventional, <very>
irregular, irregular, <very>
irregular, inappropriate, <most>
irregular, regrettable, <most>
irregular, terrible, <most>
irregular, inconsistent, <very>
irregular, unfortunate, <most>
irregular, annoying, <most>
resistant, stronger, <most>
ill, insane, <mentally>
ill, insane, <quite>
ill, insane, <extremely>
ill, insane, <very>
ill, crazy, <extremely>
ill, crazy, <quite>
ill, crazy, <very>
ill, crazy, <mentally>
ill, suicidal, <mentally>
ill, mental, <mentally>
ill, indisposed, <very>
ill, sicker, <seriously>
ill, il, <mentally>
ill, unhealthy, <mentally>
ill, seasick, <quite>
ill, seasick, <extremely>
ill, faint, <extremely>
ill, faint, <mentally>
ill, psychotic, <mentally>
ill, amazing, <mentally>
ill, sick, <seriously>
ill, sick, <extremely>
ill, sick, <quite>
ill, sick, <very>
ill, sick, <mentally>
ill, horrible, <very>
ill, afflicted, <mentally>
ill, hysterical, <mentally>
ill, lunatic, <mentally>
ill, brain-dead, <mentally>
ill, unwell, <seriously>
ill, unwell, <quite>
ill, unwell, <extremely>
ill, unwell, <very>
ill, unwell, <mentally>
ill, diseased, <quite>
ill, diseased, <seriously>
ill, diseased, <mentally>
ill, diseased, <extremely>
ill, diseased, <very>
ill, mad, <extremely>
ill, iil, <extremely>
ill, iil, <seriously>
ill, ill, <quite>
ill, ill, <seriously>
ill, ill, <very>
ill, ill, <extremely>
ill, ill, <gravely>
ill, ill, <mentally>
ill, ill, <violently>
ill, ill, <critically>
ill, ill, <acutely>
ill, nauseous, <quite>
ill, terrible, <very>
black-hearted, worst, <most>
black-hearted, worse, <most>
planned, anticipated, <as>
planned, planning, <well>
planned, well-planned, <well>
planned, contemplated, <as>
planned, planned, <carefully>
agile, smoother, <more>
agile, slimmer, <more>
agile, leaner, <more>
requests, application, <so>
requests, required, <so>
requests, asking, <so>
requests, asked, <so>
requests, demand-driven, <so>
adapted, commensurate, <well>
adapted, resilient, <well>
adapted, adaptable, <well>
adapted, adaptable, <specially>
adapted, appropriate, <well>
adapted, appropriate, <specially>
adapted, responsive, <specially>
adapted, adequate, <well>
adapted, suitable, <well>
adapted, suitable, <specially>
adapted, adapted, <specially>
adapted, adaptive, <specially>
adapted, special, <specially>
asked, pervasive, <frequently>
asked, infrequent, <frequently>
asked, commonplace, <commonly>
asked, commonplace, <frequently>
asked, rare, <frequently>
asked, fair, <frequently>
asked, prevalent, <frequently>
asked, prevalent, <commonly>
asked, uncommon, <frequently>
asked, rife, <frequently>
asked, common, <commonly>
asked, common, <frequently>
asked, routine, <frequently>
asked, widespread, <frequently>
asked, widespread, <commonly>
asked, extensive, <frequently>
asked, frequent, <most frequently>
asked, frequent, <frequently>
asked, usual, <frequently>
asked, usual, <commonly>
tough, tenacious, <very>
tough, tough, <very>
tough, tough, <pretty>
tough, tough, <too>
tough, tough, <really>
tough, tough, <real>
tough, tough, <a little>
tough, tough, <half as>
tough, challenging, <really>
tough, challenging, <pretty>
tough, challenging, <a little>
tough, challenging, <real>
tough, challenging, <very>
tough, tougher, <pretty>
tough, tougher, <really>
tough, tougher, <so>
tough, problematic, <pretty>
tough, problematic, <really>
tough, elusive, <really>
tough, hardworking, <really>
tough, hardworking, <so>
tough, hardworking, <pretty>
tough, hardworking, <real>
tough, hardworking, <very>
tough, miserable, <pretty>
tough, harder, <really>
tough, harder, <pretty>
tough, harder, <very>
tough, harder, <real>
tough, harder, <so>
tough, rough, <very>
tough, rough, <pretty>
tough, rough, <really>
tough, rough, <so>
tough, rough, <real>
tough, frightened, <so>
tough, cumbersome, <pretty>
tough, cumbersome, <really>
tough, expensive, <pretty>
tough, really, <real>
tough, hardto, <really>
tough, hardto, <pretty>
tough, stressful, <pretty>
tough, harsh, <pretty>
tough, harsh, <very>
tough, harsh, <really>
tough, harsh, <so>
tough, harsh, <real>
tough, awkward, <really>
tough, awkward, <pretty>
tough, choosy, <pretty>
tough, costly, <pretty>
tough, callous, <so>
tough, callous, <really>
tough, bad, <pretty>
tough, bad, <so>
tough, uneasy, <really>
tough, uneasy, <pretty>
tough, easy, <pretty>
tough, resolute, <very>
tough, painful, <pretty>
tough, painful, <so>
tough, difficult, <very>
tough, difficult, <so>
tough, difficult, <pretty>
tough, difficult, <really>
tough, difficult, <a little>
tough, difficult, <real>
tough, firm, <very>
tough, hard, <very>
tough, hard, <so>
tough, hard, <pretty>
tough, hard, <really>
tough, hard, <real>
tough, finicky, <pretty>
tough, rude, <pretty>
tough, rude, <really>
tough, rude, <so>
tough, rude, <very>
tough, executory, <very>
tough, shitty, <so>
tough, shitty, <pretty>
tough, shitty, <really>
tough, dire, <very>
tough, awful, <pretty>
tough, awful, <so>
tough, robust, <very>
tough, strong, <very>
tough, frightening, <so>
tough, grim, <pretty>
tough, picky, <pretty>
tough, tricky, <pretty>
tough, tricky, <really>
tough, tricky, <very>
tough, tricky, <so>
tough, tricky, <real>
tough, scary, <so>
tough, cold, <pretty>
tough, rugged, <pretty>
tough, rugged, <so>
tough, steadfast, <very>
tough, stiff, <so>
tough, stiff, <pretty>
tough, stiff, <really>
tough, stiff, <very>
tough, shy, <so>
tough, arduous, <really>
tough, arduous, <pretty>
tough, arduous, <very>
tough, arduous, <real>
tough, persistent, <very>
tough, brutal, <so>
tough, brutal, <pretty>
tough, reaily, <real>
tough, nervous, <so>
tough, impractical, <pretty>
tough, impractical, <really>
tough, fussy, <pretty>
tough, fussy, <really>
irresponsible, irresponsible, <totally>
irresponsible, irresponsible, <very>
irresponsible, unconscionable, <totally>
irresponsible, unconscionable, <very>
irresponsible, reckless, <totally>
irresponsible, reckless, <very>
irresponsible, indefensible, <totally>
irresponsible, indefensible, <very>
represented, well-represented, <well>
wider, wide, <even>
wider, widest, <much>
wider, broad, <even>
wider, broad, <much>
wider, larger, <much>
wider, larger, <far>
wider, larger, <even>
wider, wide-ranging, <even>
wider, large, <even>
wider, broader, <even>
wider, broader, <much>
wider, largest, <much>
wider, wider, <even>
wider, wider, <far>
wider, broader-based, <much>
loaded, loaded, <fully>
loaded, responsible, <all>
loaded, ioaded, <all>
bureaucratic, bureaucratic, <very>
armored, shielded, <heavily>
armored, bulletproof, <heavily>
chloe, sorry, <sorry ,>
chloe, sorr, <sorry ,>
three, first, <first>
tiny, insignificant, <very>
tiny, tiny, <very>
tiny, tiny, <really>
tiny, small, <very>
tiny, negligible, <very>
tiny, miniscule, <very>
tiny, miniscule, <so>
tiny, miniscule, <really>
tiny, minuscule, <so>
tiny, minuscule, <very>
tiny, minuscule, <really>
tiny, minute, <so>
tiny, minute, <very>
tiny, minute, <really>
confident, sure, <quite>
confident, persuaded, <quite>
confident, satisfied, <quite>
confident, trustworthy, <so>
confident, confident, <very>
confident, confident, <quite>
confident, convinced, <quite>
much, all, <very>
much, smaller, <so>
much, particularly, <so>
much, enormously, <so>
much, enormously, <very>
much, enormously, <very , very>
much, less, <so>
much, less, <just as>
much, less, <as>
much, foreverything, <something>
much, foreverything, <so very>
much, foreverything, <so>
much, high, <so>
much, substantial, <so>
much, least, <so>
much, wonderful, <so>
much, still, <so>
much, really, <very>
much, huge, <so>
much, certainly, <pretty>
much, highest, <so>
much, few, <so>
much, tremendous, <so>
much, essentially, <very>
much, crucial, <very>
much, immense, <so>
much, same, <just as>
