built, as, <is weaker than>
done, though, <is weaker than>
done, though, <is weaker than>
done, though, <is weaker than>
done, though, <is weaker than>
done, though, <is weaker than>
done, though, <is weaker than>
done, though, <is weaker than>
donkey, yet, <is weaker than>
donkey, yet, <is weaker than>
donkey, yet, <is weaker than>
donkey, yet, <is weaker than>
donkey, yet, <is weaker than>
double, multiple, <is weaker than>
double, multiple, <is weaker than>
double, quadruple, <is weaker than>
double, quadruple, <is weaker than>
double, quadruple, <is weaker than>
double, quadruple, <is weaker than>
double, quadruple, <is weaker than>
double, quadruple, <is weaker than>
double, quadruple, <is weaker than>
double, quadruple, <is weaker than>
double, quadruple, <is weaker than>
double, quadruple, <is weaker than>
stellar, double, <is weaker than>
stellar, double, <is weaker than>
double, though, <is weaker than>
double, though, <is weaker than>
double, though, <is weaker than>
double, treble, <is weaker than>
double, treble, <is weaker than>
double, treble, <is weaker than>
double, treble, <is weaker than>
double, treble, <is weaker than>
double, treble, <is weaker than>
double, treble, <is weaker than>
double, treble, <is weaker than>
double, treble, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
double, triple, <is weaker than>
doubled, triple, <is weaker than>
doubled, triple, <is weaker than>
there, doubt, <is weaker than>
to, doubt, <is weaker than>
doubt, to, <is weaker than>
doubt, to, <is weaker than>
doubt, to, <is weaker than>
down, nearly, <is weaker than>
down, nearly, <is weaker than>
down, nude, <is weaker than>
same, down, <is weaker than>
same, down, <is weaker than>
down, same, <is weaker than>
sluggish, down, <is weaker than>
down, through, <is weaker than>
down, through, <is weaker than>
down, through, <is weaker than>
down, through, <is weaker than>
true, down, <is weaker than>
that, dreadful, <is weaker than>
that, dreadful, <is weaker than>
returned, dressed, <is weaker than>
with, dressed, <is weaker than>
with, dressed, <is weaker than>
with, dressed, <is weaker than>
drunk, in, <is weaker than>
dry, mature, <is weaker than>
dry, mature, <is weaker than>
dual, triple, <is weaker than>
dual, triple, <is weaker than>
paid, due, <is weaker than>
paid, due, <is weaker than>
paid, due, <is weaker than>
due, paid, <is weaker than>
due, paid, <is weaker than>
due, paid, <is weaker than>
due, paid, <is weaker than>
due, paid, <is weaker than>
due, paid, <is weaker than>
due, paid, <is weaker than>
due, paid, <is weaker than>
due, paid, <is weaker than>
due, paid, <is weaker than>
due, paid, <is weaker than>
due, paid, <is weaker than>
due, paid, <is weaker than>
due, paid, <is weaker than>
due, paid, <is weaker than>
due, paid, <is weaker than>
due, paid, <is weaker than>
due, paid, <is weaker than>
due, paid, <is weaker than>
due, paid, <is weaker than>
due, paid, <is weaker than>
due, paid, <is weaker than>
due, paid, <is weaker than>
due, paid, <is weaker than>
due, paid, <is weaker than>
due, paid, <is weaker than>
due, paid, <is weaker than>
due, paid, <is weaker than>
due, paid, <is weaker than>
dumb, insensitive, <is weaker than>
dumb, insensitive, <is weaker than>
dying, in, <is weaker than>
dying, though, <is weaker than>
dying, though, <is weaker than>
dying, though, <is weaker than>
dynamic, more, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
it, easier, <is weaker than>
