long-lived, reaily: 0
apparent, uncertain: 1.4813101104
doing, rock: 0.204093563237
autonomous, doing: 0.753990903583
extensive, particular: 0.85296507715
announced, hopeless: -0.793999292042
culpable, high: -0.19696505739
built, tiring: 0.366239353368
reliable, serious: 1.139358226
emphasise, realizing: 0.0
marty, shorter: -0.1524436816
consideration, deplorable: 0.425917684265
immaculate, opened: 1.20484047914
faint, fortunate: 1.07853901768
life-long, unanimously: 0.0
brand-new, promptly: 0.0
inclusive, resident: -0.234933955012
contemplated, vice-chairmen: 0.0
mixed, prouder: 0.236078702773
dense, hiv-infected: 0.0
clear, dispute: 1.1789694012
competitive, fast-switched: 0.0
two-pronged, well-tolerated: 0
on, preoccupied: 0.481615381457
female, irate: 1.54643282903
consequential, noble: 1.91514187202
adequate, smart: 0.641299393389
firm, statutory: 0.634388502861
coast, received: 0.270881211474
marginal, straightforward: 1.06929522278
human, real: 1.3559351159
submitted, weirder: 0.332815159054
cozy, disposal: -0.9175696291
hostile, managed: 0.169716203067
moron, warmth: -0.019131850568
clinically, prevalent: 0.530495862608
funny, shifty: 2.72640328834
anomalous, home: -0.102113495614
democratic, indispensable: 2.24003591713
resident, skint: 0.10445113502
found, multifaceted: -0.009358942864
awesome, retarded: 2.15739191435
felt, focused: 1.00977679263
impermissible, primary: 1.31882751031
advertised, quick: 0.361296977628
centralized, remaining: 0.104751538751
interlinked, non-exhaustive: 0.0
aesthetic, groundless: 0.800429241139
brain-dead, legible: 0.0
far, sealed: 0.472623752123
reachable, silly: 0.947876837757
dreadful, dubious: 2.25011685956
overheard, stipulated: -0.353623770363
candid, handling: 1.14896992312
brutal, worthless: 0.756574001638
inaccurate, public: 1.01957900197
definitive, gaunt: 0.52306579084
non-toxic, unsanitary: 0.0
accustomed, ioaded: 0.0
accountable, coordinated: 1.99959551235
newsworthy, universal: 0.768040339147
almost, alternate: 0.195620690939
mentioned, representativeness: 0.543032862629
me, out-dated: 0.0
joyous, prompt: 1.04293921591
invariable, widespread: 1.12901240048
antiquated, consequential: 0.110469393991
-just, dissimilar: 0.0
majeure, preferred: 0.316270039359
secondary, secondary: 6.61297766044
creation, pleasing: 0.683212540992
proportionate, unlawful: 2.99942389817
mid-sized, plenty: 0.0
all, honorable: 0.978116588109
hollow, suspected: -0.264240602006
certainly, died: -0.079792090903
provided, reconcilable: -0.485960731615
elaborate, resilient: 0.525088133244
a-okay, functional: 0.0
single, very: 0.340058094608
bi-directional, yourself: 0.0
over-ambitious, over-optimistic: 0
dormant, scarcer: 0.891788573002
complementary, retarded: 0.023685002964
irresponsible, unconvincing: 2.26341928229
integral, unavailable: 1.51325379195
nice, vague: 0.79672656275
implemented, judicious: 1.09332448424
shocking, tardy: 1.23516676536
abysmal, preceding: 0.857709115937
primordial, shipshape: 0.800529062505
illegal, mechanical: 0.559073610529
moving, powerless: 0.778029416449
neutral, withdrawn: 1.46884496295
properly, pursuant: 1.74413205151
psychological, reassuring: 1.1674256412
presented, youngest: 0.45488865284
at, neglected: 0.032165997532
in-progress, slower: 0.0
merciless, moderately: 0.610395827038
targeted, wretched: -0.366171478332
long-term, now: 0.0
centralized, whatever: 0.355715627191
co-operate, insufferable: 0.0
reasonably, utopian: 0.98111221822
axiomatic, crazy: 1.48815064421
commitment, irritable: -0.418606698619
comfortable, drunk: 0.641959607839
co-financed, effectively: 0.0
insane, twenty: 0.982694827583
luck, satisfying: 1.02762491951
miserable, modernizing: 0.014295590076
honest, multi-layered: 0.0
unimportant, unsavory: 2.16664662852
premier, small-time: 0.0
supportive, you: 0.329067339292
functional, underfunded: 0.629705028244
immediate, pleasant: 0.847199872885
vice-chairmen, well-developed: 0
screwed, tan: 1.02412345871
deserted, holistic: -0.399328934204
-surprised, race: 0.0
organic, trashy: 0.95408534244
closest, humbled: 1.23094384895
lit, so: 0.580899796112
paradoxical, value: 0.354405863168
acclaimed, purty: 0.173132980668
religious, trippy: 1.00845505207
further, ill: 1.26010132605
improved, wealthiest: -0.226588598814
dazzling, freezing: 0.496994896163
effectiveness, recurrent: 1.29756784853
bummed, unexceptable: 0.0
green, objectionable: 1.03233094143
exorbitant, pre-established: 0.0
above-board, open-minded: 0
stagnant, warmth: 0.597765925863
grave, spontaneous: 1.19452398776
frightened, self-executing: 0.0
inter-related, leave: 0.0
emblematic, twelve: -0.080446748811
commendable, created: 0.32652302947
magnificent, preponderant: 1.16872184852
initial, uptown: -0.279158225621
il, unendurable: 1.49815530328
crazy, elite: 0.771835475942
formal, reason: 0.341220047172
two-fold, unbearable: 0.0
master, nauseous: 0.343853197023
apt, upper: 0.448468820986
innocent, unfounded: 3.17645052268
frightful, immaculate: 2.08970184512
helpful, uh-huh: 0.0
giddy, stupide: 0.0
booked, overburdened: 0.682020419252
prepared, stout: 0.367488131069
action-oriented, singular: 0.0
recommendable, tardy: 0.099316526494
politically, quickest: 0.154062528654
scattered, snarky: 0.728742835363
developing, serious: 0.797418776668
fundamental, unable: 0.312892142141
classic, disrespect: 0.384694804196
childish, sedentary: 2.7842706011
eerie, open: 0.235560609688
requested, underpaid: 0.418407304446
infeasible, reasoned: 1.92461686589
aggrieved, inconsequential: 2.08980226222
across-the-board, seductive: 0.0
almost, unequal: 0.350461884827
maximum, otherwise: 0.437482079971
overheated, policy: 0.41050673007
cheapest, uh-huh: 0.0
compulsory, inhumane: 1.44622884377
comfy, okay: 1.71050843862
above-mentioned, stunning: 0.0
effortless, entrenched: 0.386751371215
basically, run: 0.678725250101
thus, well-prepared: 0.0
geek, intentional: 0.601050712327
insolent, lucky: 0.497683952313
even-handed, mean: 0.0
safer, surprised: 0.142320743158
beneficial, mla: -0.53810982462
roll, well-known: 0.0
on, spontaneous: -0.093776499083
last-minute, mindful: 0.0
lucky, tasty: 2.31904926387
overjoyed, respendable: 0.0
fluent, fraudulent: -0.008115622378
differently, ineffective: 1.46312686872
perplexed, vested: 0.988868399935
pleased, powerless: 1.14527455569
repealed, shocking: 0.530454768151
classified, targeted: 2.0491137409
displeased, reality: -0.275544326264
inequitable, woolly: 0.819735032432
extremely, involved: 1.09917251169
expressly, irresponsible: 0.820879440649
heinous, unrealistic: 1.09114281459
bigger, irresponsible: 0.107799258955
casual, meaningless: 1.56138721448
clearer, dangerous: 1.18454447449
heavyset, pray: 0.388995129515
question, trippy: -0.217946661948
a, importantly: 0.0
filed, sweeter: 0.358972308689
compared, perfect: 0.418661846577
priceless, statewide: 0.129478746055
gruesome, maintained: -0.216457489506
fairly, skint: 0.936307121818
interested, lucky: 1.43385064918
incidental, transnational: 0.770695850171
clerical, competitive: 0.376807200084
displaced, qualified: 1.22543148352
understand, weii: 0.0
connected, uncanny: 0.606562701742
task-oriented, transnational: 0.0
dumb, wealthier: 1.28328907651
far, unabated: 0.501999271209
delicious, notified: -0.57256585286
addictive, vegas: 2.55614765372
foreverything, recommended: 0.0
indisputable, unsettled: 1.03292302632
exempt, scarce: 1.32766258945
lost, ubiquitous: -0.091063242139
costeffective, fairly: 1.2688265983
firstly, inoffensive: 0.222837729617
queer, self-explanatory: 0.0
begin, problematic: 0.724623351995
anywhere, headstrong: -0.175514904882
disquieting, old-fashioned: 0.0
innovative, sweet: 0.541315697112
consolidated, southeastern: 0.545812523459
accountable, joyful: 0.928357045927
close, troubled: 1.04817721232
unbearable, vice-chairman: 0.0
single, thereto: 0.249881200637
awesome, gorgeous: 4.34955204039
largely, lighter: 0.420734839225
repelling, unexpected: 1.2234521934
competitive, self-conscious: 0.0
bereft, trashy: 1.86465980233
formidable, thank: 0.126170864056
circumspect, widespread: 0.896458470481
harmful, managed: -0.271743510861
authentic, than: 0.446882631497
moot, rock-hard: 0.0
demanding, self-sufficiency: 0.0
agreement, prepped: -0.598955123807
actionable, amusing: 1.50760635995
doubled, rapid: 1.17354430906
gorgeous, respendable: 0.0
repulsive, worthwhile: 1.72729002151
forlorn, well-organised: 0.0
protected, roisin: 0.0
enhanced, reliable: 1.21761354268
amazed, unwarranted: 0.898937911572
unjustifiable, worried: 0.818415286963
clear, incomplete: 0.868893034298
good-iooking, safe: 0.0
-good, screened: 0.0
cumbersome, fools: 1.04254319449
co-operate, rarely: 0.0
clerical, interlinked: -0.53646833411
affixed, danger: 0.776624405711
pervasive, unspoiled: 1.0599308441
disrespect, pro-active: 0.0
gonna, security: 0.217844283272
above-board, problem: 0.0
valuable, valuable: 7.25190887276
agreement, out: 0.617461036648
startling, widening: 0.680866580736
instructive, stoned: 0.197363246505
repeated, self-sufficiency: 0.0
all-important, intimidating: 0.0
material, moister: 1.21135271921
corny, longterm: 0.577216734765
long-lasting, luminous: 0.0
deceased, expressly: 0.819493582359
satisfied, state-run: 0.0
hard-pressed, inside: 0.0
responsibility, unforeseen: 0.089867005073
results-oriented, specify: 0.0
security, wierd: -0.351179428962
cardinal, fanta: 0.075519838445
grass-roots, quieter: 0.0
found, uptight: 0.102876635035
ill-founded, many: 0.0
about, following: 0.549616124449
constituted, well-treated: 0.0
poorer, suspect: 0.687194208243
creation, reimbursable: 0.911949487792
becoming, extensive: -0.236504315888
disputable, science-based: 0.0
anything, course: 0.787475616217
genuinely, strengthened: 0.393913694087
desperate, silly: 1.76810968065
environment-friendly, hands-on: 0
heterosexual, hungry: 0.476066420977
abrasive, sealed: 0.870735202361
considerable, solid: 1.85717234166
america, sophisticated: 0.200032732755
bonnie, economic: -0.027303740211
global, religious: 0.794145596059
emotive, impracticable: 2.42075670411
recheck, wicked: -0.072396988209
nobler, up: 0.102770336877
10, broad-based: 0
convenient, stressful: 3.00721094339
born, wet: 0.296245855776
impulsive, respectful: 2.00024424007
day, informative: 0.496664849985
pitiable, rehearse: 0.222377148502
pluralistic, sore: 0.721863827844
miniscule, that: 0.553922704727
self-sufficiency, well-coordinated: 0
heart-warming, started: 0.0
unmistakable, well: 0.323637710112
breathe, foxy: 0.33218187553
grievous, pitch-dark: 0.0
injurious, quiet: 0.167522710956
ionely, wait: 0.0
non-discriminatory, ripe: 0.0
goodto, issued: 0.0
masterful, treasured: 1.42090910974
gutsy, lovelier: 1.44081492618
her, later: 0.950461802778
committed, faint: -0.142733622272
carefully, witty: 1.0106567141
newborn, powerless: 0.166666678036
critical, prudent: 1.67336455183
10, joyous: 0.0
estimated, unabated: 1.06449595011
emphasise, well-reputed: 0
flattered, terrified: 2.3570457102
disputable, novel: 0.686851055464
basically, handed: 0.490815659373
bleak, tiny: 1.22466291169
application, intentional: 0.205182903904
preferable, significant: 1.16316072982
terrible, under-funded: 0.0
pro-poor, warned: 0.0
ensure, specialized: 0.581933910787
aware, eligible: 2.03894842394
-sorry, inspirational: 0.0
careful, overwrought: 1.87150278074
collective, likable: -0.158514886802
acceptable, righteousness: 0.970545341381
informal, symmetrical: 1.1000681083
financed, improved: 0.353292325886
accordingly, reconcilable: 1.00598399264
difficult, unrelated: 0.954670438529
double, others: 0.219992115112
expensive, going: 1.06739987574
joyful, well-behaved: 0.0
married, useless: 0.125361783987
better-looking, sorr: 0
ambitious, ethical: 1.13488620183
allright, distinct: 0.351057880703
calming, remediated: 0.046191430109
long, there: 0.751857540313
holier, poverty-stricken: 0.0
engagement, prick: 0.032724864479
exaggerated, particular: 0.82503014133
compliant, lazy: 0.774579023712
ever, proportional: 0.398056853119
lofty, move: 0.565992984725
adaptable, counterproductive: 1.34066884439
scaleable, well-tolerated: 0.0
clean, freak: 0.879905484065
proscribed, unhealthy: 1.46279764021
profitable, sufficient: 1.25245677613
mind-boggling, rare: 0.0
pretentious, sufficiently: 1.00571213081
indiscriminate, unwell: 1.02002761047
blessed, real: 0.581420218748
accessed, competence: 0.33449869956
comfortable, heavy: 1.06942959596
irreconcilable, such: 0.581797474882
cynical, revised: 0.508331857837
claire, discernable: 0.630658696753
back, wished: 0.300719404565
left, stale: 0.486703946567
expedited, specialised: 0.0
lit, scaleable: 0.559878741157
denser, receivable: 0.366660547127
many, smartest: 0.998967162158
critical, starved: 1.04648577177
horseshit, inexcusable: 2.190308464
knowledgeable, running: 0.496173550149
splendid, up-to-date: 0.0
economic, restored: 0.533867511457
cute, hurting: 1.12971374624
developed, revealing: 0.516864056389
salient, such: 0.620489222598
brisk, marketed: 0.607851978052
complex, quoted: -0.421929271306
losin, weii: 0.0
kind, non-transparent: 0.0
apparent, permanent: 1.07771824408
indicated, sound: 0.095090202899
advantageous, salutary: 1.82867642458
justifiable, worthy: 2.71774529329
frantic, level: 0.146427495806
cute, three: 0.415128977603
locked, undisputed: 0.619038537841
differing, inalienable: 0.61045353726
committed, grouchy: -0.309897466116
original, well-designed: 0.0
net, opposed: 0.206184465345
aesthetic, inefficient: 0.350134006133
almighty, finicky: 1.37631674621
streamlined, total: 0.735868233456
ironic, lacking: 1.28111684252
recommendable, stupide: 0.0
controlled, endangered: 0.798204247627
cooperative, wrongful: 0.888570058034
bygones, co-funded: 0.0
consideration, cross: 0.283910902595
consideration, dead: -0.29225593849
embedded, inexhaustible: 0.770051141144
reliable, than: 1.05637613821
protracted, recognising: 0.0
around, far: 0.757820800198
correct, horrid: 1.10218581856
squat, viewable: 0.714060435995
inefficient, mistreated: 1.65159059183
lengthier, lovely: 0.733882088834
incongruous, sluggish: 1.4826096765
complex, hostile: 1.15250312662
gorgeous, invested: 0.270744021759
grotesque, modest: 1.10442024772
controversial, illegal: 2.23644325741
fried, simplistic: 1.88116369108
elsewhere, greatest: 0.854619487673
impressed, reasonably: 0.45317680512
material, unprofitable: 0.918612971943
conducive, frigid: 1.4668740979
copacetic, course: 0.676343398223
jam-packed, original: 0.0
non-exclusive, unappy: 0
eccentric, value: 0.440112663986
comforting, smooth: 1.37453607302
expedited, updating: 0.970161695337
grouchy, well-suited: 0.0
sunny, unpleasant: 1.79814724504
buoyant, childish: 0.559639267347
puny, self-explanatory: 0.0
export-ready, unsettled: 0.0
fewer, thirteen: 1.34017462235
battered, rude: 1.09515999014
out-dated, skint: 0.0
classic, day: 0.035821564147
lethal, reasonably: 0.884050143242
issue, vital: 0.749746489609
gross, mean: 0.809632586631
ingrained, weirder: 2.41265748344
bloodied, constant: 0.337934652943
marty, oldest: 0.220730670168
case, revealing: 0.257521336152
bold, unemployed: -0.137532472283
direct, evening: -0.200622032898
beloved, nuts: 0.947132427476
discussion, pathetic: 0.039258389139
appointed, profound: 0.49571402776
droll, enough: 0.810163259341
distracting, evolving: 0.855033684659
magnificent, sizable: 0.977108384351
rusted, stupid: 1.79425554169
destabilizing, secured: -0.134238528871
boundless, non-exhaustive: 0.0
proportional, trite: 0.822551526778
actually, speaking: 0.51585850538
dressed, guaranteed: 0.452530436915
six-year, unconditional: 0.0
old-fashioned, thrilled: 0.0
culpable, macabre: 1.45950203995
