all-important, low-skilled: 0
hiv-positive, nineteen: 0.0
lofty, trite: 2.50346848025
energetic, non-compliant: 0.0
asking, palatable: 1.21854145492
mieux, yeah: 1.63546798994
fine, tricky: 1.59906164853
fierce, fuckin: 0.508204872445
crummy, silly: 2.55759892462
clarify, ju: 0.715062580819
technical, truth: -0.06654478921
laudable, satisfactory: 2.48165592247
elegante, everybody: 0.0
malignant, pragmatic: 0.945310802415
confident, renowned: 0.599116240077
damaged, twisted: 2.6576281414
narrower, stocky: 0.834563004686
change, underlying: 1.420313783
brief, restricted: 0.789820834995
armored, nonsensical: 0.446384077619
liable, richer: 1.59229520174
beloved, formal: -0.151075020701
delayed, pervasive: 0.252721628251
bummed, exact: 1.29020277353
alia, insufficient: 0.305654688261
modified, pursuant: 2.6348876939
single, telling: 0.424723220867
contemplated, tricky: 0.389731837981
-lncredible, lifelong: 0.0
emotional, extinct: -0.190767439235
dedicated, meager: 0.42987665395
connected, spontaneous: 0.997270908426
abolished, nathan: 0.093875214221
fourteen, past: 1.15726197087
fully, transient: 0.073164190307
cynical, uniform: 0.50334808019
pragmatic, public: 0.506531188918
non-self-executing, stumpy: 0.0
honored, see-through: 0.0
alternative, professionally: 0.24301919577
booming, rising: 3.03818685219
intelligible, wing: -0.387027873815
for, fruitless: 0.614818323188
deliberate, fast-growing: 0.0
intrusive, paramount: 1.22549895101
fatter, fuller: 5.05655763433
interdisciplinary, spotless: 0.272010120639
elite, recent: 0.221023395629
greedy, unprofessional: 3.30007306672
free, lesser: 0.577714707985
surreal, tentative: 1.42559120695
quickest, stellar: 1.23481077619
many, nearly: 1.26409645605
apposite, flawed: 1.58967438544
hence, reality: 0.586250176609
bonnie, deductible: 0.255296929924
demanding, lovely: 0.2846510468
mad, unfilled: 1.264653565
david, ten: 0.640999744706
defective, ill-treated: 0.0
heaviest, variable: 1.14873059043
afresh, re-established: 0.0
disturbing, weighted: 0.403711114379
okey, sincere: 0.764000743024
claire, phony: 0.446721584718
dearer, smokin: 1.81412781181
clearer, seamless: 1.91847747917
arranged, daft: 0.110569940258
broke, null: 0.653213615953
simplest, wacko: 0.925384043981
requests, uncomplicated: 0.48893047322
concentrated, popular: 1.21699832896
constructed, six-year: 0.0
negligible, pretend: 0.790951795761
embarrassed, freaky: 1.83105057803
others, so: 0.720597813991
fifteen, nice-looking: 0.0
demanding, stupid-looking: 0.0
burned, partial: 0.97067739935
master, unfit: 0.848207952233
luke, otherwise: 0.632361861238
extraneous, novel: 0.678453962664
reprehensible, two-thirds: 0.0
hotter, inoperable: 0.799971066359
about, though: 0.935627774082
impractical, receptive: 2.16048474907
iilegal, inconsequential: 0.0
submitted, youngest: 0.62065740954
arbitrary, modernized: 0.060956533944
permanent, that: 0.497018283644
irritated, unattainable: 1.04192332653
slow, undesirable: 0.826626916725
committed, irregular: -0.264651869541
fraudulent, rigght: 0.0
startled, tenable: 0.533052032161
african, scarce: 0.476497895707
lesser, nationwide: 0.273745113346
busier, patient: 0.545377594071
drenched, mere: 1.00563825893
awaken, engaged: 1.09571276881
extremely, unfortunate: 1.76294233291
shorty, youngest: 1.02623365642
global, groovy: 0.365388945278
obese, simple: 0.649032864243
debated, disposal: 0.349442291625
black, physically: 0.357428481347
freaky, separate: 0.495562963766
co-operation, romantic: 0.0
awaken, demand-driven: 0.0
improper, supported: 0.067113283835
corrigendum, invested: -0.195105441223
courrier, unanimous: 0.363533607214
contemporary, erected: 0.499015665317
free-of-charge, in-house: 0
protected, ultra-hazardous: 0.0
hardest, outstanding: 0.760725282421
cleaner, nationwide: 0.193587949837
certain, wrong: 1.37337732562
all, awaited: -0.08028260429
especially, satisfactory: 0.15264347359
estimated, safeguarded: 0.794900178543
completely, demanding: 0.503832470484
disagreeable, suck: 1.95616951888
fiine, overambitious: 0.0
dark, desolate: 3.27133598529
sacrosanct, well-known: 0.0
invested, yearly: 1.08404135503
indicated, used: 0.752597726938
furthermore, trendy: 0.227793285006
disgusting, minuscule: 1.52135115698
fairest, others: 0.110805905581
even-handed, house-trained: 0
distinct, extra: 0.516693967655
dominant, mad: 0.901948722472
returned, vice-chairman: 0.0
iilegal, rarest: 0.0
prepared, right-handed: 0.0
static, topic: 0.998207521051
omnipresent, running: 0.480017516152
export-ready, serene: 0.0
elected, user-defined: 0.0
15-year-old, lucid: 0.0
abused, spectacular: -0.424259820548
impossible, oldest: 0.750295894758
over, permanently: 0.298712568795
enhancement, respected: 0.386220277666
hotter, s-sorry: 0.0
foreverything, underlying: 0.0
open-ended, quicker: 0.0
appointed, developing: 0.520181157593
petrified, superstitious: 2.95534415859
all-encompassing, wet: 0.0
authoritative, fastest: 0.826124737063
legal, spectacular: 0.067343322607
awareness-raising, mid-sized: 0
fairer, time: 0.475507506666
loving, upright: 1.87842995145
cruellest, rigorous: 1.19840601222
formidable, newest: 1.6065175119
drastic, regrettably: 1.52332325121
ended, environmental: -0.189402408679
business-friendly, by-election: 0
pitch-black, several: 0.0
him, sore: 1.15983405099
either, erected: 0.01375491976
cleanest, equal: 0.765858513541
deficient, uncomfortable: 1.58940736515
hour, upper: 0.715863100332
feisty, symbolic: 0.401486809619
changed, rubbish: 0.3482603023
constant, violent: 1.02907401211
prompt, tiresome: 0.682868766389
courrier, released: -0.058903934418
academic, mainly: 0.412700062706
latter, problem: 0.47376338942
peculiar, synergistic: 1.47200830756
atrocious, gracious: 1.24108708155
asking, later: 0.465911881682
flawless, wholesome: 1.46078453981
outside, tom: 0.192663035025
dry, implemented: 0.475605183343
humane, predictable: 1.96362325072
unexpected, worded: 0.818140097171
impeccable, me: 1.1148310422
disturbing, puzzling: 4.07359956414
bi-directional, history: 0.0
disgraceful, extraordinary: 2.47737740209
feisty, trendy: 1.20960344795
certainly, significant: 1.47067395619
across-the-board, obtainable: 0.0
disabled, truly: 0.806737274451
righteous, this: 0.40063409562
flexibility, practicable: 0.929311356935
fragile, snarky: 0.464747476282
rooted, solemn: 0.908592293954
continuous, direct: 1.63368390318
laborious, unsavory: 1.41143080754
depressed, korea: 0.756657949511
spontaneous, th-that: 0.0
elegant, tougher: -0.159597586754
better-looking, easiest: 0.0
ago, complementary: -0.109194464769
developing, vain: -0.522711803144
related, thorough: 0.486919703246
shot, underprivileged: 0.059275749072
stocky, unnatural: 1.57402128512
discriminatory, large: 0.372148893093
lasting, skilled: 0.217159782321
n'tunderstand, ridiculous: 0.0
biased, fitting: 0.752083619118
liberal, naturalistic: 1.50298619253
disturbing, efficacy: 0.333533048526
advisable, optional: 2.75051858134
iike, pervasive: 0.0
insecure, terminated: 0.697285033312
acceptable, workable: 3.71960237895
creation, intriguing: 0.581886817088
enjoyable, miscellaneous: 0.573635176328
unrealistic, varied: 1.45008626813
de-insured, smallest: 0.0
immovable, outermost: 2.05436879834
bygones, premature: 1.68701714841
humiliating, nominal: 1.31262787924
freezing, often: 0.193143957486
punchy, unchanged: 1.39909034076
adversarial, heartening: 1.31375500891
geographically, her: -0.34336766452
clearest, liberal: 1.31203468795
pretend, than: 0.714039960805
constant, invariable: 3.10807272691
normally, prejudicial: 0.29421183952
five, historical: 0.208912518524
odious, simplifying: 0.797930739508
abolished, hip: -0.662735677783
deceptive, manifest: 0.484500116332
canceled, endemic: 0.616400963975
fragile, leaner: 0.954154064415
ineffectual, longer: 0.503483615546
homosexual, substantiated: 1.68661085522
challenging, repelling: 0.845102774735
awaken, insurmountable: 1.09557091648
away, splitting: 0.451172689905
leading, smartest: 1.39568641232
hard, underdeveloped: 0.360100439287
generally, shut: 0.085999678417
especially, lucid: 0.13124066761
immaculate, intended: 0.187273151927
liked, violent: 0.47930722273
fearful, stubborn: 2.2810705062
better, strengthened: 2.09647865608
careful, insolent: 1.55089489731
desperate, presumptuous: 1.70780024876
focused, rewarding: 1.68828011557
non-compliant, pre-published: 0
endearing, unlocked: 1.02696048639
-mentioned, participants: 0.0
stopped, technological: -0.033941662888
lookin, lower: 0.157934372884
phony, prouder: -0.152863031795
internationaux, small-time: 0.0
foremost, meaner: 0.165814698144
irrational, stupide: 0.0
average, need: 0.648138931731
on, safest: 0.571577898526
fixated, starved: 2.52209168218
diseased, startled: 1.04075308531
interactive, retard: 0.121662176796
better-educated, gravest: 0.0
expandable, populated: 2.1719226498
advantaged, foolproof: 0.507138805566
crude, material: 2.04611901945
hiv-infected, unprejudiced: 0.0
inevitable, onboard: -0.049370301776
alive, instead: 0.078973167741
opened, vulnerable: 0.23976351004
repugnant, sufficiently: 0.738564629753
named, vibrant: 0.52568508326
alarming, well-filled: 0.0
adequate, lighter: 0.61709859737
leave, remote: 0.438925564618
ignored, released: 0.937164649919
complicit, pushy: 1.98915249035
embarrassing, lovable: 1.78635318416
complementary, unable: 0.263131532349
dispute, principally: 1.20561956605
fuller, traumatic: 0.391134564039
exhaustive, sick: -0.317375116041
liquid, sorry: 0.120698700236
soaring, wide-open: 0.0
minuscule, third: 0.585987510413
self-sustaining, sounder: 0.0
old-fashioned, relatively: 0.0
nothingg, revealing: 0.0
clinically, derisory: 1.43732197502
earlier, flammable: 0.032627018775
rarer, respectable: 1.12710399043
co-operative, confident: 0.0
inquisitive, sturdy: 1.94376140264
begin, oriental: 0.167964351782
aligned, disabled: 0.284746743871
cost-effective, customized: 0.0
continuous, entertaining: 0.465385839259
in-flight, irritated: 0.0
hiv-infected, solid: 0.0
awkward, richer: 0.434151831292
roll, spectacular: 0.168089681409
edible, guys: -0.495922850439
grass-roots, poisonous: 0.0
otherwise, regrettable: 0.907098261291
cheapest, house-trained: 0.0
formidable, puny: 2.63839134139
notable, well-respected: 0.0
proper, rotten: 1.252838339
cold, precious: 0.926782682367
launched, productive: 0.325651988096
misguided, unhappy: 2.08318940304
cute, sluggish: 0.982014537234
adequate, de-insured: 0.0
frequent, knowing: 0.037940133123
irreconcilable, transparency: 0.522920886408
claire, unscathed: -0.131235528949
iittle, upstanding: 0.0
-me, secretive: 0.0
consultation, cost-efficient: 0.0
created, hereby: -0.464455456224
reaily, top: 0.0
lasting, lasting: 7.90588916268
prime, re-established: 0.0
busier, self-evident: 0.0
delightful, whassup: 0.585374672716
brain-dead, reconcilable: 0.0
furthermore, mainly: 0.778369607561
frail, preponderant: 1.08582810751
dead-on, demand-driven: 0
changed, entertaining: 0.217075516753
alarmed, hardworking: 0.272568880803
bulletproof, richer: 0.790142055906
sentimental, youngest: 0.823508060365
lighter, sensible: 1.66174539305
determinable, logical: 2.23076320781
brillant, peculiar: 1.32878908951
transitional, unforeseen: 1.01167003971
accepted, focussed: 0.405942385024
commonplace, david: -0.352449752376
hiv-infected, nessessary: 0
them, touchy: 0.447946549068
flexibility, potent: 0.945342204437
magical, psycho: 1.34352093984
funky, government-owned: 0.0
aggrieved, broad-based: 0.0
babe, fragile: 1.07127047269
convenient, corresponding: 0.248440790115
comin, well-off: 0.0
inaccurate, issue: 0.937261913617
handed, hasty: 1.45160129289
familiar, sunny: 1.33913584961
respectable, winning: 1.45058970475
frequent, lean: 0.741877867798
crowded, innocents: 1.47869514313
clara, expeditious: -0.075974965255
primarily, restrictive: 0.369367253104
accelerating, overkill: 0.880772810622
long-term, well-organised: 0
addition, restricted: 0.7561131498
self-aware, unharmed: 0.0
agile, shallow: 1.42080693132
endearing, occurring: -0.341590345433
export, mistreated: 0.295216599907
onboard, unused: 1.04121590608
annulled, extirpated: 3.05071495844
concrete, overridden: 0.124842991443
easier, fruitful: 1.36958321303
disjunct, modernizing: 0.517403424873
being, twofold: -0.020085570137
full, perverse: 0.417486555569
grimmer, touchy: 2.36395342338
inoffensive, secured: 0.382276833981
aforementioned, notably: 1.36122098828
displaced, virtuous: 0.06414926001
complacent, lazy: 3.38726813585
beter, subsequent: -0.32140866942
marginalized, succinct: 0.569841446505
clearest, knowledgeable: 0.910959184016
duty-bound, underprivileged: 0.0
anonymous, inclusive: 0.499077597963
immaterial, undeniable: 2.06188859726
hairy, hip: 0.760983006654
comprehensive, upper: 0.268567934472
lonely, top: 0.408423562662
actual, cleverer: 0.938770626733
authoritative, cool: 0.947986062312
intended, unattainable: 1.00265039434
definite, newsworthy: 0.79259844916
foxy, frustrated: 0.226040880893
secondary, unconvincing: 0.294858029545
realizing, subtler: 0.97626073361
despicable, egocentric: 3.1278560267
articulated, way: -0.002149487585
insurmountable, shocked: 0.572799092441
alone, butthead: 0.587602966933
cloudy, fucked: 1.43940669004
regularly, self-employed: 0.0
confrontational, micro: -0.1014570286
beloved, neighbours: 0.0
polished, succinct: 2.78378406666
simpler, two-: 0.0
lamentable, proven: 0.436549684247
grave, inviolable: 2.02833256016
fraudulent, lucid: -0.149951150151
apologise, girlie: 0.0
meritorious, spatially: 0.683915060309
brutal, negligent: 0.778750485459
convenient, frigid: 0.329471855506
goodto, precious: 0.0
altered, psychotic: 1.01467794314
elusive, longitude: 0.647570112428
ominous, remediated: -0.145018148306
attentive, splitting: 0.002668982439
reachable, roll: 0.131607893471
designated, thoughtful: 0.189083970922
counterfeit, feeble: 0.367458684066
attentive, crummy: 0.299383907275
ripe, wider: 0.654182026606
ambitious, unified: 1.50921528661
final, reality: 0.821232221664
migratory, this: 0.599412219791
shifty, virtuous: 1.78413609908
hey, holier: 2.2150627654
better-educated, migratory: 0.0
either, elite: 0.449919828194
either, estimated: 0.400198919275
ignorant, inexcusable: 3.4311470423
glowing, laddie: 1.37118332166
merciless, operated: 0.201255755795
inaccurate, indecent: 3.28208784422
celebrities, unbalanced: 0.186420354837
in-flight, probable: 0.0
s-sorry, supra: 0.0
advanced, principale: 0.440224930669
abreast, friendlier: 0.667907337006
comprehend, heeded: 1.33323556894
liberated, unrelated: 0.182558644128
overt, southeast: 0.256332426036
elsewhere, oldest: 0.599594087076
dubious, optimal: 0.655640801576
proceed, willing: 0.528013449305
subject, tempting: 0.755812563742
however, self-employed: 0.0
doubtful, initially: 0.915866857213
long-range, unprotected: 0.0
hostile, scheduled: 0.108128484289
good, irrational: 0.767728088259
iike, slippery: 0.0
installed, lookin: 0.220776291269
equivocal, globalization: 0.610564098275
susceptible, vicious: 1.99189686924
bitter, married: 1.27839710595
fella, irritable: 1.63288777928
confrontational, terrifying: 1.86687195522
optimal, presently: 1.01781072696
ggood, humbled: 0.0
distinguishable, droll: 1.44752137271
glad, queer: 0.889179419858
childish, distraught: 2.26579600038
business-friendly, correct: 0.0
cleanest, unwelcome: 0.159579530264
legal, supra: 1.33823035679
insane, remediated: 0.063809021727
as, huge: 0.391885478045
nice-looking, wreckable: 0
any, third: 0.671548583647
improved, marginal: 1.60978917585
