fearful, sobering: 1.47334043333
organic, received: -0.082640016272
inevitable, widest: 0.605750820594
manufactured, self-sufficient: 0.0
cranky, shoot: 0.518931163174
annulled, appointed: 2.31034507162
fruitless, wonderful: 0.537065823159
multifaceted, optimistic: 1.15338126743
decisive, frustrating: 1.64204055599
gratuitous, pricey: 1.65351364469
determinative, inconvenient: 2.18804108687
manifest, rude: 0.626323737255
exposed, open-ended: 0.0
main, work: 0.36868047144
ago, moody: -0.521346144538
through, worse: 0.69471725529
intensive, other: 0.383068956028
crummy, unaffordable: 2.24551805519
folks, unconvincing: -0.416130191414
happen, unstable: 1.52091860831
fortunate, permissible: 0.712272451247
above-mentioned, irrelevant: 0.0
functionally, provision: 1.0945685026
pressing, small-time: 0.0
'sgoing, either: 0.0
derisory, infamous: 0.724439916578
intentionally, vain: 0.671664459281
largest, unlocked: -0.209872804603
revised, tabling: 1.84923423948
colder, opening-up: 0.0
affordable, peculiar: -0.006774822388
all-round, flush: 0.0
honoured, lead: 0.0
neutral, wreckable: 0.0
inactive, overdue: 0.999201161745
culturally, inexpensive: 1.58706265914
insolent, smarty: 1.80724749905
asked, distracted: 0.893285665596
distributed, gullible: 1.4153906192
coming, thus: 0.187903744417
structured, truly: 0.58858953838
intolerable, tough: 1.47123454623
excited, powerless: 0.680364725089
plenty, unseen: 0.896877525268
average, lame: 0.055194710887
demand-driven, responsibility: 0.0
flexibly, idiots: -0.255496981028
nonexistent, whassup: 0.546554056968
intelligible, leaner: 0.92112186742
rampant, specialised: 0.0
dissimilar, resistant: 1.46741604239
destructive, testy: 0.911173660495
rising, verify: 0.391530125497
charmed, ravishing: 3.25948388862
conservative, fruitful: 0.654355179755
opposite, simplifying: 0.448923216526
fantastic, pleased: 3.52125320477
aware, miscellaneous: 0.279819910824
disturbed, pretty: 0.759970844746
middle, unprofessional: -0.055164820676
iittle, misused: 0.0
twice, unprejudiced: -0.232804368687
louder, yourself: 0.790249049814
comforting, wierd: 1.76101549895
discernible, hysterical: 1.14737232567
critical, dysfunctional: 1.23915555173
held, whilst: -0.062040984314
disposal, fiine: 0.0
ever-changing, ideally: 0.0
exciting, sweetheart: 0.509655741808
fabulous, ravishing: 4.05223523229
good-iooking, muted: 0.0
personalized, suck: 0.477526752734
builshit, classified: 0.0
enormously, generous: 1.97746003435
darkest, internal: 0.942432155457
any, concentrated: 0.364639711111
comprehensively, logical: 0.802790924838
displacement, exponential: 2.22459766704
applied, objective: 0.504241800954
bolder, memorable: 0.998341481777
applicable, convenient: 1.73496394426
beloved, physical: 0.160779671269
good-natured, trashed: 0.0
unambiguous, usual: 0.487090729794
cool, cost-effectively: 0.0
balanced, pale: 0.304044840208
discernable, foxy: 0.925680744372
co-dependent, zero: 0.0
destructive, reaily: 0.0
discriminatory, useless: 2.26450016485
hunger, popular: 0.423259539358
killed, spontaneous: 0.683854027898
aging, overpriced: 2.08912594972
announced, awol: -0.011364734311
homosexual, insufficient: 0.507275075223
aggravated, jack: 0.524869776185
unfit, unscathed: 1.43693474119
northeastern, visibility: 0.691570131634
improved, mutual: 0.947453933365
19, captain: 0.0
2nd, unhelpful: -0.454611435834
leave, unimportant: 0.843492393299
phony, pitch-black: 0.0
acquainted, soon: 1.07554055093
payable, recognised: 0.0
juicy, worthless: 1.23652485645
easiest, freaky: 0.8661131854
chloe, gifted: 0.348762499715
awkward, financed: 0.146196066406
latest, note: 0.429096619048
spontaneous, winning: 0.294168574318
attentive, pretend: 1.40077653506
application, enabled: 1.44587869844
diminished, high-cost: 0.0
lit, represented: 0.779025325583
honest, most: 0.765366333597
individualized, southeastern: 0.235341812679
readyto, shared: 0.159879116429
back, thorough: 0.342097367087
amazing, industrialized: 0.244272146423
coherent, multidimensional: 3.39987634092
awake, why: 1.35967498884
reiterate, unsafe: 0.250039656466
former, petite: 0.573417510327
provision, related: 1.23845385676
agreeable, calm: 2.71042857491
intractable, self-supporting: 0.0
oldest, underfunded: 1.08432801669
educated, visibility: 0.483777296609
reasonable, specify: 1.78733577386
germane, non-self-executing: 0.0
jealous, minimal: 0.126163059786
murderous, shortly: 0.158807643322
disrespectful, luminous: -0.312251987323
dire, directly: 0.331466062383
binding, laughable: 0.162789039146
inestimable, mideast: 0.063157806748
formidable, rash: 0.012639475928
extant, inhumane: 1.02080437778
dominant, random: 0.523605673472
end-to-end, reality: 0.0
attended, well-coordinated: 0.0
divided, hands-on: 0.0
challenging, influential: 1.56157511875
substantive, visible: 1.87301457631
indiscriminate, untraceable: 2.70880836428
equitable, tonight: 0.260138122393
fewer, hard-pressed: 0.0
concerted, defeated: 0.713922874842
appealing, genius: 0.393680444537
contentious, wide-ranging: 0.0
automatic, strongly: 0.164330531147
healthy, still: 1.32990268252
de-insured, professionally: 0.0
creative, unrestricted: 0.297619760075
prodigious, unsound: 1.0741744168
at, sympathetic: 0.006709797838
obese, unfettered: -0.302197414582
heartbroken, longer: 0.025057193728
costeffective, outrageous: 0.647197627257
intimidating, stable: 0.615490318885
properly, terrified: 0.409749241513
heavier, hideous: 0.94549153937
dissimilar, psychogenic: 1.7058934464
grand, tall: 1.31397316161
costly, relentless: 1.2427543833
crippled, hope: 0.432473107355
formed, stylish: -0.212236225965
extraneous, youthful: 0.877118404922
impressive, woolly: 0.520307038963
economic, precarious: 1.63987894396
audience, thrilling: 1.23981871681
considerable, unscathed: 0.839198142048
contrary, equivocal: 2.825014677
dim, round: 0.75145367187
convenient, finally: 0.165056444799
minute, moreover: 0.130619419612
deceased, third: 0.055763463755
fascinated, kid: 2.14094451188
luke, see-through: 0.0
immovable, prevalent: 1.00311454559
net, ongoing: 0.001533814165
hideous, monstrous: 4.34622968367
death-proof, interestedin: 0
exclusive, problem: -0.115258404819
relative, trashed: 0.467539870318
moronic, of: 0.0
carefully, remarried: -0.188392191931
almighty, losin: 2.06068768495
lofty, non-self-executing: 0.0
categorical, move: 0.393525840198
considered, lovely: 0.172034057545
probably, sparse: 0.6530939472
switching, thank: -0.532136997893
extinct, fiercer: 3.17340931723
ensuring, happy: 1.1448915665
busy, cost-effective: 0.0
competence, violent: -0.028459175976
common, futile: 1.20962234606
finest, wonderfui: 0.0
crystal-clear, death-proof: 0
favorable, selected: 0.614348863026
generalised, splitting: 0.0
disoriented, merry: 1.21918056963
despicable, state-of-the-art: 0.0
so-called, startled: 0.0
foolproof, fussy: 2.31033811491
accepted, naturalistic: 0.914839602436
installed, someplace: 0.987501105759
question, widely: -0.000341950882
blank, inactive: 0.761906848837
destabilizing, fluid: 1.0200960373
neat, sporadic: 0.697832393446
defective, marine: 0.729500944609
emerging, thirteen: 0.192765470471
supplementary, transparent: 0.762891104021
accurate, running: 0.421369482583
ample, non-competitive: 0.0
recurring, treaty: 0.216565955137
main, shipshape: 0.518566822497
distinct, exact: 1.45595477057
corny, defenseless: 0.744951880575
aggrieved, variable: 0.280879415058
insignificant, varying: 1.38733341396
grievous, smitten: 0.350753370255
harmless, victorious: 0.331562268591
conspicuous, neurotic: 1.49795672201
fussy, soaring: 0.890143130013
international, plain: 0.117808974301
ggood, unappy: 0
newborn, parched: 2.18096582539
david, subject: 0.026296077891
analogous, successful: 1.32148930278
canceled, free-standing: 0.0
bad-looking, perpetual: 0.0
discrete, obligatory: 1.32627409064
happened, hip: 0.220548418786
demanding, unforeseen: 0.308534140413
foreverything, friendlier: 0.0
smoother, us: 0.536475417571
in-depth, richest: 0.0
over-optimistic, wish: 0.0
although, west: 0.365413039961
distributed, existing: 0.764377650797
insurmountable, lovely: 0.388896519211
ecologically, integrating: 0.523298896122
inoperable, life-long: 0.0
determinative, improving: 1.32048006845
contentious, jack: -0.145376603366
incorrect, unsustainable: 3.40307731755
export-ready, humbled: 0.0
lye, persuaded: 0.327380336142
profitability, redeemable: 0.420519466352
contrary, well-lit: 0.0
essentially, frank: 0.305097891623
together, witty: 0.139742508783
facultative, irresponsible: -0.164630629274
arming, promising: 0.679565817036
acknowledged, madness: -0.009846512971
egocentric, instructive: 1.7693175445
agreed-upon, arduous: 0.0
selected, spectacular: -0.000446550347
immovable, kidding: 1.26818244204
born, impressive: 0.312849848587
freely, overripe: 0.358352065887
asked, counterproductive: 0.282952082733
else, ionely: 0.0
indisposed, then: 0.538951244271
closer, strangers: 1.17678976268
irritated, taller: 1.88046216363
firm, wack: -0.495680885379
beloved, derisory: 1.21481653601
brighter, captain: 0.473125950721
sharp, systematic: 1.06436426612
amazing, fairly: 0.871698058176
removed, unproblematic: 0.942487793474
improper, indiscreet: 3.00558269353
cruellest, underage: 0.503665678465
expanding, skint: -0.417592133531
at, bull: 0.521932173887
capable, variable: 0.968296294319
bolder, favorable: 1.13579623334
cost-effective, ever-increasing: 0
black-hearted, thereto: 0.0
discussion, high-cost: 0.0
stifling, vulgar: 1.0885638393
curious, undeveloped: 0.725299804211
arming, older: 0.517984342761
conscious, nouveau: 1.24580028167
indicative, subsidized: 0.419212440861
asian, blunt: -0.260971888744
furthermore, reduction: 0.755573608945
breathtaking, fruitless: 0.641345734733
succinct, unfilled: 0.35926879806
determining, pretend: 0.527792510855
intractable, updated: -0.070542287722
heeded, noisy: 0.979510664194
foremost, galore: 0.739008007277
laudable, loyal: 0.815527861048
homosexual, least: 0.578044614755
doing, expressed: 0.638626061209
extirpated, grumpy: 0.163780264562
liked, out: 1.00907236111
historic, particularly: 0.345678832041
functionally, unhurt: 0.46832832286
lead, reason: 0.582176578292
heterosexual, worrying: 0.705890209416
accessed, thorough: 0.395077137104
becoming, volatile: 0.600167699601
definitive, germane: 1.94532706046
bereft, unharmed: 2.37337452657
emerging, naked: 0.185637931357
supported, vegas: -0.002084556146
integrated, minus: -0.023918855915
degrading, stout: 0.149359304806
closest, tougher: 1.60181306844
appropriate, chubby: 0.101976744975
dim, distinguishable: 1.41686107713
aggressive, bummed: 1.07296535344
fully, old: 0.07538592477
existing, unjust: 0.557779285546
displeased, typical: 1.01516979582
cabbage, impenetrable: 0.96883823653
incapable, unanimously: 0.420061774894
dispersal, muscovite: 1.08237172173
intentionally, six-year: 0.0
instructive, over: 0.089808500764
protracted, yearly: 0.829436769171
repeating, tom: 0.853361345196
automated, horrendous: 0.457745861481
current, macabre: 0.421813706041
attractive, panicky: 0.875716790794
motherfucker, similarly: 0.035158356975
hilarious, question: 0.572376975706
female, undesirable: 0.600492754054
asian, immense: -0.156139024798
envious, witty: 1.58343657776
determinable, unidentified: 2.0548264058
devastating, managed: 0.581801826756
additional, unknown: 0.864749438082
hooked, productive: 1.04748602514
smart, tenuous: 0.24485968464
sincere, stupid-looking: 0.0
determining, moving: 0.74841290479
industrialized, plentiful: 1.84649001818
captain, inexcusable: 0.980631460657
agreed, intense: 0.197195960831
initially, stellar: 0.01408484199
cinematography, surreal: 3.2026544302
grim, though: 1.0997513586
fearless, perilous: 2.63312431885
key, short-lived: 0.0
classified, streamlined: 0.074757218682
exhilarating, frazzled: 1.64695505084
cabbage, offensive: 0.486066363571
deader, garbled: 2.39840888008
startled, wicked: 1.19483084388
confidentiality, organic: 0.306351304162
insane, safest: 1.22068186439
upright, why: 0.319411231984
of, winning: 0.0
administered, giant: -0.165458164896
disagreeable, dubious: 1.83178868949
iilegal, ill-conceived: 0
uncomfortable, winning: 0.070850057995
annoying, instrumental: 0.338822986505
ecological, wholly: 0.356218660045
invisible, medium: 1.52030891756
expanding, most: 0.290407634106
else, least: 0.807842640486
imrtant, zero: 0.0
incredible, sponsored: 0.246626791095
cattled, e.g.: 0
classy, ourselves: 0.865799499233
relevant, shorty: 0.040416866066
refusal, touchy: 0.936835596389
costeffective, reality: 0.30761306368
awestruck, resilient: 0.657182416396
physically, prepped: 0.739319539111
co-operative, flame-retardant: 0
accessed, wealthier: 0.715236799671
selfish, standing: 0.618035490643
pro-active, rapid: 0.0
hypersensitive, settled: 0.454856674053
decent, elle: 0.461490765182
badly, sing: 0.622767892358
handsome, indecent: 0.96321413198
likable, persuasive: 4.16140393928
calm, supplemental: 0.599371695577
evey, executed: 0.454066902546
discernable, justifiable: 2.1178931964
needed, unfortunately: 0.736222160004
destructive, humane: 1.5621003756
further, supported: 0.289791095571
atrocious, warned: 0.263190302307
jeopardized, nonexistent: 2.05037164098
meagre, surely: 0.0
declared, merciful: 0.704174033722
astounded, commendable: 1.93912970261
free-standing, prat: 0.0
anti-constitutional, exorbitant: 0.0
funded, pivotal: 0.354036353834
dead, longitude: 1.97129881437
dishonest, nearest: 0.380303490529
corny, different: 1.57566227205
mixed, tragic: 0.343596649098
cost-effectiveness, dispute: 0.0
cardinal, yummy: 0.467789665632
reinforcing, serene: 0.443454933643
okay, pathetic: 2.18702532574
arduous, innumerable: 1.29808631026
particularly, yourself: 0.371307685583
voluntary, well-behaved: 0.0
coherent, underdeveloped: 1.98069964513
cool, in-depth: 0.0
deadly, empty: 0.449877485624
necessarily, unfit: 1.05695666066
accurate, repeating: 1.11804022525
adequate, dearer: 0.810780791291
responsibility, rewarding: 1.62065966095
apparent, likely: 1.29707534138
requested, someday: 0.308076178655
problematic, symbolic: 1.97006418929
humane, monumental: 0.271704958207
impenetrable, interestedin: 0.0
impatient, informal: 1.31847881234
childish, initial: 0.685083971031
incidental, overloaded: 0.957791741096
elusive, louder: 1.62731375898
sharp, unnerving: 1.82297754237
beloved, mainly: 0.048546171506
migratory, tepid: -0.263317100805
duty-bound, victorious: 0.0
anymore, remediated: 0.606004437018
last-minute, resistant: 0.0
sizable, you: 0.672243284547
issue, undisputable: 0.95130258485
calculated, co-ordinated: 0.0
incongruous, self-aware: 0.0
cute, matched: -0.029725947619
heterogeneous, inactive: 1.85600643484
favourable, misleading: 0.0
greater, overlooked: 1.02972301922
exposed, humiliated: 2.13592437006
end-to-end, willing: 0.0
bleak, wealthy: 1.0743324162
permissible, unused: 1.3465925449
impatient, lawful: 0.602217826157
skinny, unsteady: 1.90510524549
overwhelming, responsible: -0.318787814485
proven, proven: 7.70261526454
laudable, well-prepared: 0.0
odious, startled: 0.959664898011
promptly, unimpressive: 0.268518344512
appalling, innocuous: 2.13933428746
geographic, stoned: -0.654459067394
average, missing: 0.379707520221
environmentally-friendly, threaded: 0.0
prominent, silent: 1.60176798871
anything, grown: 0.579163650399
inefficient, sloppy: 2.90759472072
unconventional, well-armed: 0.0
milder, weirder: 3.40074817303
hopeless, twisted: 2.04413399788
constantly, juicy: 0.224180893643
largest, multiple: 0.722105128676
latter, this: 0.662989923022
childish, fuckin: 2.74565281547
displacement, quieter: 1.97574985141
arbitrary, momentary: 1.54564253055
inconspicuous, well-maintained: 0.0
cost-effectively, goal: 0.0
