adapted, marketed: 2.89288611474
few, non-partisan: 0.0
left, sloppy: 0.785736998209
available, widely: 1.39577564352
considerable, self-explanatory: 0.0
awake, connected: 1.79497039957
get, wrong: 1.14716676305
included, sentimental: 0.245392953953
far-ranging, imperceptible: 0.0
operational, spaced: 0.446741177796
inexcusable, precise: 0.677056332286
elaborate, forthwith: 0.146518648544
bankrupt, fertile: 0.59681576244
entirely, upright: 0.932282959884
mistreated, tolerable: 0.797046933462
preferential, vocational: 2.19138759152
distinguishable, reassuring: 1.74340860018
high-tech, thanan: 0
healthy, ok: 1.52938768087
actionable, barmy: 0.168526669291
concise, these: 0.840705133637
deceptive, manufactured: 1.28887454422
longstanding, precarious: 0.895727130604
chloe, painless: 0.657574261684
recent, single: 0.192969021925
mla, there: -0.046120055282
distant, unavoidable: 0.881479830538
punchy, unproductive: 0.592260529659
juvenile, timely: 0.444599076425
dead-on, telling: 0.0
ended, regretful: 0.272822059084
fast-growing, responsibility: 0.0
functionally, sedentary: 1.94700997122
apace, sealed: 0.677535822418
evil, ravishing: 1.95447775165
boundless, jealous: 2.08074101109
cuter, fried: 2.1706290997
comin, liberated: 1.7516391443
unused, worthless: 2.77825554466
sincerely, wicked: 1.3810751238
re-appointed, zesty: 0.0
marvelous, responsive: -0.138488748847
expedited, old-fashioned: 0.0
agreed-upon, operated: 0.0
permitted, used: 2.20999181582
petite, self-sufficiency: 0.0
griet, unanimously: 0.0
personalized, smallest: 0.291436430328
badly, unhelpful: 1.71923015212
progress, southwestern: 0.238723670557
ah, tedious: 0.934615204662
elementary, successful: 0.054547729755
strengthened, tabled: 1.59659340791
challenges, happened: 0.211359414574
contradictory, uncanny: 2.10988557623
hateful, proceed: 0.048589672398
co-operation, contrary: 0.0
insolent, rock: 1.281622543
growin, poor: 0.674532121868
unprotected, unsteady: 1.30370736637
bastard, unavailable: -0.040531201845
cracked, lower: 0.553471266418
careful, short: 1.18653274379
heartening, unworkable: 0.626733134491
given, unjustifiable: 0.632453916083
appalling, oldest: 0.502525923126
queer, teeny: 1.69076831048
gaunt, respectful: 0.718722736632
analogous, clarified: 0.908479734456
attainable, nothingg: 0.0
breadth, unseemly: 0.000869776578
generic, radiant: 0.245642722969
deposited, nouveau: -0.709869504094
om-mazing, proficient: 0.0
ghastly, profane: 1.86016639232
cracked, shoot: 0.695152913028
conflicting, met: 1.26353195915
bone-dry, worried: 0.0
grisly, liquid: 0.269346808212
forthwith, sturdy: 0.210734214396
anything, corrigendum: 0.239614964032
competitive, underprivileged: 1.37699099738
advantageous, priced: 1.21523808886
articulated, supra: 2.36262744503
interdependent, secure: 1.3720495927
brave, moronic: 1.71690821934
bullshit, longer: 1.05472455322
moderately, running: 0.169648543798
corrupt, evening: -0.220995669787
frank, loose: 0.878867854485
fake, identical: 1.9727503784
constrained, moister: 1.68723647311
bastard, next: 0.434452618284
further, safest: -0.042032602149
available, motivation: 0.286758103571
absurd, reimbursable: 0.728679419449
anywhere, flashing: 0.81324334226
fourteen, subtler: -0.371644724551
dismal, requested: -0.136969814404
eager, unbearable: 0.659855265576
however, sorr: 0.0
outgoing, proportionate: 0.016561524015
absent, discreet: 0.982282332826
appealing, bitter: 1.14650367043
lengthy, proceed: 1.48397896027
irate, multi-dimensional: 0.0
callous, vibrant: 0.561039065372
symbolic, trained: -0.024920709568
indispensible, realistic: 1.20185314483
apace, bi-directional: 0.0
low, south: 0.385386052209
debate, linked: 0.000270613065
dope, rising: -0.018280509134
amended, disturbed: 0.722255984015
monitored, rooted: 0.742624215474
granted, rank: 0.312553157449
novel, ridiculous: 0.320321447306
for, interdisciplinary: -0.012442858596
frigid, overloaded: 1.32052058714
right-handed, victorious: 0.0
shameful, woolly: 0.896026357172
ancient, deader: 1.77925327524
co-funded, established: 0.0
legendary, unpredictable: 1.07174650956
correct, improper: 2.58733745569
miscellaneous, prescribed: 1.49508356249
cloudy, liberated: 1.68108507995
grotesque, sensible: 1.65679790442
sophisticated, well-educated: 0.0
maximal, uptown: 0.290943000011
hiv, redeemable: -0.292464958562
frustrating, unsuitable: 1.82076145216
memorable, problem: -0.267555694444
definitive, nouveau: 0.559818562292
you, youth: 0.308591572499
forthright, ionely: 0.0
hope, jealous: 0.865144114167
debate, supportive: 0.730983377599
unconscionable, wasted: 1.29303531882
loaded, overjoyed: 1.09217830432
callous, spotless: 1.11927240428
irritable, speedy: 0.364817521255
impartial, received: 0.115572516428
foreseeable, impartial: 1.66456535323
perfect, well-reputed: 0.0
parched, systemic: 0.563518249344
shielded, swift: 0.709202229753
keen, unseen: 0.327157082929
aforesaid, ended: -0.009409308746
harmless, inadvisable: 3.60450884474
obstinate, profitability: 0.118839192823
fast-switched, kosher: 0.0
cost-effectiveness, prompt: 0.0
bloodied, testy: 2.39981926213
held, unchanged: 1.29790968595
harder, represented: -0.225136126949
exemplary, respendable: 0.0
brief, fair-minded: 0.0
hurry, treasured: 0.264542847255
preferential, therefore: 1.03640212595
disjunct, priced: 0.240475089726
considered, enhancing: 0.510082190894
disastrous, reliable: 0.670155438755
fake, richer: 0.829186868766
enchanting, incorrect: 0.264315606186
archaic, copacetic: 1.64668453536
above-board, served: 0.0
consulted, suspicious: 1.33272232624
planning, topic: 0.567351265951
abysmal, automatic: 1.49612437381
grave, value: 0.202658812246
going, prat: 0.489446793893
directly, ineffective: 0.313014817241
asking, political: 0.457178527815
intrusive, prompt: 1.56474277548
asking, unimpressive: 0.266681060218
practice-oriented, systemic: 0.0
organised, short-lived: 0
mentioned, simplifying: 0.454604328885
dotty, well-developed: 0.0
dead, minus: 1.38461276316
rife, sunny: 0.470362047242
grieved, thankful: 4.65757613209
abysmal, frank: 1.61255789921
affirmative, etcetera: 0.689367800655
discreet, well-targeted: 0.0
ended, flawed: 0.3886876463
automated, currently: 0.603489959279
chubby, victorious: 0.638662924289
globalization, invalid: 0.350556274164
favoured, start: 0.0
damaging, inactive: 1.05065328957
finite, reversed: 0.274311624969
generated, scrumptious: 0.288640994551
undesirable, vulgar: 2.58670521589
classic, flagrant: 1.82170099435
confidential, smartest: 1.19905393071
chickenshit, fraudulent: 0.543181202909
eleven, obliged: 0.576847992712
amiss, other: 0.755672916463
correct, unspoiled: 0.011256006511
horrific, liberated: 1.16083866907
removed, such: 0.309173539233
well-controlled, worse: 0.0
indisposed, re-routed: 0.0
allowable, unbalanced: 0.934525754818
active, self-sustained: 0.0
desirable, environment: 1.18338356733
although, responsible: 0.252504071779
disgraceful, useful: 1.12255038021
day, well-structured: 0.0
before, precise: 0.694892863505
socio-economically, stellar: 0.0
inside, non-discriminatory: 0.0
favourable, standardized: 0.0
liquid, violated: 0.309874385417
settled, whilst: -0.203752809532
enthusiastic, psychotic: 0.770146761142
imperceptible, registered: 1.34360895451
grievous, obtainable: -0.106117806081
eastern, visible: 0.933281369555
messy, romantic: 1.96937003888
incomplete, touchy: 0.976768596994
nut, recognizes: -0.010290387029
nearly, nice-looking: 0.0
objectionable, princess: 0.751475126285
limber, wierd: 1.33734758565
recurrent, unmistakable: 0.612338693102
self-sustained, turned: 0.0
rare, swift: 1.49555826328
co-chair, enhanced: 0.0
mind-boggling, top: 0.0
beneficial, handicapped: 1.19412922146
crippled, fifth: 0.547355237419
anti-constitutional, sponsored: 0.0
knowing, self-aware: 0.0
bonnie, interestedin: 0.0
aging, costeffective: 1.22816715648
pristine, right: 1.04130463831
aroused, rather: 0.291237011926
frightful, political: 0.897720183913
spoilt, twelve: 0.0
operative, standardized: 0.946915138651
delighted, everywhere: 1.2022330229
cohesive, triple: 0.146029955375
all-encompassing, famous: 0.0
shocking, sleeping: 1.06033768194
balanced, light: 0.724812849128
patchy, wanted: -0.42663188169
celebrities, gone: 0.368899797406
being, evolving: 0.670995021936
impaired, occurring: 1.33526870234
international, warm: 0.50689401297
2nd, comprende: 0.326980628074
repealed, unthinkable: 2.36051547306
international, vis-: 0.0
ever-increasing, inalienable: 0.0
rank, seamless: -0.089278306971
home, shitless: -0.016700695935
contentious, counterfeit: 0.48145145873
ridiculus, vigorous: 0.220178100181
lower, quality: 0.938188302313
mind-boggling, usual: 0.0
greater, organic: 0.628565632214
certainly, immoral: 0.810129025424
deeper, proportional: 0.156862871176
intimidating, unfavourable: 0.0
aggravating, forgotten: 0.941768041792
multi-faceted, psychological: 0.0
comprehensible, concerted: 1.29024641657
most, optimistic: -0.232403284361
engagement, provided: 0.420091635616
expanded, fbl: 0.0
brutal, streamlined: 0.739802387783
high-ranking, irritable: 0.0
bloodied, witty: 0.280972564705
decided, thrilled: 1.84160222529
ripe, thoughtful: 1.62169771838
aforementioned, invisible: 0.857622670523
deader, shitty: 4.01017190303
ridiculous, thick: 0.925672197143
notified, saved: 0.880692252637
based, smartest: 0.23723404166
aggravating, properly: 0.796805958363
foutu, il: 0.0
large-scale, previous: 0.0
astonishing, priced: 0.2461682181
truly, undeniable: 1.98223400377
relevant, though: 0.720857131542
healthier, unstable: 1.21532730141
deceased, known: 0.984081542783
detrimental, longer-term: 0.0
freedom, overambitious: 0.127660872968
born, dead-on: 0.0
depressing, find: 1.02914642607
reiterate, taken: 0.462722954864
debatable, prescribed: 0.942734997702
meaningless, pro-poor: 0.0
necessarily, self-executing: 0.0
righteousness, why: 0.712817075535
patentable, shitless: 0.452367776806
cost-effective, fairest: 0.0
gloomy, sized: 0.770567195218
financed, riveting: 0.656639284353
-just, immaculate: 0.0
blinded, loose: -0.012949745198
equitable, tabling: 0.883354948467
beloved, last: 0.413122397702
inconspicuous, rock-hard: 0.0
deceptive, improving: 0.776277789611
anti-constitutional, irritating: 0.0
morbid, understood: 0.669305983291
hiv-infected, unconvincing: 0.0
issue, spectacular: -0.748669970407
disciplined, uptight: 2.70187948262
aggravating, disastrous: 2.14261207713
functionally, tragic: -0.198870567223
poppycock, unsuitable: 1.49651940385
first, pure: 0.32688905201
enormous, weii: 0.0
illusory, race: 0.257480809121
euphoric, qualified: 0.503280847885
anticipated, north: 0.525898452897
absent, leaner: -0.118728823851
excitable, ma: 0.995775915415
hungry, underlying: -0.111082844293
eccentric, grateful: 0.507660182704
calm, eighth: 0.623194107317
corrupt, fifty: 0.532955919876
finest, western: 1.10457605334
broader, sticky: 0.671790168545
forever, heavy: 0.405969555455
organic, worrisome: -0.038755393992
mean, reinforcing: 0.665466920653
commercial, smallest: 0.707935891258
countless, surer: 0.819450027907
indebted, wealthiest: 3.64759391829
dangerous, substantial: 0.67473416107
orderable, primarily: 0.809841748056
finer, startling: 1.34700785296
enhancing, rogue: 0.258081747125
added, little: 0.918111450032
joyful, laudable: 1.74382011985
re-appointed, yummy: 0.0
in-progress, streamlined: 0.0
helpful, mimi: 0.393578338749
jump, limited: 0.077398064289
long-term, self-evident: 0
awareness-raising, vested: 0.0
cranky, forgiving: 2.6235893266
apace, concluded: 0.324766680856
frightful, mentioned: -0.17555682805
imrtant, processing: 0.0
overt, way: 0.438823333458
accountability, lye: 0.383875826753
omnibus, rank: 0.182597477575
compliant, sovereign: 1.44311616328
although, kiddo: 0.223566800737
ill, larger: 0.501630551327
clearly, well-managed: 0.0
selfevident, unsound: 0.0
enormously, impeccable: 1.14648603679
grass-roots, useful: 0.0
above, conceivable: 0.449457486921
awareness-raising, world-wide: 0
largely, minute: 0.202454666602
frightened, understandable: 2.05862230594
almighty, organized: 0.152620417557
sensitive, stand-alone: 0.0
butthead, rich: 0.6847980466
ma, readyto: 0.687638271638
bored, bummed: 4.45927403185
liquid, repugnant: 0.928517417959
contemptible, gay: 1.66717336119
bad-looking, expressly: 0.0
determined, regularly: 0.507924960737
dishonest, typically: 0.404296904024
demand-driven, repeating: 0.0
danger, tailored: -0.362340665606
meager, woolly: 1.03045783264
exact, inexpensive: 0.737079318898
groovy, yeah: 2.22775524583
flourishing, gandalf: 0.0
genuinely, moist: 0.295309079387
curious, security: 0.14075983294
exempt, inescapable: 0.853333593342
chickenshit, well-represented: 0.0
developed, frequent: 0.681474304149
deliberately, foutu: 0.0
before, end-to-end: 0.0
far-ranging, unfavourable: 0
formerly, sleepy: 1.03666678958
fiine, salute: 0.0
remarried, terrible: 1.54675596945
nude, splendid: 1.09832770745
sloppy, talented: 1.79444876809
exquisite, quickly: 0.289880597735
giant, oral: -0.2592865274
patchy, well-lit: 0.0
abolitionist, shiny: -0.655586366348
fall, informal: 0.431013816127
breathe, modernized: 1.17543490272
co-chairperson, occupational: 0.0
considerably, touching: -0.189137439865
blameless, flicka: 0.0
claire, swift: 0.091531741634
entrenched, lye: -0.313081590962
uncontroversial, unsavory: 1.8648718153
faster, frightening: 0.915200965279
history, shoot: -0.245430249088
preponderant, useful: 1.35515488829
preferential, suddenly: 0.448358787872
gifted, missing: 1.36391421361
great, unrealistic: 0.977957834076
approved, elegant: 0.02272724055
negligent, trusted: 1.71172569694
badly, pleasing: 1.44936799801
lovelier, safeguarded: 0.756470993903
adapted, hither: 0.58189849304
forthwith, potential: -0.102468150981
doubtful, wary: 3.45496383081
cynical, geographic: -0.232789947722
scary, theoretical: 1.06079295809
sonny, unhappy: 0.313559120182
concerned, frustrating: 2.06021677103
drier, iucky: 0.0
dormant, uniformed: -0.188704462553
compliant, troubling: 0.680069927137
il, screened: 0.16158923924
fatal, known: 0.615522487587
self-executing, stated: 0.0
south-east, stern: 0.0
placed, remarried: 0.529153886652
automated, crowded: 0.604021660038
closed, dumb: 0.341253365387
payable, undetectable: 0.751206751715
cost-shared, whilst: 0.0
docile, only: 0.669930405964
evil, illogical: 2.13096981306
undisputed, unsettled: 1.4534398805
clearer, fast: 0.617655311119
-so, green: 0.0
export, married: 0.792722695097
unhurt, vast: 0.278791995835
insecure, supra: 1.13479995512
overkill, transient: 1.0524452894
exponential, juicy: 0.920026124674
disjunct, innocuous: 1.56903892572
reasonable, salute: -0.213450355878
alive, donkey: 0.720595008345
former, volatile: 0.405990425349
goodto, stress-related: 0
happiest, virtuous: 2.52755900079
aesthetic, slightly: 1.0346109102
illustrative, missy: 0.170449455168
condescending, hurtful: 4.82470407075
outside, quoted: -0.016475594686
incompetent, lonesome: 1.38574884819
subtler, vice-chairperson: 0.0
advisable, complex: 0.721370437474
described, nosey: 0.0
addictive, cosmetic: 1.81510470338
designated, given: 1.39030604803
equally, mind-boggling: 0.0
subtle, well-served: 0.0
authorised, unanswered: 0.0
unsafe, user-defined: 0.0
luck, strange: 1.7521413992
happiest, them: 0.501847936447
actual, precious: 0.914893247435
hot, two-fold: 0.0
broad-based, wise: 0.0
agreement, pleased: 2.13164322063
continual, merry: 1.44371827182
baseless, panicked: 1.96483787231
goodto, greater: 0.0
abusive, functionally: 0.668420507756
alarmed, sponsored: 0.786853252567
