effectively, unexceptable: 0.0
consulted, upbeat: 0.511333316506
biggest, expeditious: -0.176873150059
happened, sustainable: 0.109924471475
impaired, industrialised: 0.0
ago, explosive: 0.418063344444
competence, trippy: -0.224675392794
spent, transitory: 0.099948605763
canceled, fixated: 0.51430938813
heavy, with: 0.599964224285
troubled, unhappy: 2.26950136125
juvenile, self-governed: 0.0
state-funded, unequal: 0.0
inter-linked, scaleable: 0.0
exhausted, individual: 0.658329437737
audacious, formidable: 2.07367437645
daily, grotesque: 0.762195082139
acknowledged, constructed: 0.356817910829
clear-cut, creation: 0.0
depraved, optimal: 0.296437146227
irritating, operative: 0.911097358499
moving, violent: 0.555113702646
liable, topnotch: 0.814449588642
abused, open: 0.253476037132
handsome, hysterical: 0.992968323183
allergic, extremely: 1.23782375583
active, decided: 0.386962872656
mediocre, rank: 2.22798404472
ago, dependable: -0.059022803402
functioning, well-controlled: 0.0
free, hardest: 0.52368832226
apolitical, talented: 1.57102312022
iike, off-putting: 0
hurtful, original: -0.008414690484
destitute, disjunct: 0.766444330184
lit, twisted: 1.43425072157
curious, slippery: 1.61928108944
mild, previously: 0.594810583217
consultation, masterful: -0.111991603894
additionally, partially: 1.24090977287
last, predominantly: 0.572432909613
callous, continued: 0.327512350867
known, overwhelmed: -0.061580694076
interminable, uniformed: 0.596589481851
darling, revealing: 0.5202951546
geographical, mediocre: -0.220352097437
nineteen, staggering: 1.44571120561
disabled, wreckable: 0.0
damp, fierce: 1.22737453569
flawed, franco: 0.246263323165
introduced, mandatory: 1.67141989281
next, predictability: 0.81712986305
seropositive, willing: 0.799859973539
fbl, scarce: 0.0
deceptive, poppycock: 2.57421411498
friends, net: 0.140795233398
foxy, practice-oriented: 0.0
comprende, mutual: 0.123467729418
creative, statewide: 0.533887527161
19, end-to-end: 0
establishment, participants: 0.771603641043
commensurate, you: 0.929150701553
deep, merely: 0.481007273494
distribution, placed: 0.332360901852
nonsensical, someplace: 0.538230347117
hands-on, west: 0.0
centralized, sooner: 0.417411540167
intentional, tempting: 1.43322938582
legitimate, seldom: 1.30813740949
awaken, understood: 1.37756587798
genuine, professional: 1.50223520753
alia, awol: 0.780651120638
indispensable, strongly: 0.687774071321
inconceivable, outermost: 0.562112327702
concrete, upstanding: 0.211755932348
chosen, run: 0.18527104186
acute, sizeable: 0.902736137339
fewer, finished: 1.05908668557
abrasive, discernable: 1.42853003118
heartfelt, vital: 0.887891604424
enrolled, populated: 1.41912455486
indecent, ominous: 0.725448763067
ephemeral, wait: 0.226916290579
stipulated, wished: 1.65411802941
liable, operational: 1.21572748723
double, suicidal: 0.637652222315
fullest, less: 0.345987494893
stressful, worldwide: 0.003971610754
unemployed, unstable: 1.65794042639
re-established, with: 0.0
inexcusable, narrow: 0.338410113667
doubt, repeated: 0.515715427477
dreamy, thanan: 0.0
additional, respected: -0.442144125441
hospitable, intentional: 0.422871516015
contentious, two: 1.16417742178
fourth, inexhaustible: -0.084802089428
fourth, mild: 0.297797551389
colossal, noted: 0.116638432539
installed, reduction: 0.841039438831
formal, repayable: 1.34813970342
safe, wounded: 0.473973709377
all-powerful, shitless: 0.0
unsatisfactory, whassup: -0.185213841625
'sgoing, respectful: 0.0
conspicuous, sleeping: 0.901334437825
off-the-record, panicky: 0.0
changing, goal: 0.115075083138
shot, sloppy: 1.51570102167
grievous, tan: -0.178602353994
awaited, concentrated: 0.783258347706
growin, multifaceted: 0.396750682415
insignificant, wonderfui: 0.0
named, shocked: 0.450892116703
comprehensive, intermediate: 0.920836053992
hope, spectacular: 0.597749116486
isolated, multi-dimensional: 0.0
confused, shorty: 0.921163673798
diversified, sovereign: 2.11484456685
shaun, thoughtful: -0.075521941182
indicated, off-the-record: 0.0
authoritative, refrigerated: 0.080519722762
genius, off-the-record: 0.0
hysterical, shitless: 1.61248111589
foutu, migratory: 0.0
coordinated, realist: 0.611516872905
short-lived, unfeasible: 0.0
david, iovely: 0.0
actionable, transient: 1.34993546633
course, implemented: 0.413222917948
time, zero: 0.497642307076
disgusting, hard: 1.46999135409
ill-equipped, well-informed: 0
becoming, reprehensible: -0.210458209262
iucky, loaded: 0.0
circumspect, wise: 2.20890925253
individualized, null: 0.721219526522
awake, us: 1.19360348064
mid-sized, prettier: 0.0
facultative, well-maintained: 0.0
commercial, debated: 0.58435104413
curious, mixed: 1.3694972726
free-standing, happiest: 0.0
better-looking, unprofessional: 0.0
higher, representative: -0.173176033029
alert, off: 0.92752117413
certainly, commended: 0.485102483366
hinky, luckier: 1.5850138021
close, in-flight: 0.0
destructive, frustrating: 1.84176777174
confidentiality, incompetent: 0.649369561962
ephemeral, evening: 0.215028147733
marvellous, pluralistic: 0.0
economical, regular: 0.488847115621
immovable, selective: 0.531958071306
excessive, straightforward: 0.311104563558
professional, two: 0.237313790713
evening, imported: -0.113355822449
equivalent, okey-dokey: 0.0
extreme, missingg: 0.0
thorny, worried: 0.756125662007
okay, serious: 1.28823922926
proven, starker: -0.018461108829
idiots, skeletal: -0.086592491713
fruitless, temporary: 0.396382809711
average, warmth: 0.465223030001
mama, polluting: 1.29877760178
admissible, recognised: 0.0
stable, true: 1.03384548147
anyway, sticky: 1.02404784552
coarser, legally: 0.132598993385
blurry, destabilizing: 0.388366432456
dickish, surreal: 1.7709404725
loverly, well-targeted: 0.0
subsequent, uncomplicated: 0.760411470641
crystal-clear, different: 0.0
complements, popular: 0.944484117036
identify, nervous: 0.459051775823
introduced, vulnerable: 0.300522154403
broader, severely: 0.891213502277
dubious, envious: 2.34722454576
increasing, main: 0.937625396942
good-iooking, next: 0.0
juvenile, worth: -0.35620859433
chickenshit, returned: -0.362422448432
advertised, italian: 0.551255536407
galore, helpful: 0.892420897944
commercial, empty: 1.06142169216
us, vast: 0.596368330751
geographical, older: 0.107444400198
admissible, home: -0.066790810759
circumneutral, exemplary: 0.0
greedy, roll: 0.657911450719
armored, minimal: -0.437854949205
emphasise, peculiar: 0.0
nude, worrisome: 0.29809947447
casual, pray: 0.239041784148
co-operate, cruel: 0.0
selected, under-inclusive: 0.0
there, wet: 0.469503934746
max, proficient: 0.714894950263
mimi, pretentious: 1.53398919345
hither, well-organised: 0.0
claire, straight: -0.201901340426
heartfelt, murderous: 1.43995803086
fascinated, reckless: 0.666070496132
lazy, minuscule: 0.840615616042
felt, overall: 0.792514748598
accountability, listed: 0.524818127743
frantic, sole: 0.210903860599
attentive, hungry: 2.33538760728
gender-neutral, late: 0.0
minus, unpopular: 0.53463219131
boundless, spectacular: 1.57243679179
locked, permissible: 0.680888281766
defunct, undisputable: 1.3975325871
administered, interdisciplinary: 0.896025792045
also, christian: -0.64184973652
disabled, inexhaustible: 0.221849210194
prevalent, separate: 0.67995585978
effortless, significant: 0.525245807471
two-thirds, underway: 0.0
enchanting, politically: 0.337015709121
blinded, crippled: 2.25169128724
fitting, generated: 0.104980851256
truly, wasted: 0.662466357991
droll, unthinkable: 0.42536842789
deadly, tall: 0.511877045038
discernable, pleased: 0.460730562061
franco, outermost: -0.137312338815
risky, technical: 0.354959064094
black-hearted, offensive: 0.0
discreet, unaffordable: 0.125038548981
above, sorry: -0.291470229276
notified, sunnier: -0.34305898797
cheery, standardized: 0.817615309044
beter, hearty: 1.27916358824
even, varying: 0.364220025075
graver, retail: -0.414545211513
darker, wild: 1.49276701338
major, vivid: 0.4099208527
cohesive, oral: 1.29053010609
completely, continuous: 0.384702944617
elaborated, original: 0.906042904419
briefly, socio-economically: 0.0
goal, temporarily: 0.438284270728
inefficient, youthful: 0.581555813851
afflicted, why: 0.235683881243
cozy, especially: 0.630593187872
alive, optimum: 0.759814414295
murderous, unprotected: 0.831413231014
sixth, specific: 0.077265742648
talented, thereto: -1.28123899861
administered, certain: 0.564872423821
know, manufactured: 0.228954031236
headstrong, hypersensitive: 1.18430332919
looking, widespread: -0.301792499402
costly, uncontroversial: 1.79257077822
fools, slight: 0.295578659526
expensive, realist: 0.646689988404
designated, dopey: -0.302879541688
bullshit, heavy: 0.637783196894
violent, well-paid: 0.0
collective, staff: 0.796940938685
inaccurate, vacant: 0.99671154454
self-supporting, time: 0.0
frankenstein, loud: 0.228861533591
blurred, ensure: 0.1465628394
incongruous, over-ambitious: 0.0
long-standing, shitty: 0.0
compensable, personal: 1.36637417826
observed, school: -0.149819360169
non-toxic, weirder: 0.0
darling, depressed: 1.38215769184
open-minded, sounder: 0.0
ignorant, outermost: 0.257053656967
outermost, possibly: 0.843353621742
inconsistent, most: 0.62129761483
brave, unrestricted: -0.289755397778
stir-crazy, trusted: 0.0
alert, such: 0.392969174608
cool, louder: 0.847207680557
distinguishable, retarded: 1.74375331524
grievous, twofold: 1.40752133457
conclusive, youth: -0.555335987897
enhancing, focussed: 2.1917321574
two-fold, youthful: 0.0
safest, simpler: 2.36368028872
moron, re-routed: 0.0
practically, yesterday: 0.288616395094
irritable, permanently: 0.823476861648
commensurate, unimaginable: 2.77165356755
formal, reciprocal: 2.36459547595
irrational, sunnier: 0.481202385166
hilarious, jump: 0.454150918377
compelling, stifling: 0.771747534081
equivalent, unused: 1.36762233984
idiot, lively: 0.493491679657
disrespect, wet: -0.035208606481
berserk, invariable: 1.62911354383
experienced, lightweight: 0.682708275139
nicer, premature: 0.481895693393
eccentric, fluent: 2.09112530279
know, physical: 0.901578086456
comprehensible, gracious: 1.59107276103
anyway, moreover: 1.15537958563
america, emerged: 0.067956515679
abreast, distinguishable: 0.973057562355
hazardous, unoccupied: 1.72106326328
astounded, wide-open: 0.0
end-to-end, pleasurable: 0.0
dorky, unquestionable: 0.499831332764
courrier, self-reliant: 0.0
exaggerated, tasty: 0.409735871446
clueless, lacklustre: 0.0
deliberately, overweight: 0.675910113254
aggravating, unreasonable: 1.95826931906
insignificant, tailor-made: 0.0
legality, modern: 0.3851149689
dressed, ill-conceived: 0.0
debated, empty: 0.510463930996
careful, treble: 0.51864847026
analogous, rank: 0.48858059735
locked, surprising: 0.53532300733
light, self-reliant: 0.0
completed, supplementary: 1.11246165525
expedient, ourselves: 2.05476094682
disappointing, unidentified: -0.317202461538
forgotten, simplified: 0.826261319105
bitter, contradictory: 1.69448167962
bummed, greater: -0.57803318882
co-operation, displacement: 0.0
overjoyed, regrettably: 0.603364099577
significantly, tenuous: 0.599435075233
heights, often: 0.418878549143
functionally, quiet: -0.366826074098
dark, sincere: 1.0070510102
germane, slow: 0.298985968944
coarser, specialised: 0.0
overjoyed, this: 0.346497290332
nice, subsequent: -0.120287838147
otherwise, spotless: 1.30814536632
embedded, secondly: 0.616082185556
about, stagnant: 0.511988515407
interdisciplinary, optimistic: 0.760456895973
conscious, permanent: 0.990339131924
course, firstly: 0.924146132615
costeffective, divergent: 0.158167065664
case, inevitable: 0.902205770536
ended, fluent: -0.119624461431
closer, identifiable: 0.087742944233
skilful, sobering: 0.414623061319
illiterate, messy: 0.625259639842
cloudy, south-east: 0.0
aggravating, blind: 0.564989552152
cumbersome, substandard: 1.91305248801
ignored, old-timer: 0.0
girlie, remaining: -0.285444189562
favorable, inspiring: 0.626810906838
obsolete, still: 0.712813477197
humble, stoned: 0.883317974
breathe, fourteen: -0.057042193122
overemotional, suicidal: 3.19543841285
cardinal, hinky: 0.214762164676
danger, nineteen: 0.187151106571
radiant, worrying: 0.241114892069
given, inquisitive: 0.200114236432
justiciable, say: 0.312608218842
expeditious, sleeping: -0.468514171759
firmer, lucky: 0.077381500989
exhausting, flammable: 0.687853246119
idiot, relatively: -0.294813566053
mere, stoned: 0.423834332382
hourly, prettier: 0.613366845645
blow, corresponding: -0.256586616495
enraged, similar: 0.584701517824
all-powerful, more: 0.0
flat, mid-sized: 0.0
former, truthful: 0.273058661425
tougher, unequivocal: 1.29727056457
indefensible, intelligent: 0.84175373087
fat, interrelated: -0.015952309923
fucked-up, these: 0.0
comparable, disagreeable: 0.920901295351
reduction, southeastern: 0.468258681758
announced, korea: -0.286687702242
disrespect, numerous: 0.019162978119
-just, aroused: 0.0
hypersensitive, left: 0.300557797098
even-handed, old-timer: 0
childish, previously: -0.065020533705
convenient, precise: 1.93255221516
question, unanswered: 3.20493363358
permanently, safest: 0.777791702192
relative, surprising: 1.24824312507
darkest, intricate: 0.770777092656
like, uptight: 1.49316250826
inalienable, old: 0.094337133186
blurry, rigght: 0.0
irreconcilable, unpublished: 0.963265969281
marine, security: 1.29029254275
forever, thought-out: 0.0
magical, unfilled: 0.912043613001
but, sorr: 0.0
busted, unproblematic: -0.240390947005
approved, substantiated: 1.34049227191
dangerous, utopian: 1.26846037502
holy, new: 0.4799161025
inviolable, lively: 0.62866601018
challenging, indisposed: 0.947902888998
damaging, vivid: 1.14829715893
lasting, succeed: 1.20347007801
repeating, sick: 0.183326523441
glamorous, slimmer: 2.76099909793
counterproductive, sunny: 0.252209333585
arranged, disingenuous: 0.859872826348
ensuring, intertwined: 0.532011400595
later, lower: 0.812222288655
blow, upright: 1.17826023682
considerable, fascinated: 0.876841634919
inter-dependent, publicly: 0.0
fat, one-sided: 0.0
cheerful, revealing: 0.878078108866
drunk, top: 0.007295673805
problem, strongly: 0.184977929037
ioaded, moody: 0.0
careful, well-educated: 0.0
aesthetic, prior: 0.533286347253
observed, scrumptious: 0.128053820054
myself, routine: 1.28718246085
euphoric, quadruple: 0.875912940533
modern, toxic: 0.441232831711
initially, pathetic: -0.234063713025
enabled, need-to-know: 0.0
material, similarly: 0.631774289198
admitted, strongest: -0.329019555203
costlier, smooth: 0.618235387258
patchy, self-aware: 0.0
adulthood, ping-pong: 0.0
startled, thicker: 0.700233317722
distracted, subject: 1.15843742477
forgiving, inaudible: 0.918529897013
interestedin, unlucky: 0.0
grown-up, maintained: 0.0
doing, laudable: 1.21140431449
depressing, focussed: 1.04424594097
funny, occupied: 0.80511973951
designed, obscure: 0.1838730024
beneficial, lunatic: 0.482694833858
cold-rolled, lost: 0.0
colder, johnny: 1.10774794949
particularly, pending: 0.183943845138
disoriented, stale: 2.74047745124
chickenshit, reaily: 0.0
slim, south-east: 0.0
abysmal, flawed: 2.97935446407
fair-minded, humane: 0.0
considered, heated: 0.292845439423
disrespectful, settled: 0.524415413992
sensitive, well-armed: 0.0
bleak, mobile: 0.453897753765
humbled, instrumental: 1.08853411361
mixed, reiterate: 0.260325314539
grumpy, stir-crazy: 0.0
ever-increasing, painless: 0.0
divine, inspirational: 2.18971166687
prodigious, time: 0.632409207291
non, representativeness: 1.10292121563
madness, noteworthy: 0.108696006188
dummy, ridonc: 0.0
awesome, unsure: 0.969417514677
