tenable, unlawful: 2.23957690806
dispute, diverse: 0.321523374267
encouraged, free: 1.35218255193
admitted, wierd: 0.146320938711
attentive, domestic: 0.402387028834
embarrassing, unacceptable: 3.94544534943
co-ownership, problem: 0.0
inflexible, tepid: 1.70784605126
fancy, incompetent: 0.292277944877
fledged, savage: 0.772691571744
milder, serene: 1.21818843574
green, innovative: 1.35469382074
catastrophic, elegante: 0.0
uninsured, working: 0.708939534054
charming, scarlett: 0.761585303699
customary, prejudicial: 0.822959305448
flicka, secondary: 0.0
genuine, idiotic: 0.739002168086
scarcer, victorious: 0.245282569966
slick, statewide: 0.188361941236
tiring, wierd: 1.51454044125
crystal-clear, funnier: 0.0
meaningful, secure: 1.41127712368
day, strict: 0.327495672848
bi-directional, traded: 0.0
brittle, free: 0.731833605895
dim, redundant: 1.03944186478
interrelated, retail: 1.16596408187
beneficial, filed: 0.098790267749
negligible, unemployed: 0.322653627806
applied, better-educated: 0.0
fitting, ten: 0.494119825056
accuracy, intriguing: 0.631216882041
largely, outermost: 0.095408096679
mindful, unwell: 1.73279644654
overambitious, overwrought: 3.47504037736
frightening, segregated: 0.572661078376
deliberate, mla: 0.403246618135
intriguing, mightier: 2.31583396899
moist, undeveloped: 1.69291870162
comprehend, instead: -0.112893119733
hotter, well-maintained: 0.0
scanty, south: 0.074361610751
odious, surrounded: -0.327861710032
individualized, shaun: -0.655616545861
hiv-positive, inter-related: 0
accepted, uneven: 0.030920104994
-me, before: 0.0
expedient, syrupy: 1.02674655781
deliberately, hooked: -0.206693869333
clean, confrontational: 0.53882529326
conventional, zero: 1.1259111356
agreed, pre-published: 0.0
convincing, sensational: 1.99453326882
queer, wary: 0.674019541851
pleasurable, wealthiest: 0.481722426191
challenged, co-financed: 0.0
effectively, thicker: 0.253356086749
advisable, someplace: 1.82553108187
random, valid: 1.86277940395
compatible, opening: -0.338365620593
brightest, touching: 0.410419636338
female, thought-provoking: 0.0
firmer, permissible: 0.266710557811
defensible, pro-active: 0.0
speedier, typically: 1.49468599712
organized, vacant: -0.460718821496
clare, two-thirds: 0.0
slender, unethical: -0.295858805546
sobering, well-informed: 0.0
accelerated, enhanced: 2.28846059923
lit, thicker: 1.31325910922
galore, moron: 0.472414449546
good-iooking, unaltered: 0.0
frightened, successful: 0.38658215159
twofold, uneconomical: 0.642624815008
anomalous, happy: 0.699189504298
invaluable, legal: 1.29186113394
reachable, snappy: 0.872736732768
conducive, medium: 1.30832742115
inexpensive, objective: 0.919778953628
childish, non-binding: 0.0
exemplary, reasonably: 1.42096138774
able, jolly: 0.19428390696
ill-equipped, ineffectual: 0.0
counterfeit, exposed: 0.757346088094
otherwise, toast: 0.624852896746
most, sociable: 1.17817543769
in-progress, long-lasting: 0
advanced, determinable: 0.467689988333
impatient, superior: 0.721251964794
creditable, set: 0.281972291692
well-planned, wished: 0.0
secondary, treble: 1.24498983633
-sorry, lit: 0.0
intimate, kind: 1.07068127597
broken, impaired: 1.49286881291
intertwined, undignified: 1.1848897012
equipped, kiddo: 0.299658630685
faulty, objective: 0.037364101565
grumpy, perilous: 1.6678286246
patient, unequal: 0.613279711113
annually, psychogenic: 0.784879437723
burned, loud: 1.06648408078
generally, sudden: 0.156139911083
tragic, undignified: 3.0105409076
nineteen, placed: 0.400747735643
ecological, running: 0.097028373269
despicable, responsibility: 2.12768664245
ma, official: 0.672731927021
inaccurate, tighter: 0.93969415665
delirious, inevitable: 1.77814979895
10, bothersome: 0.0
instead, prejudicial: 0.189305214162
accustomed, costlier: 2.11733297883
although, unequal: 0.059823876526
attainable, claire: -0.310983270231
interrelated, overemotional: 0.872888018371
cool, occupational: -0.511893768855
mentioned, stifling: -0.175182815162
ill-equipped, way: 0.0
aligned, intended: 0.865961804706
ancient, youth: 0.356263847456
sentient, stale: 1.60018485614
progressive, reality: 0.794351786066
flame-retardant, twelve: 0.0
clara, farther: -0.022580212221
probably, worrying: 1.46073020492
fair, ju: 0.217082654257
geographical, unlimited: 1.32971219969
immeasurable, time: 0.465322638463
fat, immaterial: 0.308204371791
confidentiality, regretful: 1.27536188447
acceptable, dishonest: 2.07296738391
!, obsessed: 0.0
different, disparate: 3.46632681475
repulsive, undisturbed: 1.22280857052
mistaken, speedy: 0.518951797505
ill-equipped, thin-skinned: 0
accused, automatic: 0.00268841526
compelling, lousy: 1.59223866402
elite, lead: 0.70591021295
beautifui, finest: 0.0
contaminated, frightened: 1.62279951042
southeast, varied: 0.454860799324
illiquid, registered: 1.03684327558
pure, subsidized: 0.688399137316
especiaily, illustrative: 0.0
lately, receivable: -0.379775895292
again, treatable: 0.600935621924
comfortable, dreadful: 0.955699403598
agreed-upon, refusal: 0.0
identify, nicer: -0.168557150408
darkest, grouchy: 1.76931116222
addictive, il: 0.953018240594
nobler, outermost: 0.842482595711
actively, european: 0.04648428268
luck, widest: -0.007407181207
baby-sitting, smoother: 0.0
hlv-positive, meager: 0.0
abused, missy: 0.085834736995
retard, tenable: 1.55988546544
hey, instrumental: -0.034943143344
decided, docile: -0.027622140722
progress, soaked: -0.224941504575
breathtaking, fucked: 1.05296414512
available, smaller: 0.816799638766
freer, multi-disciplinary: 0.0
commensurate, induced: 0.543129557246
mostly, simply: 1.11551461162
physically, schizo: 1.05439727855
nonexistent, strengthening: 0.315353272807
designated, extraordinary: 0.088912181035
satisfied, seldom: 0.393904553614
confrontational, heartfelt: 2.15192096527
ago, greener: 0.424556918282
bloodied, reckless: 1.25667073126
long-standing, sing: 0.0
incidental, nervous: 0.51274612035
correct, eighth: 0.137365500193
conservative, intractable: 1.52246893545
derisory, weak: 1.65054497816
audience, toxic: -0.394546296116
complex, prejudicial: 0.798361680515
grouchy, hurry: 1.55424349347
newborn, terminated: 0.417768234691
foreverything, heavier: 0.0
exorbitant, outnumbered: 0.983341074716
complete, reversed: 0.712967381479
fucked, processing: 0.643679555822
loverly, responsive: 0.507187857164
briefly, ok: 0.541245303444
refrigerated, terminated: 0.297639304228
co-chairperson, sinister: 0.0
flicka, uncanny: 0.0
annually, legible: 0.171671833803
contemporary, longer-term: 0.0
above-board, unsolved: 0.0
immediately, vicious: 0.574062981467
acknowledged, momentary: 0.987559018613
noisy, up: 0.424630099056
rapid, someplace: -0.314486195131
physically, segregated: 1.9165332055
eventually, radical: 0.639776025813
before, material: 0.417803294206
corrupt, disastrous: 1.37649764138
mixed, unsuitable: 1.58824775625
delirious, incorrect: 1.14182436089
over-ambitious, practice-oriented: 0
correctly, flavorful: 0.127615917269
authorised, wealthiest: 0.0
minor, roll: 0.179844555056
deficient, needed: 2.10032459104
abysmal, them: 0.48176769914
beastly, physical: 1.48336332706
poverty-stricken, well-armed: 0
observed, only: 0.16175995306
1st, moody: 0.085117016207
insured, motivation: 0.680093933797
affixed, gutsy: -0.063740714416
brisk, married: 0.304158155419
knowledgeable, unbearable: -0.072612771623
later, mechanical: 0.133079450488
average, better: 1.68506589349
able, dynamic: 0.791275024407
grieved, undesirable: 0.766703111048
straightforward, virtually: 0.75012896652
etc, export-ready: 0.0
objective, salient: 1.50181250421
extreme, popular: 1.21240600629
northern, righteous: -0.103390802915
frustrated, refined: 0.334280293569
acknowledging, influential: 0.120232974831
enlarged, insensitive: 0.830038575225
reliable, use: 1.29901106682
non-binding, weighted: 0.0
education, ongoing: 0.568409281119
agreed-upon, thrilled: 0.0
heavier, indecent: 0.168701759444
fit, for: 0.565312005372
tense, uncanny: 1.41722851883
dumb, touchy: 2.1393187524
decided, shocked: 0.984665456172
burned, wack: 0.656689359868
mediocre, nice: 2.26284089922
approved, specified: 2.61298779956
co-funded, messy: 0.0
ever-changing, illiquid: 0.0
clever, wacko: 2.20706600889
boundless, innocents: 1.56569429834
grisly, troubling: 3.36458796859
fried, tiny: 1.43136222249
interrelated, stipulated: 0.873935817702
lucrative, unmistakable: 0.325259493735
able, lunatic: 0.274535755291
follows, launched: 1.45516137605
close, persuaded: 0.128713729945
fbl, rad: 0.0
marginal, stunning: 0.990039977217
cleverer, forthright: 2.51831665024
asshole, pathetic: 3.44648397298
jurisdictional, well-developed: 0.0
planned, unmistakable: -0.195798016595
neutral, over-optimistic: 0.0
state-of-the-art, west: 0.0
hard-pressed, illiquid: 0.0
stoned, terse: 0.760885621214
minus, multifocal: 0.978283207176
poppycock, untrue: 4.09631403904
mainstream, well-trained: 0.0
debatable, unconscionable: 1.6590457118
fullest, illogical: 0.226767977184
confidential, unbelievable: 0.693100045383
acknowledging, overwrought: 0.52048094158
affluent, spotless: 0.936066507691
moronic, rogue: 1.96025487016
comercial, crass: 1.61887643978
lowest, thin-skinned: 0.0
extirpated, ruined: 2.16350455892
promptly, trivial: 0.587282228145
trashy, unchanged: 0.363054172531
professionally, snug: 0.133697348438
compelling, striking: 1.43211835593
proportionate, this: 0.338168871696
defenceless, sole: 0.0
dismal, doubtful: 1.89332705616
fuzzy, high: 0.714246629345
foxy, teeny: 3.09828390457
actual, opened: -0.188355452621
fourth, immovable: -0.102479507161
degraded, overflowing: 1.26221590122
alright, unaltered: 0.907141119877
concise, ravishing: 1.06850219096
conflicting, discreet: 0.71851027452
belligerent, unforeseeable: 0.788710920579
finicky, lacklustre: 0.0
eleven, plentiful: -0.125909704014
-sorry, down: 0.0
acceding, returned: 0.795205142868
beter, nigeria: 4.89387730301
actively, grumpy: 0.25508590825
distracting, mama: 0.670457690705
appreciable, ill-founded: 0.0
actively, twisted: -0.172686730227
less-favoured, prolonged: 0.0
intricate, various: 1.52667327549
dearer, entitled: 0.825049666757
high-cost, part: 0.0
lovely, tabling: 0.101174773117
meaningless, unimaginable: 2.36044923348
defined, iucky: 0.0
smug, unfavourable: 0.0
canceled, vulgar: 0.929824237616
rescinded, symbolic: 1.29426145821
adapted, delicate: 0.919919262991
corresponding, trite: 0.396062758991
asian, first: 0.322045886385
routine, unwell: 2.19905748529
mid-sized, talkative: 0.0
available, sponsored: 1.20266002112
stated, transnational: 0.412284506409
refined, self-sustaining: 0.0
respectful, riveting: 1.76298293796
comparable, onboard: 0.700859114672
impaired, moister: 0.034839897867
ambitious, induced: -0.532319031261
ageing, already: 0.0
droll, outgoing: 1.27089738014
positioned, prepped: 2.61084094782
uncontroversial, unfilled: 1.78697302636
fun-loving, immense: 0.0
affirmative, shot: 0.298127245454
straightforward, weird: 1.62583938883
idiotic, stout: 0.799193432046
abreast, less: -0.582993198468
immeasurable, knackered: -0.299502270982
fit, wonderfui: 0.0
inconsiderable, truth: 1.03207265949
grateful, malicious: 0.284377717466
between, optimistic: 0.433780351708
intractable, mainly: 0.252745973666
confused, thrilled: 1.81360762722
bummed, costly: 0.779057754611
phenomenal, standardized: 0.072437284885
however, pleasurable: 0.436924240551
apt, plenty: 0.886293803893
dreamy, unnecessary: 0.24643256195
affixed, misguided: 0.897450758808
ineffectual, nouveau: 1.0912551982
builshit, stricter: 0.0
masterful, user-defined: 0.0
celebrated, inadequate: -0.561476591636
resolute, spooky: 0.272149572745
intolerable, justification: 2.47955178686
bigger, loose: 0.862043501066
claire, headstrong: 1.09223042521
acknowledged, endangered: 0.311948232826
optimum, snappy: 1.38300494352
ill, worthy: 0.994600853292
enhanced, fifteen: 0.219803902373
every, unwell: 0.261556014263
boring, sour: 1.72150353941
danger, garbled: 0.560005787408
noted, prat: -0.216186644774
gorgeous, tailor-made: 0.0
hurtin, stocky: 0.614033493239
inconsiderable, plenty: 2.06990134401
henry, optional: 0.904502156053
leaner, nut: 0.420821215857
ordinary, retard: 0.424955002898
irregular, untrue: 2.07879631877
announced, provision: 0.771742338638
bleak, interminable: 1.90340501817
defenceless, delusional: 0.0
cuter, domestic: 0.046460119902
generalised, see-through: 0
ineligible, premier: 1.17082751556
launched, several: 0.484380631365
actively, overkill: -0.258557527623
cold-rolled, traditional: 0.0
obligatory, positively: 0.17798577256
history, proceed: 0.241156127056
feeble, in-house: 0.0
accomplished, late: 0.423279694689
bitter, underfunded: 0.922539999754
idiot, open: 0.799151452829
prolonged, subsequent: 2.23970812281
dysfunctional, indispensable: 1.28812481585
becoming, cautious: 0.52684181786
opening-up, retrievable: 0.0
empowered, extraordinary: 1.32976438798
expressly, hunger: 0.799274082479
detailed, five: 0.519391642758
conscious, presentable: 2.49754575577
disgusting, unfettered: 1.1310946748
designed, switching: 0.548700094167
grieved, heavy: 0.11793994371
proud, self-evident: 0.0
advertised, opposed: 1.2657341744
clinically, set: 0.066141872609
over-ambitious, taken: 0.0
dorky, petrified: 1.89791386129
cranky, tremendous: -0.259242852136
biggest, softer: 1.11067106489
dysfunctional, hardto: 0.346020891722
screened, sharp: 0.524194630669
disabled, motherfucker: 0.258921676919
screwy, seropositive: -0.275191276602
garbled, skeletal: 1.98646752004
authoritative, discreet: 2.31159520604
than, unclear: 0.407379457406
indisposed, unexpected: 1.4551332192
hilarious, irregular: 0.048852240256
re-established, simple: 0.0
prior, together: 0.187335498984
encompassing, formally: 0.160674281747
hinky, insensitive: 1.50176042643
confrontational, deadly: 1.72170750834
careless, personally: 0.57045274347
dorky, tiny: 2.04452648767
envious, similar: 1.18005619875
earlier, silent: 0.16017282181
differing, romantic: 1.32013472174
allergic, quiet: 0.612873707809
bigger, rusted: 0.810726671369
better-iooking, guilty: 0.0
non-competitive, spicy: 0.0
inter-linked, steep: 0.0
needless, scarlett: 0.508605211627
disagreeable, squat: 0.7218272305
observant, west: 0.574621853533
brittle, repealed: 0.148170326249
ju, severely: 0.381694562516
terrorized, well-behaved: 0.0
being, proud: 0.555152177575
bold, going: 0.798985852818
encouraging, evident: 1.88976344841
overripe, vice-president: 0.0
minor, start: 0.205684882346
cleaner, roisin: 0.0
authoritative, sultry: 1.03630308753
see-through, tragic: 0.0
it, newer: 0.608455839979
all-out, obtainable: 0.0
need-to-know, priceless: 0.0
fit, sal: 0.422814237724
conventional, dodgy: 1.59263261021
agreement, variable: 0.603132406045
blameless, sporadic: 1.08408221307
foreverything, unsustainable: 0.0
flavorful, steadfast: 1.13170371988
ignorant, unconventional: 0.468420872265
fairest, genuine: 1.58229405037
executable, realist: 0.746882917794
luminous, uncanny: 3.14066273843
fairly, over-ambitious: 0.0
salutary, satisfied: 1.075479475
busy, pervasive: 0.097394658091
smoother, timid: 1.0640601574
delighted, religious: -0.078674384784
burdensome, favourable: 0.0
dopey, sooner: 0.450881453088
scientific, surely: 0.330306172704
horrible, ungrounded: 0.959801011048
pale, provided: 0.242856179789
analogous, internationaux: 0.298878568607
heavy-handed, iilegal: 0
flicka, sufficient: 0.0
darker, spicy: 2.82589593775
