above-board, negligible: 0.0
", right: 0.0
compensatory, okey: -0.103272773518
all-out, solidarity: 0.0
case, startled: 0.187903258822
admitted, direct: 0.147334366873
gorgeous, simplified: 0.65625714495
unequal, widespread: 2.07630636891
social, uncommon: 0.296210167189
meritorious, readyto: -0.306922910005
ecologically, specialised: 0.0
ideally, seasick: -0.096780389902
appreciable, simplistic: 0.58896175775
costlier, jam-packed: 0.0
magic, refusal: -0.725480698378
economically, gay: 0.409437183617
cheapest, comfortable: 1.56546186161
enthusiastic, immeasurable: 1.03664995269
compared, unquestionable: 0.328934984655
impatient, rigid: 1.9978936905
induced, intermediate: 0.283550899936
lovely, two: 0.277502143327
mindful, stipulated: 1.18715433494
advantageous, hard-pressed: 0.0
longstanding, scandalous: 0.697910122504
pragmatic, roll: 0.051067729259
antsy, informative: 0.895595955622
distant, sicker: 0.780750245603
impolite, smooth: 0.947014715028
exhausted, readyto: 0.413727393071
free-of-charge, specialised: 0
boy, reported: 0.459404766777
delusional, fundamental: 1.01515618514
green, opening: 0.276103570937
incalculable, tougher: 0.053075559811
beastly, outnumbered: 1.23317888599
following, insulting: 0.401384923937
over-optimistic, unlimited: 0.0
bureaucratic, freely: 0.740758905793
called, reported: 1.03703761234
patronizing, realisable: 0.0
minimum, pathway: 0.533020289547
discernible, sensational: 0.888614996498
first, relative: 0.357279634955
impressive, regardless: 0.274525129434
delay, predominant: 0.221752700777
high, ionely: 0.0
qualified, self-sustained: 0.0
ashamed, continuous: -0.283106427787
pitch-black, responsable: 0.0
changing, public: 0.572459435317
bad-ass, richer: 0.0
however, smaller: 1.07944775386
flicka, purer: 0.0
better-iooking, stepped-up: 0
ludicrous, stringent: 1.17828380329
by, dormant: -0.00259327168
unsure, witty: 0.206592240846
careful, down: 0.818720315555
balanced, terse: 1.01970340482
asinine, weirder: 2.71605776491
particularly, unidentified: -0.192128719407
astonishing, luckier: 0.307132053467
vigilant, youngest: 1.04010762078
ambitious, wreckable: 0.0
delighted, upright: 0.12194268627
formally, sadder: -0.110200131744
narrow, rare: 1.37932660214
grateful, princess: 0.843852706776
grass-roots, looser: 0.0
depraved, sticky: 1.12705311713
alternative, blameless: 0.611479095071
prettier, professional: 0.375130581048
exhausting, self-explanatory: 0.0
moderately, nice: 0.884907932317
beautiful, contained: 0.115302771012
slick, unhelpful: 0.65039943516
free, reciprocal: 1.16371278102
cross-border, lukewarm: 0.0
proprietary, smooth: 0.503040843405
pointless, unanswered: 1.77369352303
despicable, matched: 0.458896849027
grave, twofold: 1.19987615844
immaculate, violent: -0.252087726124
concerned, guys: 0.402109150802
incompetent, precisely: 0.564109848783
cowardly, inestimable: 0.96014884158
better-looking, korea: 0.0
customized, unsuccessful: -0.254232540794
categorical, pervasive: 1.45949973205
astonishing, u.s.: 0.0
affixed, franco: 0.23691410104
content, ideal: 0.850495244283
preliminary, us: 0.207484975201
likely, privileged: 0.660331349977
blameless, schizo: 1.60325113116
forgiving, moist: 2.29057015954
indebted, tentative: 0.792022645705
aroused, modified: 0.950756897062
exclusive, received: 0.54619879148
absent-minded, rampant: 0.0
contemptible, luminous: 1.18972839605
meager, non-exclusive: 0.0
imported, worthwhile: 0.136998981241
-, justification: 0.0
sadly, thrilled: 1.12839778731
acceding, costly: 0.190471611511
tense, worrisome: 2.13996216899
alarmed, missing: 1.05905325997
comforting, opening: 0.173930735095
paramount, sonny: -0.185528416646
belle, much: 0.543588626339
cinematography, managed: 0.41596286763
co-chair, demanding: 0.0
determined, sal: -0.137618476524
abusive, humiliated: 3.3537126667
belle, formidable: 1.4787112307
absent, challenging: 0.909808655443
additional, poor: 0.042959846398
bottled, om-mazing: 0.0
purty, zero: 0.284878055773
unsanitary, victorious: -0.094579784339
sell, up-to-date: 0.0
intractable, safer: 1.14989896831
identify, turbulent: -0.177260874643
heartening, potent: 1.79116293005
skilled, smoother: 1.19084757733
empty, nonexistent: 2.54791002209
facilitated, occupational: 0.721675443387
recognizing, well-treated: 0.0
cheapest, shortly: -0.194192635196
next, provided: -0.039955762488
customized, present: 0.088026483467
contemporary, dysfunctional: 0.741580927226
dull, louder: 1.30472419585
craze, vibrant: 1.43868339464
double, sweet: 0.746727327742
dummy, sadly: 0.38457601621
acceding, dedicated: -0.177244497417
trained, vegas: 0.127388694111
almost, weil: -0.254608425296
slower, unanimously: 0.001763060676
encouraged, tragic: 0.36531004155
null, subject: 1.02717150733
slight, unwholesome: 0.496913061109
courrier, systemic: 0.475248584948
start, unknown: -0.306696009558
grateful, ping-pong: 0.0
pray, presently: -0.062384618484
confident, tricky: 1.62067594063
minuscule, staggering: 3.35520802148
embarrassing, impoverished: 0.909354651581
unnatural, wet: 1.27538608303
motherfucker, whatever: 2.14388240305
aforementioned, malicious: 0.687612296779
insane, us: 0.894096365175
enthusiastic, integral: 1.87824479789
declared, shielded: 0.350025756733
inexplicable, time-sensitive: 0.0
entertaining, results-oriented: 0.0
cheap, innocent: 0.994198922829
fixated, interesting: 1.38181800552
friendly, over-the-air: 0.0
milder, overheated: 1.67515575085
overwhelmed, shallow: 0.628791632053
frank, start: 0.394525159614
cinematography, self-executing: 0.0
justification, kidding: 1.47050924554
erroneous, inspiring: 0.598501699032
forward-looking, task-oriented: 0
archaic, slippery: 1.16774505205
gracious, valuable: 1.60406837963
small-scale, winning: 0.0
died, gullible: 0.629063983002
identical, thoroughly: 0.400336417833
fiercer, rapidly: 2.34511790005
girl, meager: 0.054896531017
non, slower: 0.702947953662
slower, surrounded: 0.158807742178
antagonistic, rationalized: 1.211713185
convenient, two-pronged: 0.0
happening, sacrilegious: 1.68130044522
placed, proprietary: 0.756627197987
contrary, fixated: 1.24521561141
jittery, oldest: 0.518200163733
unfavourable, yearly: 0.0
submitted, undisturbed: 0.283936721933
all-out, jeopardized: 0.0
breadth, determinative: 1.19735063477
craze, ineffective: 0.030258980463
persuasive, unjustified: 1.2282688657
addictive, kinky: 3.35803288574
dispute, impressed: 0.316545014929
incidental, reasoned: 1.28381956425
cost-effective, kane: 0.0
attainable, indecent: 0.222497402825
debate, startled: 0.682169690196
dense, indicative: 0.253739835746
bastard, prime: 0.011702514316
thankful, troubling: 1.732415552
deadly, permanent: 0.431246262777
greedy, relieved: 1.15882621396
accepted, multidimensional: 0.302963404613
apart, unusual: 0.79156408288
death-proof, madness: 0.0
quicker, well-timed: 0.0
cheaper, industrial: 0.659803293516
action-oriented, there: 0.0
flagrant, remaining: 0.549957312737
psychotic, underprivileged: 0.359528836111
doubtful, peculiar: 1.68969348053
audacious, effectiveness: 0.303424232006
entirely, transient: 0.36121767595
impressed, requested: 1.4101598534
classy, pricey: 2.69187132117
inter-connected, unfortunate: 0.0
exemplary, pathetic: 1.77991384762
impeccable, mild: 0.504759872
brutal, flame-retardant: 0.0
upbeat, working: 0.641618197434
jolly, sounder: 0.618473776517
convinced, living: 0.475115696096
monumental, restricted: -0.238235417105
built-in, round: 0.0
fun-loving, hither: 0.0
latest, requested: 0.376837924307
-lncredible, endangered: 0.0
calculated, impartial: 1.11925594757
efficient, plenty: 0.616253497953
geographic, maintained: 1.1133000597
insured, recurrent: 0.797372597096
minuscule, regrettably: 1.11895068683
faulty, sharper: 0.393123444654
differing, efficacious: 0.653736172003
humiliated, severe: 0.892669542989
restricted, someplace: 0.101498220369
propitious, rife: 1.09640510645
concluded, unnatural: 0.015808496964
immaculate, pluralistic: 0.351070688781
co-ordinated, spectacular: 0.0
effortless, warmer: 0.575407339879
exact, incongruous: 1.14486684245
expressly, unsavory: 0.702852652981
considered, harder: 0.136004704595
attention, inspiring: 0.728798643541
bored, insincere: 2.37737579585
embarrassing, overemotional: 2.48475821786
amended, tense: 0.80510879853
blinded, wrongful: 0.628381980608
divine, typical: -0.090342396774
immovable, rusty: 2.31166346807
co-ordinated, noteworthy: 0.0
accomplished, term: 0.453639523361
additionally, missingg: 0.0
good-iooking, high-availability: 0
appreciable, paranoid: -0.383129434158
observed, optimum: 0.594009818046
registered, well-behaved: 0.0
direct, flame-retardant: 0.0
acknowledged, grave: 1.46070948162
next, speedier: 0.690082775292
calming, short-lived: 0.0
promising, refundable: 0.516747706352
frightful, one-sidedly: 0.0
antsy, flawless: 0.771747492478
dismal, high-availability: 0.0
commendable, explosive: 0.866134088966
immutable, luckier: 1.28545032952
denser, labour-intensive: 0.0
counter-productive, impossible: 0.0
direct, industrial: 0.717698128604
inside, self-employed: 0.0
sounder, usual: 1.19409215984
intelligent, superb: 1.87606268636
impracticable, original: 1.22549404371
nosey, traded: 0.0
average, nearest: 1.63729365773
15-year-old, luke: 0.0
gutsy, perpendicular: 0.177629837182
obstinate, thankful: 1.49918428891
darker, violated: 0.322761860074
fella, prescriptive: -0.108597494959
challenged, distressing: 0.822698541737
abusive, met: 0.532097273286
retarded, self-serving: 0.0
drier, jumpy: 1.52183632448
hlv-positive, tight: 0.0
contrary, infrequent: 0.606226627819
delicious, sporadic: 0.055846317917
challenging, rigorous: 2.49082093636
hairy, well-lit: 0.0
non-specific, unabated: 0.0
in, sensational: 0.508767025647
unscathed, untrue: 1.24976929288
admiral, youth: 0.527098726928
concrete, phenomenal: 0.202493488994
co-operate, invested: 0.0
ambiguous, visual: 1.85465915899
ago, immeasurable: 0.434737337663
higher, nothingg: 0.0
arduous, total: 0.018532046056
deadly, different: 0.680830328219
groundless, unsuitable: 3.12456975317
here, spent: 0.487983185868
move, valid: -0.256377335132
harmless, startling: 1.03792252798
dumb, open: 0.492807192288
acquired, vague: -0.037397823076
crazed, pro-poor: 0.0
divine, inaccurate: 0.838748815981
again, fascinated: 0.249522744489
innocents, moronic: 2.41465344343
blank, off-site: 0.0
celebrated, integral: 1.53185574847
delicate, microscopic: 2.46382478682
anomalous, irreconcilable: 1.89468250143
hospitable, unofficial: 1.18112296158
headstrong, withdrawn: 0.616004663943
looser, streamlined: 3.12082466856
co-operate, quick: 0.0
skilful, typically: 0.576555854794
donkey, rigid: 0.759758677758
flat, priced: 1.65674736914
mean, non-binding: 0.0
carsick, shitless: 1.41095150001
mortal, scheduled: 0.074735933169
deprived, high-quality: 0.0
alternate, inter-related: 0.0
diverse, unsustainable: 0.983968968965
built, technical: 0.667509665614
effective, previously: 0.381441743154
overburdened, visual: 0.390852035586
powerless, sincerely: 1.08764235876
them, unprecedented: 0.53383765035
optional, thrilling: 0.545676527783
excluded, self-evident: 0.0
instrumental, irritated: 0.656716683736
horrifying, poorer: 0.816800517264
heaviest, multi-dimensional: 0.0
abnormal, remarkable: 1.57748176012
generally, significantly: 1.65652811524
built-in, isolated: 0.0
expressed, strongly: 1.49304559129
intertwined, undemanding: 0.958151864875
more, vital: 0.530776672602
ever-changing, gloomy: 0.0
perplexed, shit: 0.643006559899
responsive, stagnant: 1.29361531046
correct, pro-choice: 0.0
steep, unbalanced: 1.25754427575
of, sentimental: 0.0
incompetent, righteous: 1.93023926941
freer, griet: 0.0
allergic, unpleasant: 3.10256207374
emotional, messy: 1.87081554992
executory, vivid: 1.02847186982
clarify, stronger: 1.12512562258
dull, lower: 0.995481920079
insignificant, rigght: 0.0
adversarial, regularly: 0.288557811683
co-operative, primarily: 0.0
induced, sir: 0.518533471341
deep, inside: 1.52023878377
craze, madness: 3.76450552517
encouraged, say: 1.00134079684
gravest, unsure: 0.047619775851
added, sound: 0.168663799137
all-important, distinctive: 0.0
co-financed, seamless: 0.0
fucking, morbid: 2.44121668912
founded, immoral: 0.129933113522
cozy, organised: 0.0
authoritative, unforeseen: 0.454931514679
appointed, different: 0.343431447486
pre-published, relaxed: 0.0
but, well-suited: 0.0
frightened, net: 0.396510001605
cold-rolled, enhanced: 0.0
dummy, unpopular: 0.163325586667
david, mediocre: 0.835446725344
certified, lamentable: -0.415398764579
crystal-clear, nominal: 0.0
far, per: 0.685654579356
connected, listed: 1.30150180654
every, intriguing: 0.415513546384
altered, unforgiving: 1.43265309227
dead, overjoyed: 1.42352772573
anything, loaded: 0.577804651203
enjoyable, fruitful: 3.77126721191
accused, swift: 0.255226564192
interrelated, virtuous: 1.3220109389
her, relative: 0.736567731041
crafted, disgraceful: 0.041747546988
changed, tentative: 1.56464078467
grass-roots, neglected: 0.0
convenient, dramatic: 0.141516319987
cynical, yet: 0.464390339906
appealing, disquieting: 1.94230833664
adverse, swift: 1.27667951594
happened, intensive: 0.292470584739
requested, welcoming: 1.03311845302
however, supportive: 0.707549349948
apace, only: 0.156084256963
clean, exemplary: 1.21486882651
usable, valued: 1.7112093028
finished, rusty: 2.1254204067
articulated, separate: 0.667838370649
all-important, better-quality: 0
co-funded, invested: 0.0
brilliant, murderous: 1.56725460364
a-okay, left: 0.0
inoperable, well-established: 0.0
european, timid: 0.435139473473
medium, non: 0.655867486038
gloomy, under-age: 0.0
aggrieved, than: 0.583292997408
fucked, urgent: 0.610536752951
diligent, strengthened: 1.59425131127
high-availability, rogue: 0.0
dedicated, faint: 0.156273106609
do, held: 0.284652034788
mid-, youngest: 0.0
carmela, inconsequential: 0.0
humbled, stringent: 0.233319829395
focussed, plain: 0.483048657397
proven, west: -0.143301756643
elegant, n'tunderstand: 0.0
emotional, productive: 1.09013430161
determinable, nice: -0.230743031166
mental, round: 0.038378378391
agile, multidimensional: 3.58401259917
answerable, equivocal: 1.30443578497
ago, sorr: 0.0
exaggerated, savage: 1.40757929258
case, unprecedented: 0.330241255977
early, linked: 0.291409050791
pressing, tied: 1.30280040391
identified, non-compensatory: 0.0
barmy, intelligent: 1.30346663187
alarming, sacrosanct: 1.69134005498
grown-up, wealthiest: 0.0
launching, subordinate: -0.731290152875
disparate, on-going: 0.0
elite, fake: 0.273389658773
rusted, starker: 0.582341566902
divided, underage: 0.520769901039
agile, lackluster: 1.01670907433
reimbursable, symmetrical: 0.451100924064
magic, submitted: -0.385430830547
mum, off: 0.515866360212
reasoned, substantial: 0.991353481182
simplistic, small: 0.97853795904
broader, rewarding: 0.91574062005
biggest, wealthy: 0.777988776498
freedom, scientific: 0.471795713482
practice-oriented, trashed: 0.0
better-quality, obvious: 0.0
practically, successful: 0.081833918138
exhaustive, mieux: 0.445818027251
apologise, handed: 0.0
it, off-site: 0.0
compatible, uneven: 0.375184474238
hysterical, truthful: 2.51718934772
etc, lost: 0.013993194039
available, untapped: 1.72948138784
evey, warned: -0.155170699753
justification, partially: 0.267062384644
cleanest, negligent: 1.2655220654
commensurate, favourable: 0.0
delay, il: 0.463153337615
enormous, treaty: 0.935369758327
cold-rolled, pre-established: 0
injured, peculiar: 0.013526410205
home, unthinkable: 0.424881028284
good-natured, massive: 0.0
comprehend, main: -0.016493984892
pervasive, unfettered: 2.342616404
absolutely, steady: 0.395874231481
uneasy, unprofessional: 1.19813057662
icy, overripe: 2.46207245064
particular, peculiar: 2.20135067778
idiots, thrilling: 0.281133057944
classical, harsh: 0.93526525777
unfettered, unnatural: 1.93482850825
awesome, sell: 0.325629114523
carefully, tenacious: 0.079270755811
short-sighted, tiring: 0.0
acceptable, fully: 0.570404831897
adopted, undamaged: -0.683589857725
first-rate, incalculable: 0.0
confident, urgently: 1.01303359154
bravest, exquisite: 1.09089754832
irreconcilable, more: -0.15298958008
legit, stern: 0.765924272062
free-of-charge, friendlier: 0.0
bastard, noisy: 1.24656970132
accelerated, ageing: 0.0
disappointed, innocents: 0.620746000662
rigid, start: 0.009157262802
horrifying, phat: 0.852515511424
enormously, harsh: 0.466743308177
shot, woken: 0.930765846541
plain, weii: 0.0
least, legit: 1.18550725668
export, soaked: 0.229179088079
easiest, transparency: 0.156427248174
anymore, asleep: 2.01933726147
honorable, passionate: 1.99551495095
new, streamlined: 1.848151744
concise, modern: 1.41037563281
admiral, welcoming: 0.936213389249
careless, contentious: 0.894268988146
fifteen, thriving: 0.579774805229
pathetic, unlucky: 2.84157105247
similar, stunning: 1.2529025259
claire, flattered: 1.22062297144
enough, well-documented: 0.0
dark, ultra-hazardous: 0.0
government-owned, influential: 0.0
pissed, yo: 2.23127409455
controversial, oldest: 0.878866636268
adapted, two-: 0.0
gender-neutral, planning: 0.0
commercial, microscopic: 0.412613454664
religious, taller: 0.341279774218
funnier, middle: 0.075780033106
determinant, political: 1.53883039922
owned, western: 0.617228758421
il, severely: 0.324598627039
inalienable, state-run: 0.0
adorable, humane: 1.99499991372
deceased, fast-growing: 0.0
exciting, stringent: 0.86624838527
analogous, blurred: 1.87056699028
fitting, ice-cold: 0.0
fine, technically: 0.924283765962
patient, victorious: -0.03568598988
brain-dead, used: 0.0
sold, terrific: 0.611687787481
crushed, potential: 0.097179999032
infuriating, maintained: 0.001034515233
especiaily, retard: 0.0
lucky, wrongful: 0.655401417723
invaluable, revealing: 0.127583660509
praiseworthy, special: 1.11102083734
salute, wounded: 1.76378703544
extirpated, woolly: 3.01863773861
successfully, symbolic: -0.123027348638
fifth, white: 0.071276955346
already, gifted: 0.320955878746
immense, sluggish: 1.10330401891
briefly, unbalanced: 0.184027710837
breadth, implausible: 0.694425389935
-mentioned, trite: 0.0
destabilizing, irritable: 1.71657338117
constantly, microscopic: 1.10276393286
complicated, speedier: 2.3176668413
irritated, problematical: 1.64180834933
moist, off-putting: 0.0
mean, western: 0.352775275935
addition, co-chairperson: 0.0
legendary, preliminary: 0.132391472922
bottled, strange: 0.534353069226
convinced, vulgar: 0.232777451614
immovable, scaleable: 0.726326260593
properly, undignified: 1.12346823998
lethal, uneconomic: 1.17174458373
surprising, youthful: 1.338681535
involved, tan: 0.327941343
distraught, firm: 0.080294579976
faster, ruined: 0.283018890723
emphasise, well-lit: 0
dependent, marine: 1.07914327594
impressive, need-to-know: 0.0
all, straight: 0.915997143035
little, presentable: 1.14459210684
equipped, notably: 0.131932737328
lethal, slight: 0.446275131691
history, inestimable: 0.779495220235
beautiful, miserable: 1.8860759309
crass, stout: 1.08554340955
doctor, standardized: 0.073559825296
good-looking, redeemable: 0.0
carmela, celebrated: 0.0
biggest, boring: 0.605559706809
cited, reported: 4.02813357269
asinine, sponsored: 0.595068996186
dead, mightier: 1.798248691
above, genius: 0.642051160547
abolished, clever: 0.107283690443
energy-efficient, loaded: 0.0
patentable, stronger: 0.668741724691
dope, selfevident: 0.0
substandard, well-coordinated: 0.0
limited, observant: 0.184301427793
iucky, trendy: 0.0
eco-friendly, nothingg: 0
self-sustaining, vacant: 0.0
crafty, weary: 2.0574091799
hither, ridiculous: 1.0095084188
died, representative: 0.424899674039
between, ever: 0.015238660241
ambiguous, indisputable: 1.88404789895
fine, losin: 1.11963007189
braver, enormous: 0.513161557837
antiquated, fake: 0.763063558029
advised, alarmed: 2.41323372685
favorite, fearful: 0.30536927226
constructed, opportune: -0.212097179443
immature, intimidating: 1.72872606846
surreal, voluntary: 0.75633130839
unreliable, well-organized: 0.0
oral, shiny: -0.309640552012
accustomed, viewable: 1.02813180013
killed, selective: 0.276052454372
-lncredible, compulsory: 0.0
rock-solid, troublesome: 0.0
smart, wiser: 2.16141327822
economical, significantly: 0.696958998637
ageing, bull: 0.0
hospitable, non-specific: 0.0
familiar, hostile: 1.97800584776
aroused, misused: 1.69861354457
properly, south: -0.240623199147
exclusive, populous: 0.515588179285
anything, groovy: 0.716211142236
sadly, sold: 0.545016413009
executable, many: 0.214046758913
action-oriented, geographical: 0.0
really, remarried: 1.0891829419
desperate, woken: 1.95262264079
living, tabling: 0.417517588381
smooth, wait: 0.706866294001
aforementioned, appropriate: 0.761846916041
bankrupt, lit: 0.217747000618
explosive, strongly: 0.636002152263
appointed, clarify: 1.31957432831
cited, prerequisite: 1.54963605845
disjunct, provision: 0.412223225956
harmonised, microscopic: 0.0
human, unsanitary: 2.02111352422
disruptive, donkey: -0.098140789156
thrilled, win: 1.27700464255
infeasible, magical: 1.01653706378
out, six-year: 0.0
futile, insupportable: 3.34947749634
outnumbered, undisputed: 0.324323284766
relaxing, unspoiled: 2.92102023966
destructive, problem: 0.934844986102
compensable, unfortunately: 0.933998414211
inestimable, unrestricted: 1.66075064072
alone, unaffected: 1.39498646455
fat, violent: 0.185003713249
inaccurate, rusty: 1.66405573629
problematical, real: 1.02203098681
secret, sloppy: 0.690428375889
proscribed, surprised: 0.093797627073
beneficial, comforting: 2.24382954671
additional, pushy: -0.194388276079
blurry, valid: 1.3476804015
extensible, foolish: 1.08630980845
cool, wrecked: 0.859198148299
dirtier, handed: 0.245390809795
lovelier, lovely: 4.73825160625
innocents, unseen: 1.57839627145
optional, peculiar: 0.660440170241
angry, lovable: 1.67547672638
cleanest, sacred: 1.6234188381
bleak, very: 0.446189480361
growin, hiv: 2.06702085758
certifiable, drawn-out: 0.0
favoured, plausible: 0.0
disoriented, instructive: 0.320748503627
implemented, iovely: 0.0
ma, useable: 0.209889240178
interwoven, selfevident: 0.0
shortest, unlocked: 0.514546458905
heart-warming, several: 0.0
explosive, noticeable: 1.40121954144
admirable, edible: 0.584610924487
accuracy, environment-friendly: 0.0
pleasing, speedy: 0.817513828026
long-lived, pragmatic: 0.0
fucked, liberated: 2.75840729316
seductive, unremarkable: 1.61500614349
launching, shaun: -0.468448738354
geographic, self-aware: 0.0
blessed, cost-efficient: 0.0
untouched, utopian: 1.681447711
disputable, unachievable: 2.17949621285
armored, ill-equipped: 0.0
iil, unspecified: 0.0
concentrated, pathway: 0.119631028633
ineligible, truth: 0.011125390783
complicated, dazzling: 0.807193328661
donkey, unlucky: 2.10085280827
adjusted, there: 0.424811373343
fullest, superstitious: -0.566753113115
prosperous, restricted: 0.131655998071
overwrought, scattered: 1.03338058878
groovy, interesting: 2.05685121063
shitless, unprofitable: -0.192378239674
formally, undemanding: -0.873155044819
kinky, treated: 0.627432949568
financed, well-formed: 0.0
elle, meritorious: 0.623044189475
fair, illegal: 1.1626860146
reinforcing, yeah: 0.098659609158
rationalized, sorry: 1.32556618877
embarrassed, pushy: 2.81743774087
inadmissible, nice-looking: 0.0
thorny, weary: 1.59223242078
aforementioned, noteworthy: 1.91610746981
north-west, useful: 0.0
way, yo: 0.040182604358
economic, shoot: -0.230065714019
brutal, radical: 1.88404234862
increasingly, sloppy: 0.883217014981
demanding, irresponsible: 1.40955661639
cheery, provisional: 0.274455876007
chosen, extensible: 0.33265202394
continual, creepy: 0.446625306472
judicious, notified: 0.013512524987
furious, ggood: 0.0
exceptionally, rehearse: 0.496783584912
thoughtful, very: 2.36670483015
strongly, updating: 0.258691435744
central, hardto: 0.190093185979
listed, stunning: -0.287450469151
invaluable, nonsensical: 0.179603835131
lean, recognized: 0.313960355238
suspected, violated: 1.2643016257
proprietary, sorr: 0.0
geographical, well-off: 0.0
seventh, similarly: 0.18566217611
audacious, deadly: 1.81940810415
instrumental, predominant: 0.701085017615
horrid, inalienable: 0.855121653095
non-exhaustive, speedier: 0.0
comprehend, junior: 0.023242143536
frozen, unchanged: 2.27346284656
imperceptible, non-transparent: 0.0
inflexible, problematic: 2.95737274726
discriminatory, eco-friendly: 0.0
accelerated, part: 0.739031061387
kinda, luck: 1.57528896837
dynamite, phenomenal: 1.21482495955
classified, enlightening: 0.687468996006
", succeed: 0.0
lit, vain: 0.576071385181
continuous, distinct: 1.38738279528
entitled, evil: 0.47110433214
planning, well-established: 0.0
shaking, stale: 1.06063291282
mideast, touchy: 0.90368244061
inestimable, unwholesome: 1.7540947972
overpriced, several: 0.15979915025
public, visibility: 1.23374587387
cost-shared, repealed: 0.0
environmentally-friendly, frantic: 0.0
action-oriented, stale: 0.0
dedicated, modernized: 1.01873619364
otherwise, purer: 0.841730725412
expeditious, well-formed: 0.0
ruined, total: 0.713312031708
silly, weii: 0.0
mla, tiring: -0.092011125609
granted, holier: 0.727793318972
fearless, talkative: 4.41642789966
freely, mechanical: -0.108533390383
problematic, top: 0.30417820845
broad-based, business-friendly: 0
perverse, sentimental: 2.30994694072
concise, marvelous: 1.18599099028
distraught, tailored: 0.04459160224
most, rife: 1.07436400936
another, swifter: 0.698920919302
for, traditional: 0.349126968875
respectable, sporadic: 0.87036808892
intimate, profitable: 1.01455846823
classical, combative: 0.764187904797
defenseless, sluggish: 0.674489693691
forthwith, unconditional: 2.69445674583
brighter, tremendous: 0.660604876693
cherry, timid: -0.189594785884
mind-boggling, out-dated: 0
dangerous, supportive: 0.962350234596
arming, suspected: 1.04873848525
staggering, whassup: 0.208181512239
mid-, proprietary: 0.0
arranged, grown: 1.1932605134
ridonc, unprofitable: 0.0
nineteen, well-lit: 0.0
implementable, self-governed: 0.0
defective, talkative: -0.304708627727
contained, like: 0.570717143781
dorky, faulty: 0.633583398141
issued, minuscule: 0.170102299771
grown, her: 0.341783365856
persuasive, suitable: 1.20234348858
clearer, puny: 0.567091800621
graduate, well-prepared: 0.0
living, reckless: 0.49248826762
basically, miniscule: 1.20924178516
glorious, nicer: 1.77285807088
groundless, reported: 0.845831166668
funded, griet: 0.0
challenged, seamless: 0.100142005626
bare, updating: 0.056531082513
disgusting, started: 0.284016370303
1st, bullshit: 0.631511748355
acquainted, dope: 0.757075455415
motivated, stressful: 2.33955920807
insured, proactive: 1.44284409641
directly, unlucky: -0.378782876558
handsome, thick: 1.47926063977
batty, precious: 0.938050918202
impaired, win: 0.309198134397
touching, uncontroversial: 0.813836731678
doctor, peripheral: 0.282651734447
-, deserted: 0.0
demonstrated, hot: -0.243529863814
skilled, weil: 0.524429880078
stale, tailor-made: 0.0
amusing, implementable: 1.22207414003
taken, unhappy: 0.456118409856
persuaded, sweetheart: 1.73378334132
displacement, interestedin: 0.0
cooperative, stricter: 1.29549255362
sacrosanct, unreasonable: 2.20263238889
elevated, fifty: 0.183548808499
it, yet: 1.17622769062
mental, start: 0.547171665099
apace, by: 0.370620762753
dedicated, zesty: 0.105628237007
deader, wise: 1.6067869979
embarrassing, mandatory: 0.820543726249
bankrupt, scientific: 0.078653881372
anomalous, documented: 2.01278183322
differing, doubtful: 1.24720850427
uncomfortable, vivid: 1.40591623742
arduous, noted: 0.245827507666
first-hand, staggering: 0.0
educated, equitable: 2.30180345883
dope, unstable: 0.485208977753
funky, inconsiderable: 0.167739242044
medium, protracted: 0.342201980092
non, potent: 0.577310024729
sluggish, straightforward: 1.10876166565
pleased, tight: 0.901264525098
demonstrated, virtuous: 0.387340549378
fledged, multidimensional: -0.120235433341
1st, meaningful: 0.472718342103
responsible, unbalanced: 0.585159143644
unspeakable, useable: 0.448634462294
expedited, recent: 0.766272430577
straight, unforgiving: 1.10609770497
current, mature: 0.909496595845
apolitical, right: 0.774940745294
inconsequential, minor: 3.09427000561
pretentious, regular: 0.277003284907
forever, logical: 1.02419712052
breathe, taller: 1.26701668372
illicit, old: 0.451545634737
lye, well-structured: 0.0
firstly, ill-founded: 0.0
connected, steady: 0.436260525366
harmonised, ungrounded: 0.0
delineated, longest: -0.038284072146
succeed, vigilant: 1.27921614463
diseased, intractable: 1.78853364416
medium-sized, thin: 0.0
furthest, sooner: 1.08814869637
stay, unemployed: 0.921456573428
cost-efficient, mainstream: 0.0
damp, repelling: 1.3928137134
flexibility, unprejudiced: -0.015668214903
pursuant, tenuous: 1.27985260331
decided, supplementary: 0.314132632316
devastating, envious: 0.916024929464
butthead, going: 0.863313902514
at, realisable: 0.0
craze, rampant: 2.62728178065
'sgoing, happiest: 0.0
angry, tragic: 1.52331251789
aforementioned, for: 0.336962604444
costlier, observed: -0.084844750957
glad, preoccupied: 1.44508286181
marine, similarly: 0.034052320838
built, forever: 0.896418421459
clever, swearing: 0.364005640121
nascent, smarter: 0.153031814782
cohesive, pleasing: 2.48737034724
blurry, suspect: 1.61715344832
america, icy: 0.094163213755
best-known, psychological: 0.0
noticeable, promising: 1.00124180589
proper, reconcilable: 0.920387378105
