10, independent: 0.0
faulty, indispensible: 0.778050285252
hip, started: 0.839788253329
amended, educated: 0.508234818772
terrified, twofold: 0.437110682033
counterfeit, pitch-black: 0.0
moving, treasured: 0.532494328513
biased, undeveloped: 0.582450986157
occupied, shaky: 0.401256512957
inviolable, preponderant: 2.29015465223
contemplated, rescinded: 1.92273212609
false, whilst: 0.36716379977
fun, useful: 2.29371617486
gonna, snarky: 2.49894343565
still, worrisome: 0.929607937394
held, terrific: 0.130292832093
non, thorough: -0.003270633503
classy, thorny: 0.617481575
alone, freedom: 0.673935810838
permanent, statutory: 1.751463818
anonymous, neat: 0.495813513831
changing, single: 0.562786756999
happening, unpredictable: 1.63250172932
delicious, psycho: 1.03452107557
safest, trashed: 0.614577294305
over-the-air, strained: 0.0
down, superb: 0.491925498056
most, white: 0.320643592776
elsewhere, science-based: 0.0
direct, loveable: -0.146403886117
evening, pragmatic: -0.21107823794
hinky, reiterate: -0.396547457678
innumerable, reiterate: 0.38736188098
physical, wary: 0.849330799942
abnormal, well-represented: 0.0
lame, unique: 0.474444640216
repugnant, stir-crazy: 0.0
conducive, understanding: 1.70539797834
judicious, regardless: 0.796935748587
marginal, trustworthy: 0.723807414265
grand, opposed: 0.513009328326
grass-roots, periodic: 0.0
demeaning, fair: 1.64618678659
hazardous, unqualified: 2.0487380139
impatient, recognizing: 0.744455149248
complete, pray: 0.518792127816
cher, sharper: -0.546296049769
mum, soft: 0.957421569549
assertive, watchful: 3.78729566602
dispersal, large-scale: 0.0
3rd, abusive: -0.670860360665
irreconcilable, om-mazing: 0.0
insignificant, reliable: 0.612977179306
acclaimed, intelligent: 1.45194328814
satisfying, senior: 0.101385680339
commercial, non-toxic: 0.0
nuts, sick: 1.94268156255
ah, inaudible: 2.80668702557
self-aware, unequal: 0.0
malignant, spent: -0.30713762682
accuracy, cleared: 0.819388230908
accountability, ignorant: 0.82615182945
eager, sal: -0.208085918648
developed, rampant: 0.607088159635
ongoing, qualified: 0.118669279097
disconcerting, upper: 0.418802566355
doctor, ever: 0.626828395681
foreseeable, obsolete: 1.5160818405
sacred, world-wide: 0.0
picky, working: 0.968231564155
aware, terrifying: 0.755451674637
security, smaller: 0.571078975758
corrigendum, deserved: -0.344678333478
pitiful, sal: 0.818003908023
microscopic, saved: 0.863471827164
clerical, korean: 0.796724185604
infamous, nigeria: 0.685301237096
distracting, thirsty: 0.915396425808
high-cost, moody: 0.0
deep, long-lived: 0.0
admissible, get: 0.468371844487
2nd, afraid: 0.454727751675
grimmer, technology-neutral: 0.0
heavyset, rarest: 0.718569559076
self-evident, weighted: 0.0
brutal, extraneous: 0.522542907859
ping-pong, violated: 0.0
deprived, objectionable: 1.06921392919
fuller, shiny: 0.954457227158
distributed, legal: 0.093572150861
excluded, grumpy: 0.587131731583
awestruck, vested: 1.63911932282
partially, undecided: 0.370180417657
expanded, overwhelming: 1.40746656796
harmful, uniform: 0.415120931219
easiest, value: 0.494314862674
drawn-out, terrified: 0.0
delirious, pro-active: 0.0
checked, in-house: 0.0
freedom, receivable: -1.10288746825
gay, wierd: 1.65133114415
deceased, low: 0.159463188371
nut, skeletal: 0.760368021135
ill-founded, moving: 0.0
comparable, comparable: 7.43525273065
like, well-controlled: 0.0
sicker, super: 0.546944204273
charming, influential: 1.12412422623
fatal, nifty: -0.148830143034
coming, facultative: -0.554100117051
alternative, counterproductive: 1.87072898131
complementary, wider: 1.39512933562
disingenuous, engaged: 1.15943259578
primary, sobering: 0.537113386573
clarify, cute: 0.189067017454
underfunded, unquestionable: 0.163137579041
flawed, high-quality: 0.0
co-funding, quicker: 0.0
non-compliant, toast: 0.0
disproportionate, inclusive: 0.598748147963
damp, retrievable: 0.310456120889
graceful, relaxed: 2.6137398689
intolerable, short: 0.59997035164
cloudy, found: 0.35303254228
expanding, uptown: 1.03320765068
overflowing, raison: 0.396146673722
stellar, supplied: 0.280405280187
distracted, recognizing: 1.2148539404
romantic, time-sensitive: 0.0
business-friendly, contemplated: 0.0
last, pervasive: -0.324040071124
calm, recommendable: 0.832374052705
canceled, disposal: -0.202737162126
alarming, missy: 0.246856785715
fucking, practice-oriented: 0.0
historical, leaner: -0.080471964414
foreverything, rational: 0.0
flicka, of: 0
salutary, unfriendly: 1.42853168758
familiar, managed: -0.04227382773
cooler, education: -0.031334167091
brilliant, illogical: 1.48517323736
respect, subsequent: 0.440425727134
broader, fbl: 0.0
pro, supplemental: 0.755534911278
pro, unpredictable: 1.13453316109
exciting, thin: 0.510296930309
compared, fascinated: 1.21877033041
flicka, multicultural: 0.0
cuter, faithful: 0.834080859237
illustrative, retrievable: 1.25223926746
readyto, stupid-looking: 0.0
thereto, underpaid: 0.138445025506
lively, presently: 0.113090105607
blurry, voluntary: 0.304985673674
lackluster, timid: 3.2066052434
clean, that: 0.72518144219
depressing, mind-boggling: 0.0
comfy, perpetual: 1.13672423589
hasty, long-lived: 0.0
hardworking, long-lasting: 0.0
fried, time: -0.094904798022
almost, technology-neutral: 0.0
advised, brighter: 0.026166430505
effectively, glad: 0.765696572691
announced, tardy: 0.022381290761
gorgeous, unfair: 0.549255281935
dummy, reversed: -0.292447472886
abused, shifty: 0.536539061498
modified, pleased: 0.478587920258
freaky, removed: 0.612988786625
higher, sexy: 0.514791293631
formal, referenced: 0.658302005108
above-board, insulting: 0.0
circumneutral, pre-published: 0
volatile, yet: 0.250291386801
anything, maintained: 0.569095773649
heartening, obscene: 1.48298897052
complicated, vigilant: 1.0641061707
arranged, fancy: 1.29579296082
looser, remaining: 0.347178073879
productive, susceptible: 2.42871640525
unhappy, unpleasant: 2.65332426427
adorable, environmentally-friendly: 0.0
protracted, wise: 0.47611723002
overall, vulgar: 0.009049308001
invalid, premature: 2.26722443788
acquainted, happier: 2.04416808828
assertive, recognizes: 0.462985087195
day, self-serving: 0.0
creditable, reduced: 0.373845600637
foremost, regulated: 0.943107885264
contained, fat: 1.25574530359
come, freer: 0.737035029646
alternate, environment-friendly: 0.0
good, thorny: 0.711953670803
cleanest, understood: 0.236133640585
completed, unprecedented: 0.367580182162
similar, steady: 1.13049634513
proscribed, time-sensitive: 0.0
helpless, odious: 2.46964940881
overwhelming, try: 0.414873400157
effective, presumptuous: 0.511824675643
brillant, ruined: 1.20943603352
herein, inexplicable: 0.22051868436
anywhere, supra: 0.573587431031
outgoing, worldwide: -0.356173727777
distribution, prick: -0.359600522501
autonomous, shorty: 0.238052276675
scattered, untapped: 1.98819521887
satisfactory, well-served: 0.0
task-oriented, welcome: 0.0
moreover, require: 0.943250346346
unfit, wicked: 1.82289922838
pervasive, prudent: 0.668932188566
everybody, insatiable: 0.958795107142
delighted, grown-up: 0.0
pretend, relieved: 0.597382594295
importantly, term: 0.574312938727
encouraging, rough: 1.04741247561
affluent, allergic: 0.990730191958
allowable, west: 0.037633963455
pleasant, true: 1.43400587887
notably, well-filled: 0.0
speedy, well-lit: 0.0
grumpy, off: 0.540093012749
counter, okey-dokey: 0.0
belligerent, me: 0.681616573768
diseased, performed: 0.986468297243
definite, starved: 0.76392609922
immeasurable, wondrous: 2.74158607968
brighter, welcomed: 1.37498396992
innovative, more: 0.59359260954
ferociously, psychotic: 1.34612069667
fascinating, occurring: 1.07830126691
genuine, wet: 0.222047747072
muted, typical: 1.87192233701
cheery, held: -0.236908284571
dim, radical: 0.639594360351
ensure, thankyou: 0.873091746147
lovelier, speedier: 2.22043689808
presentable, unrelated: 0.114905798606
forward-looking, marked: 0.0
pursuant, treaty: 1.49437216961
goal, well-treated: 0.0
divine, trustworthy: 1.63320762115
affluent, diversified: 2.79594093677
cabbage, impressive: 0.349256306912
flattered, standardized: -0.004216523919
completely, defenseless: 1.29450586717
formidable, topnotch: 2.55503435921
in-flight, unfit: 0.0
cooler, folks: 1.52839540825
died, unresolved: 1.24438280786
diminished, weird: 0.570763653836
announced, disposal: 0.096347803302
open-minded, world-wide: 0
aggravated, fast-growing: 0.0
ferociously, wild: 1.089553662
anomalous, unnerving: 1.96432530036
longer, simple: 0.763939544366
non-toxic, slippery: 0.0
fella, heavy-handed: 0.0
conflicting, distressing: 1.52699090529
dickish, well-paid: 0.0
reinforcing, unemployed: 0.306273397318
enriching, impulsive: 1.11155492912
undemocratic, wounded: 0.517343281325
foreseeable, small: 0.71815329428
legally, segregated: 1.89219524804
eligible, uneconomical: 1.94928960347
favoured, vacant: 0.0
junior, unmistakable: -0.159971741819
hardto, motivation: 0.681148920826
grimmer, subtle: 1.6026862654
psyched, uncompetitive: 0.651411167555
flavorful, short-lived: 0.0
diversified, sal: 1.98473198934
confused, turbulent: 0.702795691193
frail, optimal: 0.295219695834
axiomatic, predictability: 1.92295864718
fruitless, missy: -0.508095409815
limp, striking: 1.76145017842
non-exclusive, realizing: 0.0
little, re-established: 0.0
tiring, vested: 0.53774913456
n'tunderstand, sophisticated: 0.0
minimum, wealthy: 0.470838648396
awful, connected: 0.21819182163
mentioned, mysterious: 0.671472511315
flaccid, frantic: 2.00050053025
chickenshit, unendurable: 1.12789849629
extraordinary, greater: 1.91071721528
checked, colder: 1.30222493233
desired, unthinkable: 1.14834607775
overburdened, slim: 0.452386781405
prescribed, twofold: 1.266872077
leave, unified: 0.502135896926
especiaily, unattractive: 0.0
undeniable, well-positioned: 0.0
doin, fairly: 0.229008142796
apologise, key: 0.0
clearer, fragmented: 2.04551359551
famous, unpleasant: 1.26195955401
above, drawn-out: 0.0
filed, slim: -0.056901748989
archaic, butthead: 1.09373335438
aligned, scarce: 0.630603714257
starved, unlucky: 1.24167467297
inter-related, undemocratic: 0.0
pointless, quoted: 0.103595813066
a-okay, weighted: 0.0
trashy, weird: 3.42338712996
superfluous, unconscionable: 2.38104265433
harmless, largest: 0.088071628386
controversial, currently: 0.266908602131
kidding, valuable: -0.115412846227
implausible, peripheral: 0.840920618633
aware, immovable: 0.779251703942
convinced, eighth: 0.302361179889
firstly, liquid: -0.090809067657
guaranteed, moderately: -0.079027365587
distributed, probable: -0.038315806666
as, co-operation: 0.0
died, disappointing: -0.228605858518
based, otherwise: -0.044874781583
do-able, quoted: 0.0
impossible, tolerable: 2.46570968871
unexceptable, updating: 0.0
lame, removed: 0.689856666723
dynamite, pleasurable: 0.369324314473
abolished, satisfying: 0.108973679772
timelier, well-paid: 0.0
polite, unwarranted: 0.729901652176
chilly, rusted: 1.56721656168
bottled, exceptionally: 0.304740751246
defined, sufficiently: 0.7370405011
revised, upset: 0.14509103662
prompt, repayable: -0.769714856629
enormously, newest: 0.040676745367
rising, unreliable: 0.915567154105
peachy, wasted: 0.658596461834
comin, strict: 0.243423973483
hard, loving: 1.28745299145
transparency, well-served: 0.0
educational, parched: 0.194495080613
frozen, midget: 0.160402751264
immediate, shifty: -0.051165392009
needed, shameful: 0.316145548602
enormous, fundamental: 1.67498127501
crafted, foolproof: 1.31753831404
a-okay, rad: 0.0
identify, initially: 0.736391178819
catastrophic, talented: 0.821292780733
messy, simply: 0.995546939728
by-election, mind-boggling: 0
lawful, mightier: 0.766163628118
infuriating, upfront: 0.959128719702
last-minute, well-controlled: 0
forceful, unlocked: -0.447035200607
clueless, valuable: 1.17635809006
cheap, screwy: 1.76439822221
provided, thorny: -0.386751526035
armored, equitable: 0.138396217201
long, sticky: 0.959924348424
fascinated, vibrant: 1.40399656911
decisive, spectacular: 2.31627074933
differing, listed: 1.19669760101
stout, ungrounded: -0.264499673281
inconceivable, self-conscious: 0.0
agreed-upon, boundless: 0.0
grotesque, miscellaneous: 1.05033336755
elaborate, self-executing: 0.0
cold, somewhere: 1.12640452137
lean, pleasurable: 1.42377359957
oriental, vice-chairperson: 0.0
counter-productive, etc: 0.0
cold-rolled, om-mazing: 0
largely, truth: 0.315333889821
near, speaking: 0.424268315961
bereft, seen: 0.689095325383
competitive, peculiar: 1.00530201394
brainless, unfavourable: 0.0
ourselves, psychotic: 0.495230391534
aforementioned, intractable: 0.339861680584
founded, naughty: -0.719334977724
crippled, evolving: 0.867718868093
eighth, stout: 0.765435049548
preoccupied, undisputable: 0.65068542738
crass, vacant: 0.84972388632
awful, crippled: 1.58186499147
ever-changing, mentioned: 0.0
indicated, inter-connected: 0.0
pissed, spicy: 1.69940285793
pending, unpopular: 1.10751429397
sharper, well-paid: 0.0
etc, sorr: 0.0
inactive, undecided: 2.54203830433
flagrant, vulnerable: 1.86512328316
a, silly: 0.0
ancient, grown: 0.382333162956
specifically, unfeasible: 0.170144384066
efficient, sufficient: 1.24432369995
gratifying, peachy: 1.08275049332
long-standing, pre-published: 0
grieved, house-trained: 0.0
extensive, vice-chairmen: 0.0
beneficial, complimentary: 1.73048043703
fragmented, savage: 1.17586641271
disastrous, flexibility: -0.478438479087
alert, variable: 0.132017124716
intricate, wrong: 0.49894418146
far-reaching, non-existent: 0
durable, old-fashioned: 0.0
analogous, off-putting: 0.0
fitting, voluntary: 0.695112360232
ago, off-the-record: 0.0
broad-based, preferable: 0.0
heterogeneous, shipshape: 0.18507699536
enriching, fully: 0.583716843868
implementable, prior: -0.351214609128
short-sighted, under-funded: 0
financed, first-class: 0.0
greater, underage: 0.783233145419
fine, frustrated: 0.709491900348
all-round, last-minute: 0
exact, speedier: 0.474294688963
cohesive, uncanny: 0.832655220103
brand-new, deep-rooted: 0
empowered, secondary: 0.386593915604
neutral, rotten: 0.212396287498
miscellaneous, suck: 1.33605432429
bothersome, wide-ranging: 0.0
else, sincere: 1.05395961353
arming, irate: 1.15340225824
incomplete, saved: 0.265749581623
high-cost, unendurable: 0.0
priceless, thin: 0.321796060466
assertive, preferential: 0.455995240137
indispensible, segregated: 0.099446363505
co-chair, conscious: 0.0
orderable, superfluous: 1.24883753642
circumspect, overheard: 2.24931124453
noted, south-east: 0.0
naturally, ten: 0.366692131181
bloodied, oversensitive: 0.435168303954
across-the-board, fucked-up: 0
evil, launching: -0.032507687546
allowable, pure: 0.94412282361
agreeable, undisputable: 0.787356973731
laughable, usual: 1.0525217514
integrated, unacceptable: 1.12042410364
omnipresent, tiring: 1.56927070919
asian, fraudulent: -0.325026267323
pro-active, under-funded: 0
cultural, denser: 0.918852624487
greener, horny: 0.782485604839
doable, reliable: 1.80346109903
idiots, turned: 0.555690591098
drenched, permanently: 0.02578891414
exponential, impenetrable: 0.89291971244
feisty, terrible: 1.13805404024
disgusting, uncertain: 0.642026652659
finite, impossible: 1.951312517
beautiful, inoperable: 1.03976265095
exhilarating, growing: 0.164555206711
about, graceful: -0.07840822051
hour, pro-active: 0.0
international, unbelievable: 1.22076254982
redundant, suspect: -0.375179096349
shoot, short: 0.538578848549
fantastic, potent: 1.0931420102
lovable, sour: 1.46511115714
day, oral: 0.348832598601
dim, unexpected: 1.10731298195
favourable, fucked-up: 0
immersive, preferable: 1.32275459402
identifiable, startling: 1.19707003177
hunger, sentient: 1.208919602
rife, supreme: 0.698697888899
first-class, non-discriminatory: 0
