fiercer, pivotal: 1.84417795573
deceptive, remarkable: 0.981782742486
disabled, filthy: 1.49372970302
absolutely, scary: 1.85872345071
bad-looking, organized: 0.0
broke, interminable: 0.38246778885
high-cost, touchy: 0.0
ill, well-maintained: 0.0
uneasy, virtually: 0.168734265971
fortunate, quoted: 0.231453477933
hungry, others: 0.455364328159
overridden, unlawful: 1.31811820506
freedom, ill-equipped: 0.0
acknowledging, loving: 1.05699481834
distinctive, upstanding: 1.36500915116
growin, lucrative: -0.3612370181
opening-up, restricted: 0.0
inconvenient, overall: -0.082030819563
all-important, heinous: 0.0
multi-disciplinary, sound: 0.0
galore, thankyou: 1.35785582533
hereby, skint: 0.521404737806
everything, overloaded: 0.831385805945
claire, insensitive: 0.701866569362
grieved, unbecoming: 2.16097941032
fabulous, lately: 0.880073129794
griet, unfortunate: 0.0
shallow, working: 0.049885008037
encompassing, twice: -0.045604100727
injurious, retail: 0.414442969563
10, undesirable: 0.0
directly, personally: 2.36430780197
cuter, though: 1.35488475621
big, long-lasting: 0.0
doubt, inexplicable: 1.1505353599
stout, unsuitable: 0.428406064494
overpriced, seductive: 1.85859802958
baby-sitting, long-term: 0
heartbroken, soaked: 1.54896694968
partial, snotty: 0.457838415515
narrow, referenced: -0.342686864248
madness, shiny: 0.820498872454
grass-roots, little: 0.0
cowardly, reachable: 0.826940339284
destructive, marked: 0.443632108403
broadest, unharmed: -0.116255951477
life-long, recognizes: 0.0
compact, persistent: 0.43602780035
abolished, retrievable: 0.847725067747
beter, overwrought: 0.210288403287
hurtin, in-depth: 0.0
treated, upright: 0.287619856192
strange, tremendous: 1.00287758855
-so, larger: 0.0
agile, untraceable: 1.54326270624
human, lawful: 1.03603195314
accessed, reported: 1.80022351862
ambiguous, cranky: 1.61325922647
restricted, sloppy: 0.500109628925
egotistical, managed: 0.042468624441
mla, ongoing: -0.034876623162
psycho, toasted: -0.024332302702
defined, loving: 0.491978505773
impressed, woken: 1.78006666341
delay, supportive: 0.008230853221
burned, roisin: 0.0
knackered, tiresome: 3.75846443266
doubled, unidentified: 0.192645714844
staggering, state-run: 0.0
inter-related, inviolable: 0.0
rather, sophisticated: 0.757413896342
finer, mid-sized: 0.0
ago, cognizant: -0.623632296787
crucial, unrealistic: 0.89798149342
coherent, tall: 0.718864436831
exact, unprecedented: 1.60668811213
cattled, industrial: 0.0
brillant, stand-alone: 0.0
brave, disproportionate: 0.669139531292
heartbroken, specifically: -0.538695899951
mla, sudden: 0.395846949147
debated, near: 0.499769831342
substantive, succeed: 1.29074500092
holy, same: 0.816404115576
business-friendly, wary: 0.0
essentially, pissed: 0.894267165636
independent, particular: 0.403061848371
deposited, underprivileged: 0.935034852954
hope, radical: 0.57769773415
expandable, heartfelt: 0.350359550694
compensatory, vulnerable: 0.754746042442
commended, interdisciplinary: 1.47986460137
over, unmistakable: 0.716071201679
claire, over-the-air: 0.0
envious, humiliating: 2.06520782734
arduous, compassionate: 0.644362882487
divine, forward-looking: 0.0
direct, over: 0.310465932045
finite, theoretical: 2.43139195958
deposited, need-to-know: 0.0
potent, salute: 0.28400688611
aforementioned, well-educated: 0.0
iil, progress: 0.0
believable, cheapest: 0.270865357487
groundless, hourly: 0.533009202733
delicious, orderly: 0.481100511882
near, readyto: 0.067620440801
life-long, stimulating: 0.0
granted, viable: 0.648840585006
bold, trite: 1.78130272799
naturalistic, useable: 2.00375868462
problem, weii: 0.0
amazing, independent: 0.505724531412
grisly, instrumental: -0.38112722108
brand-new, somewhere: 0.0
culturally, tragic: 0.97560901472
hostile, nice: 0.859994893815
changed, fast: 0.595238813399
about, unjust: 0.114845625513
death-proof, undemanding: 0.0
cynical, unharmed: 0.191232605543
plain, thirds: 0.615464101452
blameless, mean: 1.19437470617
incompetent, lethal: 0.957625842481
battered, indicated: 0.254318459106
granted, thicker: 0.172683979495
obscure, uniform: 0.62096738296
improvement, lastly: 0.21775416314
noteworthy, per: 0.420547162049
celebrities, simplified: 0.382177864341
empowered, equally: 1.38898017518
puny, tailored: 0.450161415423
elite, leaner: 0.957636330763
history, rich: 1.15595748897
inferior, refreshing: 0.73157280768
mostly, unimpressive: 1.28897938862
good-iooking, repugnant: 0.0
alia, responsable: 0.915731591862
unjustifiable, unpleasant: 2.25154282658
indefensible, null: 2.6336961066
impulsive, weii: 0.0
laudable, tailored: 1.11162311795
blameless, prouder: 1.53662873969
clinically, cloudy: -0.30954260499
doin, farther: 0.313800410184
shortest, unemployed: 0.789640759299
poppycock, registered: -0.457013058327
homesick, most: 0.148949670072
cancelled, worth: 0.0
incomplete, legally: 0.871166352603
ago, well: 0.004671321377
childish, humid: 0.737220466923
distinct, worrying: 0.726684813936
increased, stress-related: 0.0
enrolled, unbecoming: -0.442656713177
discriminate, unnatural: 1.86361387783
lacklustre, strengthened: 0.0
fair, her: 0.067090330697
mandatory, nothingg: 0.0
carmela, drunk: 0.0
gutsy, upright: 1.48479540184
coming, juvenile: 0.156190577276
based, down: 0.163426948263
flattering, graceful: 2.94576715431
domestic, stocky: -0.206617348304
alright, trite: 2.09816794655
fierce, overall: 0.29393456132
hands-on, loco: 0.0
go, inoperable: 0.447428012293
by-election, visibility: 0.0
insulted, scheduled: 0.348269162064
bottled, unforeseen: 0.802182759896
less, quicker: 2.72849369822
elevated, old-fashioned: 0.0
non-self-executing, positively: 0.0
tiresome, unsound: 1.06152817399
damp, harmless: 1.744120855
drastic, parallel: 0.551848465142
friendly, noisy: 2.16305165555
armed, attended: 0.792136459002
slow, widening: 1.06183700803
gloomy, supreme: -0.001131935886
appreciable, careless: 0.301121757879
quoted, wider: -0.394354422508
slick, somewhere: 0.512976579792
hour, triple: 0.454623969723
interested, specified: 0.436756862206
cumbersome, lucky: 0.445320400126
afterwards, undetectable: 0.912359352501
aesthetic, tonight: -0.057035636659
out, that: 0.673035843531
marketed, these: 0.869993850481
large-scale, solid: 0.0
delusional, related: 0.185926063956
casual, tenuous: 0.403596986225
clear-cut, intensive: 0.0
laddie, shared: -0.377409606055
unpublished, wide: 0.142892254534
sincerely, well-positioned: 0.0
degraded, important: 0.964219796807
creation, disparate: 0.837295034167
dense, toasted: 0.851128521239
memorable, trashed: 0.989500727779
massive, opposed: 0.288181108474
admirable, well-maintained: 0.0
so, usual: 0.650588034007
milder, passionate: -0.070531317746
functional, onboard: 0.82490651907
clever, lower: 0.083955208997
first-class, vivid: 0.0
gonna, wait: 2.51926932596
disquieting, tied: 0.804577850274
intentionally, varied: -0.253437716735
morbid, prolonged: 1.53314412472
malicious, task-oriented: 0.0
3rd, unexpected: 0.511854506991
infuriating, partial: 0.685265422339
remarkable, substandard: 0.513494397347
periodic, swift: 1.29041901983
traumatic, unprofitable: 1.11039403827
informative, operated: 0.424898216311
restored, sizeable: 0.347241124659
nothingg, wider: 0.0
adversarial, sticky: 1.03463666603
celebrities, self-aware: 0.0
idiots, level: 0.003005601503
aging, franco: 0.681796018103
acceptable, preferred: 2.02369266882
incompatible, steeper: 1.40079720314
declared, scarce: 0.913680578825
repulsive, riveting: 2.73675227257
amazing, naturally: 1.16284788716
drawn-out, salute: 0.0
first, marty: -0.128825444615
inadmissible, pragmatic: 0.929619743893
exhilarating, subtler: 2.20981800538
early, gotta: 0.298483325545
freely, missy: -0.514451349514
cheap, identified: -0.39493253039
becoming, herein: -0.769676325161
healthier, internationaux: -0.209498379787
funny, mild: 1.55108905778
baseless, underage: 0.745552555524
acute, unrelated: 1.52102159557
indiscriminate, selective: 3.43219154317
aesthetic, tiring: 0.108034894611
contemplated, notably: 0.327713144671
ourselves, worrying: 1.73714685961
protracted, purty: -0.339027102078
acquired, convenient: 0.302798417742
gaunt, irresponsible: 0.544714784613
latest, oversensitive: 0.221321507702
leveraged, negligeable: 0.0
girlie, sultry: 3.4372459991
proportionate, unforeseeable: 1.70642719161
healthier, miniscule: 0.115438067072
complex, new: 0.854812120067
cognizant, pretend: 1.97747750298
additionally, mean: 0.14285248197
affected, tedious: 0.038094836735
anxious, practical: 0.415964483765
elegant, phenomenal: 1.21586032975
palatable, together: 0.814698154647
nosy, subdued: 0.933833238673
lacking, poor: 2.63550867571
advantaged, optimistic: 1.39176637322
eager, necessarily: 1.27055557214
sedentary, work: 1.44005793212
limber, sizable: 0.631250156119
old, utopian: 0.43455212966
born, iittle: 0.0
brand-new, urgently: 0.0
pilot-tested, wreckable: 0
adapted, spatially: 1.67954912994
seductive, tragic: 1.41047362671
accused, parallel: 0.153569979199
commitment, lonely: -0.629940561177
nothingg, unconscionable: 0.0
screwed, unitary: 1.0987156417
illusory, warmth: 1.27947223427
apolitical, inexplicable: 1.42586114067
started, technical: 0.453943367563
on, smarter: 0.500334365076
friendlier, perplexing: 1.00463638816
presented, win: 0.710826317206
herein, indispensable: 0.92919092448
bone-dry, unambiguous: 0.0
broader-based, distributed: 0.0
dre, zesty: 0.887008576303
self-supporting, ungrounded: 0.0
irritable, naughty: 2.48082877699
courteous, occupational: 1.07454044666
at, formerly: 0.603548541236
cattled, mistaken: 0.0
sizable, well-balanced: 0.0
complicit, stumpy: -0.143965844593
independent, knackered: 0.108377116831
faster, premier: 0.174146467922
cordial, relative: 0.14115343318
breathe, variable: 0.237874492822
cuter, iate: 0.0
connected, questionable: 1.02660166991
substandard, unforeseen: 1.24656293945
self-financing, strictest: 0.0
contradictory, fucked-up: 0.0
3rd, unlimited: -0.034541276688
foremost, harsh: 0.526799654138
screwed, terrifying: 1.04560276497
average, talkative: -0.01350905665
irresponsible, righteousness: 1.18400957332
non-toxic, thus: 0.0
monstrous, shitty: 2.24833780114
righteous, useless: 1.74912828575
acute, constrained: 1.66671207693
ferociously, hotter: 1.00456130902
patient, rarely: 0.652026671327
multi-ethnic, off: 0.0
accessible, distressing: 1.15688887505
iucky, viable: 0.0
anywhere, regrettable: 0.058554354718
again, soaked: 0.668186702628
consolidated, thirsty: -0.658278652827
deeper, gaunt: -0.04233799802
co-chair, wide: 0.0
disastrous, spontaneous: 0.903957252391
constant, white: -0.035332973759
expedient, stand-alone: 0.0
fabulous, gutsy: 2.24311473906
adorable, disposal: -0.073824479987
courrier, plain: 0.44408225178
relevant, terse: 1.19741949199
cross-border, proficient: 0.0
focused, iate: 0.0
dear, obvious: 1.23851618295
corrigendum, wondrous: 0.240559546533
cowardly, nouveau: 0.950663029073
bleak, generalized: 1.01546370152
lovable, problematic: 0.940340261844
elsewhere, inappropriate: 0.609395862004
fulfilled, linked: 1.13771611115
creepy, mixed: 0.793278412587
gravest, immediate: 1.91360604233
lengthier, relieved: 1.28573227024
mieux, presented: 0.243678444149
appropriate, reachable: 1.28547958443
petrified, quieter: 0.388083377303
missingg, total: 0.0
asked, irrelevant: 1.00924303766
built-in, unthinkable: 0.0
confidential, predictable: 0.550078935505
get, infrequent: 0.911456132403
acknowledged, exposed: 1.45185505221
two-thirds, underprivileged: 0.0
elevated, foutu: 0.0
conclusive, obnoxious: 0.465687102774
paranoid, systemic: 0.737496519988
crafted, modest: 0.86392828132
bonnie, iilegal: 0.0
dedicated, mum: 0.714136690397
met, unhelpful: 0.405589675685
evident, well-positioned: 0.0
kosher, sizable: 0.761754435263
awaited, solemn: 1.81712661167
mind-boggling, yet: 0.0
longitude, whilst: 0.431425786513
sooner, yo: -0.161617748725
sympathetic, whilst: 0.517812685395
scarce, unbelievable: 0.97747269924
intensive, knackered: 1.86606964084
abreast, regretful: 0.330161043009
co-dependent, mum: 0.0
fucking, geographic: 0.087492271369
maximum, really: 0.243966843407
allowable, warm: 0.050641977657
juvenile, vegas: -0.036501355692
-ready, increasingly: 0.0
dainty, theoretical: 0.41044050901
marked, noteworthy: 2.42228854008
all-encompassing, intense: 0.0
adorable, competitive: 0.536740397608
all-important, misused: 0.0
agreement, noisy: -0.20809504143
constructed, hip: -0.121691819277
best-known, ensure: 0.0
practical, prestigious: 0.594157981195
objective, willing: 0.820459153313
dummy, suited: 0.600048445584
off-site, vis-: 0
unprepared, working: 0.369107747442
environmental, readyto: 0.266786414708
pressing, unmistakable: 0.562790512161
illustrative, losin: -0.249120069535
impracticable, indisputable: 2.16844604855
aroused, disjunct: 0.884398204809
accelerated, contemplated: 1.62876340572
broader, distinct: 1.74807974514
filthy, resistant: 1.64103926225
accepted, muscovite: 0.185886411059
crude, interactive: 0.519851133855
doomed, far: 0.96061687875
destructive, utopian: 2.05240746512
belated, preliminary: 0.65497325945
neglected, searchable: 0.367713696534
ail, practicable: 1.14663015668
brillant, registered: -0.296585275931
constructive, recognized: 1.03943395725
between, in-depth: 0.0
cooler, woken: 0.430479648279
deeper, princess: 0.561309442293
high-ranking, woken: 0.0
exhausted, objective: 0.557809132859
elaborate, vain: 0.661782563404
bygones, yourself: 1.04981537256
meagre, win: 0.0
dubious, untapped: 0.237298676429
interdependent, wrongful: 0.98407461307
-so, shaking: 0.0
ashamed, problematic: 1.12034187234
masterful, well-respected: 0.0
dynamite, s-sorry: 0.0
disturbing, manifest: 1.46901948112
marginal, reason: 0.659016884467
brave, psycho: 0.722067522945
good-iooking, systematic: 0.0
inequitable, salient: 1.55172760067
foutu, rapidly: 0.0
impaired, malicious: 1.30161259775
amazed, wholly: 0.43340987646
affluent, rarest: 1.92112911323
best-known, sleeping: 0.0
intact, one-sidedly: 0.0
adversarial, distinguishable: 2.15889754613
co-operate, murderous: 0.0
adverse, withdrawn: 1.80990068492
consultation, nifty: -0.006835589886
hurry, vice-chairperson: 0.0
non-exclusive, poisonous: 0.0
consequential, outermost: 0.960001151851
competent, grave: 1.16454913752
foreseeable, salient: 1.13790446062
ashamed, permitted: 1.53654065253
busy, primarily: 0.613788997274
advantaged, uneconomical: 2.32831799356
undetectable, wonderfui: 0.0
acknowledged, favorite: -0.184119717801
fairer, meticulous: 0.599791331245
sluggish, state-owned: 0.0
griet, incorrect: 0.0
delirious, well-deserved: 0.0
afflicted, demeaning: 1.21515075646
incidental, obsolete: 0.92774867593
arbitrary, formerly: -0.276686739459
poppycock, valued: 0.666401148361
farther, prouder: 2.88488654166
abysmal, underlying: 0.88502032421
deader, nathan: 1.88587491945
slim, unequivocal: 0.517808776208
cited, needed: 0.471404727191
lamentable, memorable: 2.22154907283
amazed, egocentric: 1.39279588169
goal-oriented, unspeakable: 0.0
skeletal, unqualified: 0.510805147002
honorable, north-east: 0.0
mightier, overweight: 0.743104335418
claire, convenient: 0.427697444802
clearly, definitive: 1.16095085494
unaffordable, wealthier: 4.5834218635
light, poor: 0.751672582244
abhorrent, noisy: 0.325788837298
practically, shifty: 0.570107811207
poor, toxic: 0.934608928888
last, painful: 0.662971495286
dirty, panicked: 1.15830362103
lenient, restored: 0.062740615041
crude, innumerable: 0.288097264519
honorable, sticky: 0.226838407919
ill-equipped, madness: 0.0
democratically, quickly: 1.65802656898
ambitious, weighted: 0.142915738866
comprehend, strong: -0.530275230829
fussy, indicated: -0.112576397054
sufficiently, total: 0.389322917403
illegal, seventh: -0.008859282929
bull, clear: 0.519070292925
ambitious, economical: 1.34394679843
demented, lamentable: 2.52527216991
