full, rash: -0.267016172525
distraught, unwell: 4.84873876117
awol, precarious: 0.526640690764
lawful, transitional: 0.966370679241
exceptional, feeble: 0.348932310942
roisin, untrue: 0.0
scattered, wreckable: 0.0
master, mortal: 1.12281374231
right-, sublime: 0.0
designated, per: 1.33864125064
advantageous, unanimous: 0.417008057933
entrenched, know: 0.790415773565
rising, whilst: 0.266362394317
multi-ethnic, true: 0.0
idle, perplexing: 0.559497359587
loving, out: 0.119652395552
executable, sympathetic: -0.130075183163
egregious, fledged: -0.477450089534
fairest, taken: 0.536398734096
mild, staff: 0.209382915387
minimal, slower: 1.59643612489
anti-constitutional, susceptible: 0.0
these, unattainable: 1.26492387342
encompassing, exemplary: 1.06820547528
mad, speedy: 0.536169113068
grimmer, inferior: 1.37362778542
loud, staggering: 0.84530975167
distasteful, famous: 1.51702938623
fatal, undisturbed: 0.749983657066
busted, undecided: -0.424818972606
latest, sexy: 1.06763861917
accused, injured: 2.5146818586
offensive, wacko: 1.1496140545
definite, vibrant: 0.856032527045
female, treble: 0.688317058619
counter, impeccable: 0.484477167368
brutal, left: 0.824195780379
dope, psychotic: 2.16093572291
dead-on, thrilled: 0.0
aging, amazed: 0.309772432688
moist, straightaway: 0.741289022794
cranky, defenseless: 1.4979575599
returned, sale: 0.501027032417
principale, talkative: 0.163420630641
choosy, work: 1.13167379128
nutty, pro-poor: 0.0
nessessary, well-lit: 0
audacious, copacetic: 0.98634538085
acceded, twenty: 0.513429543069
recommended, segregated: 1.28734735551
missingg, multi-disciplinary: 0
delicate, substantive: 1.28870271614
fiine, unexpected: 0.0
leaner, plenty: 1.46182012795
comparable, dark: 0.138652449473
remote, slower: 0.680054224129
clever, taller: 1.19047066087
radical, slightly: 0.386103780374
democratic, maximum: 0.141696387988
aesthetic, mla: 0.020113405044
compassionate, indicative: 0.638544075639
economical, rebatable: 0.0
creative, valid: 0.455306811587
furious, violated: 1.03558781833
liquid, over-the-air: 0.0
nuts, permanently: -0.06878008095
in-progress, inspiring: 0.0
associated, sudden: 1.03862868779
brain-dead, valued: 0.0
excited, outnumbered: 1.30559380363
all-round, tailor-made: 0
fascinating, sharp: 1.09264791658
permanent, right-: 0.0
big, shit: 1.66264752957
basically, pristine: 0.687783707869
challenges, right-handed: 0.0
-good, stepped-up: 0
attended, spaced: 0.199512954321
frequent, win: -0.368495891463
even-handed, understood: 0.0
absurd, picky: 1.1868268377
rising, sorry: -0.002204699565
alike, subordinate: 0.10125495598
eco-friendly, myself: 0.0
generic, nut: 0.636644872528
especiaily, restful: 0.0
combative, irritable: 4.76482040657
shipshape, sporadic: -0.033784402279
observed, stagnant: 0.270694626889
candid, hourly: 0.717105534202
daunting, scary: 3.90643234763
determinative, jurisdictional: 3.16481831229
imperceptible, uniform: 1.08009704978
commendable, notable: 2.79789564635
narrow, telling: 0.189114521978
fair, henry: 0.241537979904
specifically, troubled: 0.60589220455
preoccupied, woolly: 1.24381511252
few, steady: 1.04539522839
mediocre, well-reputed: 0.0
affluent, well-prepared: 0.0
ideal, present: 0.862821685789
dummy, export: 0.314268296737
aforementioned, belated: 0.921912521515
engagement, migratory: 0.92540492028
insolent, patronizing: 3.89993000639
extensible, overflowing: 0.836879470619
regrettable, sizable: 1.0748502429
selfish, tom: 1.78884214816
concerted, filed: 0.422004112208
justified, wetter: 0.337203047322
elle, shared: -0.248263727461
elderly, hot: 0.396382902028
apace, unseemly: 0.873593706932
furious, you: -0.061846671003
impractical, sooner: 0.053633312017
move, real: 0.440811290798
false, turned: 0.504474008394
hourly, useful: 0.718657701334
cardinal, like: 0.251886604881
accuracy, freaky: -0.024047452707
correctly, extraordinary: 0.395213547198
bull, plentiful: 0.306543675036
recognising, well-respected: 0
deepest, poor: 0.897776401848
irritable, urgent: 1.47596715039
euphoric, sorr: 0.0
neglected, rationalized: 1.0628958997
low, provisional: 0.483635507028
startled, unspecified: -0.185976837653
luckier, reasoned: 1.03324255067
unjustifiable, varied: 0.933281378272
cranky, embarrassing: 1.9093691838
audience, quality: 0.261449273695
responsibility, started: 0.653739929543
nineteen, presented: 0.226735644848
maintained, sufficient: 1.51338753894
drenched, rude: 1.22444175306
consulted, faster: 0.288221002751
arming, well-reputed: 0.0
distribution, implemented: 1.18390066038
hasty, term: 0.508783111463
hiv-positive, insubstantial: 0.0
eco-friendly, precisely: 0.0
periodic, topic: 0.898692913656
registered, unfavourable: 0.0
south, tempting: 0.086614907742
beastly, improved: 0.479481145797
pissed, substantial: 0.064398877664
house-trained, inconsiderable: 0.0
gotta, obscene: 1.23252461838
discriminate, insufficient: 1.55690845084
overheated, sudden: 1.30986820521
regular, tom: 0.151046679916
outermost, searchable: -0.465589785049
double, last: 0.726969587529
frustrating, untrue: 2.19287643367
heavyset, turbulent: 0.684146957765
dishonest, distasteful: 3.75757664047
starker, vigorous: 0.848077842486
inhumane, lower: 0.008290108598
everybody, tasty: 0.681684086019
grisly, so-called: 0.0
back, long-lived: 0.0
patience, various: 0.348587031114
humiliating, lawful: 1.75545482931
appalling, inadmissible: 2.00517934716
really, simplest: 1.00130842884
il, initial: -0.349853606282
favourable, thrilling: 0.0
hiv-positive, sticky: 0.0
culturally, dependable: 0.389184135484
comprende, furious: 0.3314564599
stupid, widening: 0.06769606761
unspecified, welcoming: 0.176625011898
oversensitive, richest: 0.056681076545
debated, that: 0.246602303126
phenomenal, rarely: 0.831815323165
approved, displeased: 1.39794513504
massive, wary: 1.08317632358
ill-equipped, prior: 0.0
confusing, secondly: 0.832372244666
financed, invisible: 1.15722717244
benign, ice-cold: 0.0
early, physically: 0.418046664254
appreciated, in-house: 0.0
adaptive, manufactured: 0.951598092752
blended, onerous: -0.134145962717
dangerous, tonight: 0.72690990796
patience, subdued: 1.06261448246
liked, sincerely: 1.22851264517
barmy, previously: 0.007371653362
cheap, finest: 1.37449123964
part, skint: 0.355024680008
overripe, uninsured: 1.45808681781
intended, obsolete: 1.05834195386
surrounded, unambiguous: -0.037418999325
american, n'tunderstand: 0.0
hideous, value: 0.198444793031
furthermore, pronounced: 0.742357447804
beter, economically: 0.580999623629
up-to-date, well-formed: 0
antagonistic, individual: 1.13979320005
theoretical, there: 1.34594937615
lofty, unwarranted: 1.33487868489
bold, intense: 0.976763919402
smartest, temporary: 0.326155449051
flawless, rotten: 0.929356268577
grotesque, slippery: 1.43061089726
all-inclusive, il: 0.0
legibly, one-sidedly: 0.0
deep, unrelated: 0.238846849464
conspicuous, hurting: 0.713740996476
black, saying: 0.375830970576
fearless, pointless: 0.618379449806
legibly, socio-economically: 0.0
awful, centralized: 0.069665690433
physical, systematic: 1.71215194149
disrespectful, frail: 1.42455596678
horseshit, sketchy: 0.584435249513
marginalized, sparse: 1.32653498973
feeble, unclear: 0.558887946777
burned, unlocked: 2.43400614182
challenging, stepped-up: 0.0
blameless, sure: 1.34201519407
level, motherfucker: 0.017722740511
heinous, truer: 0.716039202419
enhanced, wrongful: 0.639540172539
implausible, multiple: 0.733201102774
another, unfit: 0.208854435768
better, oldest: 0.749384776607
chubby, screened: 0.312838837917
somewhat, wide: 0.269682269275
else, someplace: 2.51952423592
flavorful, newer: 1.06831643412
crafted, undesirable: 0.08969372678
-me, this: 0.0
self-sustainable, sounder: 0.0
acceptable, substantial: 1.26627301454
ephemeral, repelling: 1.52738389963
inter-connected, legally: 0.0
a-okay, hopeless: 0.0
unexpected, well-developed: 0.0
elle, ignored: -0.36990179251
actionable, southwestern: -0.435886108857
also, lonesome: -0.354985918275
distressed, secret: -0.798068807419
responsible, sacred: 0.305425118307
pretend, telling: 2.28640704463
smooth, started: 0.898407850371
impermissible, moderately: 0.041837129865
broad-based, nutty: 0.0
cohesive, low: 0.164139947243
astounding, therefore: 0.208068490321
discriminate, justiciable: 3.13935282683
following, reimbursable: 0.098796875902
constructed, gentle: 0.496106490274
clearly, excellent: 1.05894860909
rational, targeted: 0.721951190861
drier, warmth: 3.91516653722
action-oriented, sufficiently: 0.0
key, out: 0.661767507475
annoyed, awol: 2.06443034829
alarmed, reyes-torrena: 0.0
insurmountable, vocational: 0.81565218135
plenty, well-structured: 0.0
launched, racked: 1.04752585155
dishonest, speedier: 0.411642596975
meaningful, scarcer: 1.12487391379
above, good-looking: 0.0
affected, unsanitary: 1.35916596624
humbled, published: 0.231900990858
scalable, small-time: 0.0
complimentary, ravishing: 0.924907756859
black-hearted, friends: 0.0
hurt, start: 1.00422480999
canceled, worldwide: 0.692190720766
growing, sinful: 0.486826363617
hotter, unrealistic: 0.782689228283
co-operative, facilitated: 0.0
foolish, mixed: 0.156261818931
live, logical: 0.201656247872
sicker, supplementary: 0.335111617513
diligent, usual: 0.902803793195
bright, level: 0.081221954573
intimate, unrelated: 0.909575981524
rapidly, reasonable: 0.294334699141
poorest, streamlined: 0.265230224129
childish, participants: -0.076137852072
opposite, tenuous: 0.9615102027
deader, responsable: 1.9205199494
inspirational, interactive: 2.9063938046
controversial, declared: 0.305182381318
over-the-air, vegas: 0.0
detailed, ensure: 0.737743043737
also, magnificent: 0.052702750507
interested, rough: 0.15393585004
unspoiled, value: 0.80713321086
horny, low: 0.715510280261
aggrieved, essentially: 0.008817605598
impenetrable, thriving: 1.55940008924
legibly, warm: 0.724743475279
instructive, stepped-up: 0.0
abysmal, respected: 0.43345963255
cinematography, displeased: 0.642934518124
automatic, cozy: -0.159193708822
sorry, triple: -0.399065681425
smallest, twofold: 1.29432673284
complimentary, ecologically: 0.199040710903
him, rescinded: 0.79654324343
claire, kinky: 2.38063294223
accountability, facultative: 0.086070585148
dependent, sultry: 0.307558088399
anymore, prudent: 0.722343365829
parched, seropositive: -0.620335763324
cool, grown: 0.911146996639
certainly, just: 1.35213869566
axiomatic, stated: 1.01919902797
lawful, leveraged: 0.072877502399
david, defensible: 1.02015719364
fuckin, thinner: 0.53177544598
entrenched, receivable: 0.457693634691
elusive, environmentally-friendly: 0.0
fertile, unbiased: 0.451494747957
next, unfavourable: 0.0
inconsistent, untrue: 2.86371274055
hard, seasick: 1.36875180886
influential, scattered: 0.653319634971
disparate, evey: -0.161004875238
organized, there: 0.779943521022
cheaper, rapid: 0.762421631748
battered, corrupt: 0.567186862278
collective, hardto: 0.325023451193
accessed, facultative: 0.41421212484
secondary, thicker: 1.04792622686
jittery, unprotected: 1.23074168996
due, suspected: 0.602919735314
fuzzy, shitless: 0.710761025795
folks, psychological: -0.248207416489
casual, slender: 0.723562876054
scary, working: 0.468837045064
earliest, rigght: 0.0
first, supportive: 0.129773069449
cited, degraded: 0.382646474203
acceding, known: 0.105241018431
meritorious, monitored: 0.051700158287
soothing, two-thirds: 0.0
middle, ready: 0.798971577239
countless, three: 1.79022269399
atrocious, transparency: -0.036953620419
delusional, updating: 0.279374013603
cracked, n'tunderstand: 0.0
annoyed, thought-out: 0.0
brightest, finally: 0.535389971688
patent, sentimental: -0.205692814348
lamentable, stern: 0.752943849755
generic, opposed: 0.583551954547
distasteful, fatal: 0.91321385556
disgusting, woken: 1.89000713303
below, stout: 0.674667888582
disclosed, rife: 1.05317470885
fluent, well-suited: 0.0
scant, strengthened: 1.19103997953
icy, korean: -0.289939236936
clare, mainstream: 0.233301875456
far-ranging, reyes-torrena: 0
cold-rolled, selected: 0.0
phat, practically: 1.28763779872
predominantly, self-sustaining: 0.0
desolate, organized: 0.257667760406
earliest, laborious: 1.30779321634
secondary, stipulated: 0.443205125785
busier, non-compensatory: 0.0
contestable, largest: 0.048887768645
classical, cordial: 0.123314202733
dope, dynamic: 0.419603183019
knackered, mid-: 0.0
complete, here: 0.247422970941
liable, requested: 1.57645694321
accomplished, crazed: 0.844308425623
excitable, individual: 0.68438412498
-surprised, uncomfortable: 0.0
safer, selective: 1.09026227018
korean, well-maintained: 0.0
done, interdependent: 0.767939473037
long-lived, perplexing: 0.0
distracting, migratory: 0.825131231179
lit, moronic: 0.451046013568
kiddo, vague: 1.29401250007
internationaux, safe: -0.192040100437
alternate, stumpy: 0.374492849023
anymore, reyes-torrena: 0.0
accelerating, overambitious: 1.52796002448
all-encompassing, cost-effectiveness: 0
hourly, warmest: 1.21264152154
however, unknown: 0.960618250436
precisely, safest: 1.05860601791
gone, unharmed: 1.72232526234
in, well-controlled: 0.0
customized, customized: 10.0829188618
envious, slight: 0.908625683812
fewer, trivial: 0.804383631326
longest, repulsive: 0.463045745979
noticeable, unrestricted: 0.180169803195
heartfelt, supra: 0.531012828509
absent-minded, crafted: 0.0
lasting, partial: 1.17863787534
almost, interdependent: 0.752224112735
-lnteresting, refrigerated: 0.0
characteristic, similar: 1.18661535632
accustomed, complacent: 3.71934660555
meaner, unnatural: 0.281758357269
korean, updating: 0.744898740913
just, simplest: 0.954594028339
hiv-infected, rather: 0.0
modern, stark: 1.80608254562
higher, notorious: -0.420693420212
launching, stillborn: 0.257298664837
obnoxious, vice-chairperson: 0.0
perplexed, relentless: 0.984866100336
sore, untenable: 1.19930733557
fruitless, substandard: 1.3020029908
gandalf, special: 0.0
ridiculous, useful: 1.46467737155
pluralistic, risky: 0.647841204299
frankenstein, spaced: 0.56777020205
suited, unfounded: 0.566573595594
internationaux, legality: 0.519476141909
longterm, more: 0.532476276589
freedom, optimum: 0.877777762724
lean, outrageous: 0.092890774523
drier, negligeable: 0.0
dirty, snarky: 1.54724983967
loco, persistent: -0.496089963383
crazy, gloomy: 1.67328931323
looser, slow: 1.70712564479
insatiable, stumpy: 1.34811072499
egotistical, user-friendly: 0.0
fearful, permanently: 1.28670069746
asking, ready: 1.64681340805
generalized, succinct: 2.3326760523
definitive, sponsored: -0.04345700569
aggrieved, idiots: 0.970457748345
functioning, patient: 1.16150323548
cynical, tabling: 0.210139951663
enraged, fairly: -0.080281938943
tentative, unimaginable: 0.080163521832
obliged, unattainable: 1.05839522743
co-chairperson, parched: 0.0
finicky, unaware: 0.877952973233
human, iike: 0.0
intractable, very: 0.62579122235
suspect, truer: 0.422373787845
timely, unproductive: 0.822690495868
another, odious: 0.503729281464
genius, happy: 0.733800533255
somewhat, suicidal: 0.42564582032
ferociously, motivation: 0.27919736511
cleanest, hereby: 1.56390271679
rogue, wetter: 0.948700712644
lonesome, southwestern: 0.363747400494
overt, physical: 1.48801844584
associated, involved: 2.4558178122
soon, speedy: 1.48663193752
stern, young: 1.36642149639
glowing, indicative: 0.55883132196
forthright, steep: 0.671416780246
