light, recognising: 0.0
attention, time-consuming: 0.0
obscure, out: 1.10793918772
course, eerie: 0.391281042968
accused, sacrilegious: 1.13988044877
identified, syrupy: -0.529480755862
free-of-charge, nice: 0.0
deposited, eastern: 0.485899772792
successful, underpaid: 0.613191441892
annulled, re-appointed: 0.0
equal, good-looking: 0.0
brightest, realizing: 0.819633505118
masterful, unsuitable: 0.917777965982
conventional, relentless: 0.94883990979
armored, vivid: 0.621506506204
action-oriented, indebted: 0.0
leveraged, prolonged: 0.492869939582
accordingly, untouched: -0.560882195378
cultural, unfavourable: 0.0
environmentally-friendly, long-range: 0
painless, shorty: 1.11726128266
glad, lately: 1.67593733247
case, cheap: 0.079855769231
desired, longitude: 1.68370237294
mainstream, weirder: 2.29605096171
invariable, worded: 1.31854201201
flexibly, recheck: 0.827051520257
automated, unfit: 0.250602041331
emphasise, excited: 0.0
principal, stress-related: 0.0
but, completely: 1.13932847115
cost-shared, deplorable: 0.0
concise, miniscule: 0.304271527947
disturbed, lowest: 0.092441227834
contemplated, girl: -0.072130897625
deserved, kosher: 0.477108764563
stronger, subdued: 2.56989001056
enlarged, salient: 0.321893496607
permanently, pronounced: -0.169688276874
present, welcomed: 0.724341639784
continued, kinda: 0.028940288869
french, incomprehensible: 0.445047307376
fucking, hasty: 0.101909717704
-just, past: 0.0
few, introduced: 0.400570339813
compulsory, harmful: 1.93319304896
crafty, restrictive: 0.623746945089
complacent, jam-packed: 0.0
establishment, required: 0.302495714162
demand-driven, sixth: 0.0
liquid, lively: 0.178311633266
human, race: 0.794557402082
fifteen, satisfactory: 0.650650472437
mighty, minuscule: 1.8800611661
cute, mistreated: 1.77444624193
fit, improving: 0.765560336049
brutal, two-: 0.0
deader, liable: 0.977133529908
breathtaking, vice-chairmen: 0.0
persuaded, sole: 0.719688170281
random, rebatable: 0.0
brilliant, me: 1.49603380701
concise, concise: 14.1684577811
accessible, third: 0.171619454849
main, well-designed: 0.0
marketed, self-sufficient: 0.0
infamous, unbecoming: 1.72517029877
delayed, undeniable: -0.260758155092
sale, unidentified: 0.805920114966
baseless, very: 0.883785779589
hinky, serene: 0.38849281292
intertwined, uncomplicated: 1.48764041435
healthy, lovable: 1.435079049
groundless, splendid: 0.324521038567
consolidated, slippery: -0.094202279156
ephemeral, violent: 0.807744713207
efficacy, expanded: 0.514863807523
fuzzy, responsive: 1.51215739816
interactive, stoned: -0.265119440732
humane, well-organised: 0.0
insecure, moreover: 1.33543039458
imperative, self-sustainable: 0.0
brisk, wanted: -0.202537039747
expressed, predictable: 0.325377898378
patronizing, unlawful: 2.0760019187
schizo, widespread: 0.192573637479
frustrated, left: 1.40422198255
amazing, decent: 2.67013018229
cruel, rare: 1.89891346963
discussion, stillborn: 0.52299779363
hard-pressed, other: 0.0
proceed, wealthier: 0.005260080413
overwhelmed, thin: 1.37071352501
prestigious, sing: 0.27029520755
motivated, skilful: 2.12307874312
challenges, meager: 0.096399399429
anonymous, either: 0.678800993206
extraneous, pleasurable: 2.16829361898
brain-dead, daily: 0.0
ironic, task-oriented: 0.0
calculated, jealous: 0.798018345239
bravest, null: -0.283816191196
looser, murderous: 0.813543013779
hospitable, starved: 2.00575117809
genuine, suspicious: 1.28100276649
enlightening, unseemly: 1.89788815198
horrendous, unemployed: 0.425508376819
careful, shitless: 0.329089417021
long-winded, sharp: 0.0
customized, pertinent: 0.981717801768
heart-warming, privileged: 0.0
elite, unhurt: 0.793169931263
jittery, owned: -0.193565621442
ourselves, weird: 1.77822836547
amusing, cool: 1.97083745643
accused, raison: -0.489995126162
exhaustive, unhealthy: 1.33588648736
scattered, wacko: 0.531930413047
allright, perilous: 0.763858946076
myself, newborn: 0.853014939836
assured, positive: 0.68933289557
consultation, toasted: -0.030576838372
in-house, some: 0.0
fortunate, readyto: 0.437120649791
n'tunderstand, sugary: 0.0
precisely, unpredictable: 1.02293278413
antsy, thin: 1.8999124576
closed, former: 0.395033610421
lamentable, mid-: 0.0
adjacent, loose: 0.212424104576
equipped, sharper: 1.33907529774
pending, straightforward: 0.672524206079
ago, retard: -0.167820651755
noble, thanks: 0.579574171847
justiciable, little: 0.519637239952
competitive, hardto: 0.566379972495
challenges, insane: -0.020097590577
missy, thank: 0.856993662025
suicidal, unforeseeable: 1.97317614551
awkward, early: 0.878433474747
captain, government-owned: 0.0
changed, latter: 0.235500753252
dazzling, ready: 0.51912640479
derisory, nuts: 1.31894828375
longer-term, pro-active: 0
battered, isolated: 1.51875676055
invariable, scanty: 1.78787757197
elaborated, laudable: 1.38066749583
acceded, pissed: 0.967223530337
cleaner, outstanding: 0.340347806321
bleak, cool: 1.42645890885
freak, happened: 1.85636221039
fbl, indicated: 0.0
confrontational, nothingg: 0.0
formerly, hereby: 0.626405102073
deep-rooted, sicker: 0.0
prestigious, uh-huh: 0.0
depraved, practicable: 1.14897601426
globalization, steadfast: 0.672416989734
wealthy, wholly: 0.484885461999
complex, topnotch: 0.399895782571
iate, magic: 0.0
disruptive, ugly: 2.06091686001
aforementioned, wide: 0.4857771048
bare, state-funded: 0.0
built-in, threaded: 0.0
calming, chosen: 0.097469208105
impressed, unappy: 0.0
folks, passionate: 0.823193848155
adapted, subsequent: 0.293653894063
conservative, relatively: 0.840431355147
owned, user-defined: 0.0
aggravated, dopey: 0.509892800629
insignificant, well-positioned: 0.0
primary, thicker: 0.052436642955
bankrupt, heavier: -0.640012192557
unaware, victorious: 0.331913557585
astute, treasured: 1.32055560721
educational, enormously: 1.50334791101
facultative, thought-out: 0.0
brighter, talented: 1.79344345139
disjunct, interim: -0.127510800095
arming, ineffective: 1.88309132032
cautious, tom: 0.235758407567
colder, opposite: 1.40590861877
ago, sizable: -0.125098035356
average, hurry: 0.530128761489
prerequisite, sultry: 0.102180530088
disciplined, protracted: 1.10288082033
self-conscious, used: 0.0
equivalent, worth: 2.18175594452
commendable, traumatic: 1.47568585184
obscure, professional: 0.865576886606
doubtful, held: 0.085865448518
private, spontaneous: 0.860851664546
admirable, quality: 1.15146073564
objectionable, usable: 2.03266740353
broader, customized: 0.93346443785
conflicting, frail: 0.975027093173
frightening, knowledgeable: 1.04016877728
happiest, positioned: -0.09288595538
absent, fiine: 0.0
peripheral, unfathomable: 0.495806287347
deficient, exceptional: 1.39377486599
contained, invisible: 1.78644779544
full, improper: 0.213404722233
insatiable, maximum: 0.45998746079
attainable, liable: 1.22004479538
fuzzy, underpaid: 0.398595717844
decisive, stuffed: -0.022755900591
negative, negative: 7.37036564007
entitled, uptight: 0.37798766514
mysterious, sluggish: 0.468777401997
emotional, relaxing: 1.69639387464
hence, imported: 1.08681951791
improvement, managed: 0.053025500396
case, well-balanced: 0.0
documented, sorr: 0.0
gravest, pricey: 0.531381600478
meaningful, transient: 0.845544759714
diversified, well-armed: 0.0
require, thank: 1.27000673697
complete, reai: 0.0
incongruous, panicky: 1.34576219985
dedicated, mobile: 0.768804123632
declared, jack: 0.012237025121
monstrous, weirder: 1.69658510307
disgusting, private: 0.459972494244
rugged, weak: 1.72500974617
emerged, recurring: 0.893228077258
idle, sketchy: 0.550946002825
maximal, unjust: -0.009545670025
non-toxic, stressful: 0.0
her, patience: 0.383929000398
sixth, softer: 0.338544756484
nothingg, trashy: 0.0
even, stupide: 0.0
greedy, voluntary: 0.118589877326
co-operation, furthest: 0.0
crude, n'tunderstand: 0.0
retrievable, sufficient: 1.90688324936
meritorious, remaining: 0.094458502405
instructive, tough: 1.61909377563
acute, vital: 1.18068184185
physically, tolerable: 0.849844700019
syrupy, unfit: 1.02452013738
rude, winning: 0.253415008905
classy, fertile: 0.631541220142
competence, ill-equipped: 0.0
hourly, vigilant: 1.21529883615
fruitless, tedious: 4.83967225573
academic, positive: 0.678736348923
intense, racked: 0.535518413416
felt, self-sustained: 0.0
baby-sitting, monthly: 0.0
commonplace, costly: 3.0436112202
executed, launched: 1.79155607517
marvelous, risky: 0.538160961831
planning, worried: 1.094638304
10, needy: 0.0
little, naughty: 1.55725937987
agile, pro-choice: 0.0
injured, speaking: 0.822824344189
alert, unfortunately: 0.636939963872
ample, untouched: 1.70958463808
challenges, tonight: 0.786261631916
arduous, tiny: 0.242048081759
miscellaneous, unscathed: 0.600639205107
constantly, ill-treated: 0.0
-lnteresting, well-informed: 0
opening, poverty-stricken: 0.0
most, unanimous: 0.553227201462
authorized, visible: 0.992301309922
aware, necessary: 1.33261383142
comprende, speaking: 0.898556939296
flawed, multi-threaded: 0.0
executory, nearly: -1.16340009884
creation, opposite: 0.070777510979
warmer, woolly: 1.84690706773
excluded, fake: -0.141425148557
dissimilar, due: 0.54534037361
pleased, sicker: 0.311048376676
everywhere, state-owned: 0.0
anonymous, malicious: 2.45966820169
angry, patentable: 0.112829496537
nominal, old-fashioned: 0.0
international, legible: -0.130522290159
breadth, happened: 0.148280730625
binding, volatile: 0.378085691913
thankful, vested: 1.1364412596
nineteen, sold: 0.593124289918
hostile, user-defined: 0.0
academic, finer: 0.271046158238
extraordinary, moreover: 0.861979872793
internationaux, magical: -0.146467893307
integrated, well-structured: 0.0
expedient, unfeasible: 3.17370929308
resolute, sir: 1.33359671672
firm, theoretical: 0.522605341423
lengthier, sustained: 0.758648689207
dead, mainstream: 0.296322869076
battered, strong: 1.43932624423
briefly, overwrought: 0.856327967625
alone, rarely: 0.909268319663
cheerful, many: 0.585354807492
big, risky: 1.27256773569
fall, old-timer: 0.0
shipshape, something: 1.06406781789
astounding, co-ordinated: 0.0
gracious, truthful: 3.07302849313
egregious, unreasonable: 3.30080831462
considered, damaged: 0.970233529785
obscene, regular: 0.725499653381
spontaneous, unsavory: 0.841016833098
shocking, significant: 1.3666052036
far-ranging, hurting: 0.0
fbl, stocky: 0.0
chloe, wetter: 0.137029454336
expedited, move: 1.28739578449
durable, low: 1.50861649969
dead, understandable: 0.50753824402
dandy, rigid: 0.604243698254
efficacious, fabulous: 0.324685101171
her, perplexing: 0.325177801179
extensible, stupid-looking: 0.0
frozen, interdependent: 0.509517851197
fair-minded, uniformed: 0.0
pathetic, two-fold: 0.0
nominal, refined: 0.242308612552
practicable, secretive: -0.169497373735
irritable, solemn: 1.64353754772
independent, topical: 0.421653945328
disrespect, hysterical: 1.36859665638
based, topnotch: 0.6011268955
inexcusable, non-compliant: 0.0
kiddo, silent: 0.12323826584
choosy, illusory: 0.152634034376
definite, earlier: 0.523344739354
poorest, priceless: 1.28556685249
conscious, subtler: 2.01616463778
peaceful, snarky: 0.707916175613
counter, inviolable: -0.306281539246
perpendicular, well-documented: 0.0
wasted, worrisome: 0.10160924091
forward-looking, miniscule: 0.0
differently, om-mazing: 0.0
better-iooking, unspoiled: 0.0
blinded, history: 0.19727196035
clinically, effectively: 1.57410689298
bothersome, clinically: 0.967142938388
depressed, interested: 1.80296639158
acceptable, extraneous: 1.27159111853
colossal, timid: 1.30708348693
payable, polite: 0.705072020714
dopey, received: -0.175464467807
admitted, indispensible: -0.179038652773
developing, doing: 1.2513726481
lonesome, risky: 1.03593732057
dispute, manufactured: 0.302816006667
archaic, nobler: 1.69459593294
filed, speedy: 1.1231852832
rough, see-through: 0.0
shipshape, thanks: 0.490799805022
gratifying, two: 0.293465666598
admirable, tom: 0.255172881926
heterogeneous, subject: 0.243591513297
final, now: 0.447688666968
understood, woken: 2.32393978945
doin, inside: 0.235343346966
hotter, upstanding: -1.25742261748
better-educated, oral: 0.0
defined, elaborate: 0.457801832762
integral, potential: 0.73659679702
emerged, sounder: 0.578878272981
extirpated, pragmatic: 0.774471136454
anti-constitutional, fuller: 0.0
infuriating, unharmed: 0.864530795254
addition, encompassing: 0.493697874966
abolitionist, homesick: 0.976824624014
horny, tiresome: 2.91251331857
confused, larger: 0.476396361329
exaggerated, subtle: 2.09187306499
bare, narrower: 1.50448932351
challenged, thin-skinned: 0.0
holy, princess: 1.79888136508
jittery, troubled: 2.59943059773
challenges, targeted: 0.057054598359
ample, static: 0.50461680533
jolly, meaner: 2.51174941223
ripe, timed: 1.26986394567
everyone, than: 0.521398649525
goal, reasonable: 0.525341082042
better, disastrous: 1.33395726944
damaged, fried: 2.44701453047
north, weii: 0.0
dedicated, everything: 0.420517644614
finite, underpaid: 1.53942399589
rationalized, therefore: 1.69801120851
injurious, patience: 0.051458108386
butthead, hip: 1.1744586964
fiercer, focussed: 1.37819760975
fragmented, middle: 0.467955076681
adaptable, superficial: 0.624561392665
disquieting, smoother: 0.587232502706
morbid, wholesome: 2.02883595424
commended, secretive: 0.754161948532
knowledgeable, recurring: 0.411482965366
ethical, whole: 0.751814913531
better-iooking, iittle: 0
physically, someplace: 1.48708821005
genius, remote: 0.097640333827
acquired, defunct: 1.71833942562
dazzling, information: -0.301919560058
environment-friendly, frustrating: 0.0
cute, ecologically: 1.62860042379
happiest, patchy: 1.17130785664
favourable, reduced: 0.0
blunt, wreckable: 0.0
inviolable, unattainable: 2.45546931314
indispensible, nouveau: 0.972273160821
insurmountable, regardless: 0.885673685928
ioyal, swift: 0.0
equivocal, inconvenient: 1.81681889864
generic, irrational: 1.20037470998
busy, effectiveness: 0.018616322608
nifty, written: -0.040455284348
least, permissible: 0.900679856435
potent, sounder: 1.35772036127
arranged, wealthiest: -0.267051253975
freaky, speedy: 0.257318587245
contradictory, zesty: 0.697588419069
alright, brittle: 0.832604331471
here, interdependent: 0.638630526411
gratuitous, rugged: -0.160282108418
best, frustrated: 0.611460384252
interoperable, stir-crazy: 0.0
rooted, truly: 0.814113532081
complicit, irresponsible: 3.78519860096
sweetheart, unconventional: 0.985511779019
unseen, visibility: 0.39840985098
acclaimed, inter-related: 0.0
faultless, messy: 1.56150396403
droll, non-compensatory: 0.0
although, high-cost: 0.0
crafted, win: 0.413674112565
contentious, technical: 0.656986392703
beastly, defenceless: 0.0
excluded, hurtin: 0.02169049289
feasible, sincere: 1.52786968379
plentiful, pronounced: 0.516068760286
catastrophic, modern: 0.81694035721
state-owned, yellow: 0.0
deceptive, sustainable: 0.571233969061
-surprised, touchy: 0.0
aroused, frequent: 1.23674833668
aesthetic, odd: 1.15803471748
comforting, multicultural: 1.21341597209
anti-constitutional, re-routed: 0
goofy, ill-conceived: 0.0
gracious, introduced: 0.256398468633
n'tunderstand, overworked: 0.0
advantaged, scandalous: 0.941195223485
funnier, nobler: 5.15542469229
identifiable, usable: 2.46062287062
confused, good: 0.775630440385
impoverished, rigorous: 0.26357820488
america, multi-ethnic: 0.0
ago, sovereign: -0.043319434906
filed, outermost: -0.144751152301
etc, sold: 0.076410437572
e.g., longer-term: 0
formed, unsatisfactory: 0.166059901202
aforesaid, year: 0.052485648339
extant, hardest: -0.155446510964
regularly, usable: 0.623108578472
fraudulent, sufficient: 0.977531298515
export, impossible: 0.526114856341
freely, specialised: 0.0
closer, interestedin: 0.0
