created, precious: 0.423683984603
fascinated, innocents: 0.355052373271
reciprocal, topical: 0.237697811604
delay, representativeness: 1.10629986937
boy, troubling: 0.37824372703
drenched, missingg: 0.0
eco-friendly, iegitimate: 0
stress-related, tolerated: 0.0
nicer, palatable: 3.59192535364
find, sufficient: 0.473106674898
dispute, extraordinary: -0.024960037788
candid, psycho: 0.799100241256
shortest, whilst: 0.513018958857
geographical, observant: 1.25011473345
re-routed, well-reputed: 0
delicate, large: 1.09124114524
costly, unwelcome: 2.37536707391
orderable, physically: 1.19871868216
endemic, stunning: 0.578983920629
horrifying, second: 0.180603447708
coarser, ridonc: 0.0
condescending, smooth: 1.09498335052
alone, chaotic: 0.601657263309
foreseeable, perpendicular: 0.929336064642
unconditional, undemanding: 1.38107154798
although, truly: 0.25646435363
malignant, qualified: 0.291374586869
fortunate, mostly: 0.342418129792
inviolable, steady: 0.519232107885
cost-effectiveness, sure: 0.0
abnormal, well-organized: 0.0
bereft, hooked: 0.686687419159
indefensible, publicly: 1.30527175491
roll, visible: 0.39068033403
still, zesty: 0.356113482154
functional, worthless: 1.28283108292
broke, sovereign: 0.17380726244
efficient, fruitless: 1.21555694424
simillar, some: 0.368885092223
run, stark: -0.08782337342
cheap, substantial: 0.716017372663
religious, ungrounded: 1.41713381754
twofold, unendurable: 0.810736348783
absolutely, sane: 1.70856478319
screwy, well-filled: 0.0
complicated, forward-looking: 0.0
fuckin, okey: 2.7783282846
ill-founded, vice-chairmen: 0
admiral, democratically: 0.870241693422
culturally, helpless: 0.689617793092
superfluous, supplemental: 1.15410789416
flattering, largely: 0.203778024726
nosey, symmetrical: 0.0
released, toast: 0.210248896276
astute, powerless: 1.1934418541
lesser, sporadic: 1.30768556573
mid-sized, pro-active: 0
nascent, sincere: 0.476093471869
altered, dumb: 0.829993552053
bold, minus: -0.053162654746
revised, well-served: 0.0
frightful, guilty: 0.865401211797
prudent, unforeseeable: 2.38250692515
distinguishable, newsworthy: 2.54239208638
marked, mild: 1.14195133047
harmonised, steadfast: 0.0
dire, nosy: 0.168266733406
really, sale: 0.196523430609
actually, petite: 0.222052107217
hon, pointless: 1.89637710996
hotter, stagnant: 2.06879045793
coming, ecologically: -0.287266412729
certain, co-funded: 0.0
certain, heterosexual: 0.940111494808
correct, reyes-torrena: 0.0
flagrant, heavy: 1.19201679835
dodgy, renowned: 0.60599745964
enjoyable, first-class: 0.0
oral, well-protected: 0.0
scheduled, warned: 1.12264903131
course, functional: 0.204207353838
annoying, intractable: 2.4125554642
well-planned, well-positioned: 0
antiquated, broader-based: 0.0
correct, defenseless: 0.649363892881
formed, uncertain: 0.131683180284
democratically, ever: 1.28719075392
nonsensical, unequivocal: 1.65538361762
inoffensive, stubborn: 1.28826726734
brittle, winning: 0.449317612319
bygones, locked: 1.12203631264
by-election, uncontroversial: 0.0
coherent, self-contained: 0.0
all-inclusive, corresponding: 0.0
her, prolonged: 0.331182891743
indiscriminate, smarter: 0.446645666755
crowded, oral: -0.433999709503
basic, strongly: 0.447200717595
omnibus, significantly: -0.505620628054
numerous, only: 0.626740408871
favourable, restless: 0.0
eccentric, fried: 1.59428705455
cold-rolled, rooted: 0.0
effective, for: 0.593799826722
intelligible, unprofessional: 1.48826171429
hard, rad: 1.6311068193
controversial, substantiated: 0.455525137751
guilty, upbeat: 0.628879797193
built, majeure: -0.280119827728
change, indefensible: 0.896211932243
bored, more: 1.26464382382
do, trashed: 0.91526055667
costly, credible: 0.874823667356
question, reconcilable: 1.1417040721
inappropriate, symbolic: 1.91489841733
doing, rooted: 0.556282530026
export-ready, overambitious: 0.0
determined, multiple: 0.598623767413
infrequent, stay: 0.823766903277
desperate, overkill: 0.904002957598
accountable, disastrous: 0.857336420893
discrete, robust: 1.49726476018
even-handed, ravenous: 0.0
pitiable, unforeseen: 1.02488806671
lookin, observant: 1.25010748797
by-election, laddie: 0.0
answerable, wacko: 1.12338076408
first-hand, lofty: 0.0
energy-efficient, persistent: 0.0
christian, re-established: 0.0
egocentric, resilient: 1.22459401797
permanently, some: 0.328872172455
abusive, exceptional: 1.09309441803
scientific, uneasy: 0.312574204639
built, unworkable: 0.903657755695
expedited, firm: 0.924784386312
advisable, starker: 0.179365485307
characteristic, with: 0.690532387258
cold, inter-dependent: 0.0
juicy, tentative: 0.551256793032
bothersome, eastern: -0.209763097118
medium-sized, slight: 0.0
lonesome, poorest: 0.95941992052
spent, spooky: -0.012166450871
adjacent, sympathetic: 0.419490418301
diminished, experienced: 1.04677791962
contemptible, recognised: 0.0
second, well-established: 0.0
substantive, uneconomical: 0.835919040994
subdued, viewable: 0.454764927185
mesmerizing, shallow: 0.870457193141
irreconcilable, minus: 0.698697519765
absent, sized: 0.233021485123
ensure, observant: 0.575466692
dispersal, well-developed: 0.0
functioning, magical: 0.118264939277
academic, futile: 0.488826582714
hardest, individual: 0.838865295857
awake, ruthless: 0.449103754078
confidentiality, stout: -0.300609085525
busted, wide: 0.696742735337
adulthood, indisposed: 0.661557966502
grumpy, policy: 0.387407528784
explicit, priced: 0.062549143289
customized, excellent: 1.58447921766
-ready, win: 0.0
applicable, whassup: 0.25895469286
honoured, safer: 0.0
exemplary, murderous: 1.41521333583
crass, sleeping: -0.152522398982
elle, miscellaneous: 1.41183080124
unfit, upright: 1.80807170681
proper, secured: 0.471026698241
nude, trippy: 1.8034055197
clerical, victorious: 0.297476195246
available, vast: 0.663224566438
illogical, multifaceted: 1.11829867112
isolated, pro-poor: 0.0
authoritative, tepid: 1.26671924157
logical, wrecked: 0.097379472869
perilous, predictability: 0.992522315997
realist, security: 0.5966668504
closer, obscene: -0.190949317351
courteous, equipped: 2.0152498924
prime, resilient: 0.766132165921
fried, overheard: 0.486634764545
content, wealthy: -0.11077475325
slight, weirder: 0.734827876086
dreamy, see-through: 0.0
declared, truth: 0.464114477469
suspect, twenty: 0.194545252825
neutral, second: 0.863544088198
material, proportional: 0.816592137306
abysmal, sir: 0.939874596374
disgusting, straightaway: 0.798639576221
adaptive, long: 0.554807060981
knackered, thin: 2.00364692621
cost-effectively, suspected: 0.0
aging, elle: 0.90133792544
crystal-clear, foul: 0.0
okey, user-friendly: 0.0
respected, troubled: 1.2860016647
ill-founded, weakest: 0.0
protracted, surrounded: 0.453642784428
abhorrent, s-sorry: 0.0
delay, subordinate: 0.161599096951
cowardly, happening: 0.928274735502
delicate, iil: 0.0
consistent, moister: 0.889191403146
awareness-raising, voluntary: 0.0
far-reaching, juvenile: 0.0
odd, random: 2.48809904244
drastic, luck: 0.668337897108
far-ranging, stout: 0.0
erroneous, five: -0.161005202073
hiv-positive, underage: 0.0
arming, instable: 0.864116033913
comercial, primary: 0.521590059378
across-the-board, historical: 0.0
laddie, pure: 1.43661123089
astounded, internal: 0.173371215776
junior, self-governed: 0.0
applied, interestedin: 0.0
collective, sultry: 0.259347839935
severely, technically: 1.10740154622
anti-constitutional, inhumane: 0.0
need-to-know, tedious: 0.0
enabled, wetter: -0.31410450267
fatal, inoperable: 2.45332169995
demand-driven, relaxing: 0.0
desperate, surer: 1.47285162913
neighbours, unitary: 0.0
astounded, ill-founded: 0.0
exactly, naturally: 1.51809779888
supra, unaffordable: 1.21763908847
appealing, surprising: 1.99848692015
fun, two: 0.244341269115
abysmal, reasonable: 1.27055383793
baby-sitting, clueless: 0.0
heart-warming, owned: 0.0
complacent, well-protected: 0.0
cost-effective, really: 0.0
all-inclusive, sweetheart: 0.0
premier, princess: 1.45110763707
acknowledging, such: 0.595517455426
freedom, plausible: 0.503934928182
1st, jumpy: 0.228224363921
mind-boggling, shorty: 0.0
heterogeneous, savage: 0.441383805836
analogous, enjoyable: 1.13140594038
rather, unlucky: 0.226878625639
increasingly, recently: 0.365742924244
mainstream, vis-: 0.0
administered, dim: -0.04464323257
secured, unpredictable: 0.354616025633
distasteful, innovative: 0.571846005461
comprende, thrilling: 0.05727880566
compensatory, dreadful: 0.65775354701
freak, l: 0.507921383237
culturally, lead: 0.170316628098
iate, twisted: 0.0
unsustainable, virtuous: 1.81368883493
definitive, disappointed: 1.00342771115
dressed, sal: 0.79472434877
inconsequential, redeemable: 1.22977958201
geek, winning: 0.379606604632
hlv-positive, suck: 0.0
far, unaware: 0.46916492821
closer, discriminate: -0.416097331549
bulletproof, instable: 0.713194242377
funnier, unspoiled: 1.09186232403
positive, ripe: 0.302440414251
insecure, tepid: 1.12037977453
appointed, juicy: -0.29667447237
irate, safe: 0.305129827334
-surprised, momentary: 0.0
immersive, targeted: 0.768305977373
likable, pleasant: 3.50534037741
fully, mobile: 0.425076754748
establishment, fucked-up: 0.0
arbitrary, filed: 0.500422288643
-good, idle: 0.0
intensive, slightly: -0.158385125838
honest, ubiquitous: 0.249380917821
circumneutral, tighter: 0.0
all-inclusive, deficient: 0.0
savage, swift: 2.4540701187
balanced, upset: 0.989520732288
nonexistent, ridonc: 0.0
justified, young: 0.046548890256
inspirational, unpublished: 1.15507920002
chubby, skeletal: 3.10645476474
in-progress, regretful: 0.0
completely, harmonised: 0.0
biggest, sobering: 1.81405032959
hands-on, ingrained: 0.0
fine, shit: 0.754198922794
excellent, terrorized: 0.244719600688
co-funded, undetectable: 0.0
chosen, faster: -0.301267661307
geek, unusual: 0.464618753856
dire, firm: 0.320963068923
confused, reciprocal: 0.706513317246
opening-up, overlooked: 0.0
quadruple, recent: 0.462751795145
equally, fucking: 0.894558118925
heterosexual, out: 0.045039164739
distracted, interim: 0.011710151477
carefully, underlying: 1.3785922127
comprehensively, multi-dimensional: 0.0
cuter, easiest: 1.96983716097
every, plenty: 1.13087215005
appropriate, honorable: 1.95019908375
past, vulnerable: 0.174133594485
noted, pitiable: 0.153753159839
awestruck, cher: 0.463948282539
profound, trippy: 1.99977899701
corrupt, muted: 0.067785558247
distribution, short-term: 0.0
overkill, try: 0.478161773666
critical, everyone: 0.677243104082
conventional, nessessary: 0.0
disrespectful, held: 0.602600129727
professionally, swift: 0.273951304399
clear, fuzzy: 1.76200296191
antsy, preferable: 1.13652073435
clara, one-sided: 0.0
synergistic, unimpressive: 0.386725964263
unable, weirder: 0.02095066658
hateful, obscene: 4.69183813632
little, peaceful: 0.63171632924
offensive, soaring: -0.228631361253
insupportable, solidarity: 1.16146576217
relaxed, unseemly: 0.756087253098
referenced, unreal: 0.578996202634
agreeable, lukewarm: 2.67774820256
elevated, sentimental: 0.41769136434
pristine, somewhat: 0.482720857498
deserted, untenable: 2.53540858917
attractive, victorious: 0.477436415819
some, speaking: 0.310265728443
evey, improved: -0.018395335328
clinically, normally: 0.749285859148
buoyant, doubled: 1.90383436256
excluded, hey: 0.513020026354
impossible, subject: 1.3549215953
other, well-founded: 0.0
lazy, uniform: 0.019126368127
freezing, matched: 0.34957737236
heterosexual, speedier: 0.157791607229
forthright, hopeless: 1.30622483592
economic, moronic: 0.006301706169
legality, ungrounded: 1.47697069181
developed, extirpated: 1.65848961989
published, snappy: 0.26615079951
biggest, undetermined: 1.26378903244
merry, topnotch: 1.52149623213
obligatory, patent: -0.171598610861
announced, day: 0.44187077048
accustomed, applied: 0.804412342035
brutal, self-sufficient: 0.0
diminished, routine: 0.319123787653
classy, narrow: 0.894521906403
ok, supported: 0.7724014995
dearer, warmer: 3.54319001605
enlarged, lowest: 0.165836236877
dull, opposite: 0.861985442814
direct, major: 1.16497445802
forthcoming, overridden: 0.370423900014
heart-warming, undecided: 0.0
earliest, soothing: 0.49651481433
co-chair, courrier: 0.0
phat, preferable: 0.881421052884
rock-solid, uncontroversial: 0.0
high-quality, invariable: 0.0
flashing, ma: 0.882311173415
longitude, paradoxical: 0.856329218473
newer, trashed: 0.736642202254
free-standing, problematical: 0.0
pushy, woolly: 2.21803685348
cost-effective, strongest: 0.0
important, unfounded: 0.61441236159
handsome, legibly: 1.28158822352
issued, latter: 0.086758963966
immaterial, protected: 1.34324151669
cute, remaining: -0.182357587111
forceful, negligible: 0.954355053132
mixed, offensive: 0.767990237723
cosmetic, worried: 0.600668320378
creative, inexplicable: 0.700829527985
educational, unconscionable: 1.35908869771
irrational, scarcer: 1.36559643834
foremost, humiliated: 0.238270206863
initial, small-time: 0.0
implacable, improvement: 0.072919183505
completely, liked: 0.436701285794
comforting, horrifying: 2.83290969278
demented, goal: 0.115737951561
multifocal, telling: -0.866542087023
galore, that: 0.346151011385
responsibility, self-conscious: 0.0
industrial, nice: 0.358742122883
committed, multi-ethnic: 0.0
elementary, funded: 0.711253519098
elderly, naturally: 0.197544175863
exhilarating, inoperable: 0.58085830033
requested, underprivileged: 0.415912215006
dickish, stimulating: 0.933028501797
creditable, despicable: 1.71947461665
overkill, sleepy: 1.5813743852
inhumane, rising: 0.378669715149
adequate, unfortunate: 0.955309565493
innumerable, undesirable: 1.75475251803
batty, unnecessary: 1.62749502152
graver, honoured: 0.0
completed, unique: -0.028973069378
allright, comprende: 1.56311705185
education, unsustainable: 1.35795027171
de-insured, thus: 0.0
conservative, thin: 1.34070449517
changing, weii: 0.0
targeted, thin-skinned: 0.0
distraught, timid: 2.81389067635
intriguing, overridden: 0.135852170451
agreeable, relentless: 0.730727770088
spotless, unfilled: 1.74992275695
nonexistent, unavailable: 3.03619080398
ail, sturdy: -0.214263136756
dope, untenable: 0.774109563649
dainty, solidarity: 0.454917980123
illegal, obliged: 1.91187039243
becoming, long: 0.587760641949
phony, verify: 2.8007413308
acceding, dramatic: 0.061000802965
subtler, unfettered: 1.32562475485
destitute, sadly: 1.43447199086
immense, infeasible: 0.916854277391
co-chair, rapid: 0.0
ok, well-maintained: 0.0
briiliant, observed: 0.0
problematic, unsavory: 2.99276010796
sufficient, wealthier: 0.837885984948
almighty, long-standing: 0.0
accused, suspect: 3.22788490324
unbalanced, well-reputed: 0.0
sufficient, warned: 0.562196347083
dynamite, handicapped: 0.553987810254
fabulous, rampant: 0.392060892503
advanced, case: -0.285503362916
-, definite: 0.0
compared, prohibited: 0.514160941147
nonexistent, south-east: 0.0
fucking, inexcusable: 2.36548645339
breadth, solid: 0.737923544458
housebroken, negligent: 2.18150831784
interested, woolly: 0.529096724328
admiral, mentioned: 0.26325814046
non-transparent, well-organised: 0
brand-new, comin: 0.0
cuter, ghastly: 1.35201124416
okey-dokey, tragic: 0.0
implacable, perfect: 1.1989047858
opportunity, understood: 0.525450039225
connected, wonderfui: 0.0
eccentric, medium-sized: 0.0
enlightening, sloppy: 0.967403131959
excited, pivotal: 2.04172408009
america, working: -0.112665919894
optional, ruthless: -0.544079517654
helpful, pro-active: 0.0
leave, sick: 2.17390098812
illustrative, patentable: 1.78196797694
