mla, welcome: -0.208809581378
eerie, expandable: 0.278222952054
comprehensive, odious: 0.756735445834
acknowledging, disgusting: 0.343732711804
3rd, suspected: -0.07653683552
achievable, needy: 0.359514650135
export, welcomed: 0.447193586214
sincerely, skinny: 0.164233383117
comprende, implementable: 0.914491542383
conducive, laddie: 0.39181950449
arguable, vigilant: 0.173186655721
co-, uppermost: 0.0
good-natured, positive: 0.0
critical, progressive: 0.99562854292
considerable, strange: 0.755473819517
humbled, well-suited: 0.0
as, psychotic: 0.519069588717
marked, western: 0.440058771796
effectively, lightweight: 0.352877496347
implementable, suicidal: 1.27809199544
loveable, recurring: 1.12658697315
compulsory, try: 0.261492738619
predictability, two: 0.215524210343
detrimental, two: 0.000346277455
ill-founded, ungrounded: 0.0
hateful, long-standing: 0.0
funky, unified: 0.47764085222
arduous, competent: 1.25158320931
patience, surer: 1.54326103409
encompassing, non-exclusive: 0.0
massive, vain: 0.480918269347
debated, placed: 0.848970726206
subsidized, tolerable: 1.01541823576
co-financed, house-trained: 0
prescriptive, requested: 0.738970106558
prolonged, spooky: 0.059127566081
folks, multifocal: -0.024487082404
silly, value: 0.540251169828
intelligible, untenable: 1.82124808039
unfortunate, vast: 0.352844493003
scarce, vain: 1.77681949449
ignorant, irritating: 2.59402444724
good-looking, striking: 0.0
commitment, multifaceted: 1.63575419458
1st, righteousness: -0.089084076023
assured, cheerful: 1.42584769021
self-executing, unthinkable: 0.0
mid-sized, transient: 0.0
drunken, rebatable: 0.0
acquainted, large: 0.12875543565
losin, talkative: 0.579744220073
nosey, sooner: 0.0
subsequent, synergistic: 0.738304709039
plausible, self-serving: 0.0
approved, undeveloped: 1.2118524246
self-sufficiency, thin-skinned: 0
polished, ruined: 0.91898672743
individual, simplistic: 1.29874912975
mama, quickly: -0.014276877715
classified, transparent: 0.930109103992
1st, circumspect: -0.122984299461
perfect, relatively: 0.92968366578
lamentable, unjust: 2.65664220017
hasty, prejudicial: 3.5053252683
groundless, tiny: 0.241172499249
absolutely, exhausting: 1.92374784891
free-of-charge, green: 0.0
healthy, northeastern: -0.339214435324
okey, unwell: 1.20769592686
comprehend, princess: 0.342193351219
richest, rusty: 0.026431155075
dissimilar, systematic: 0.730448636831
recognized, rising: 0.459640494172
well-timed, yearly: 0.0
awaited, historical: 0.309635062254
by, publicly: 0.896825623889
overripe, quiet: 0.884185744594
chickenshit, subtler: 1.51308852423
goofy, irritating: 3.02835165269
latest, sacrilegious: 0.44839267341
gross, inconceivable: 0.734414955075
magic, stark: 0.746711421576
launched, well-planned: 0.0
increasing, terrible: 0.591073268806
pretend, weird: 2.13146635721
impracticable, usual: 0.114423944881
aging, undeniable: 1.88632790364
kinda, subject: 0.424841922597
unanimous, unscathed: 2.46211761047
compensatory, well-educated: 0.0
blinded, formerly: -0.250086327512
end-to-end, predictability: 0.0
disconcerting, puny: 1.62189725946
ill-treated, just: 0.0
called, destabilizing: 0.544454516437
individual, separate: 1.71324492231
related, striking: 0.185977033237
cultural, substandard: 0.273166065632
implausible, obtainable: 0.767221332867
babe, justification: 0.299644713685
entitled, minute: 0.483480652539
discussion, tempting: 0.149999265404
gorgeous, insupportable: 1.0080991127
informative, inter-connected: 0.0
disproportionate, well-off: 0.0
dark, non-exclusive: 0.0
audience, topical: 2.03027647953
identical, unprotected: 1.49196294227
improving, ubiquitous: 0.200923861565
inestimable, prior: -0.029208536783
cynical, designated: -0.530121469147
characteristic, rigorous: 0.540773080836
motivation, nathan: -0.057677369621
on-going, shitless: 0.0
disproportionate, multifaceted: 0.802800638356
logical, well-organized: 0.0
require, sorr: 0.0
alien, removed: 0.571101904546
changed, luminous: 0.546123120948
daily, identical: 0.746852232275
efficient, missing: 0.060704201616
bull, currently: 0.263248778507
deeper, patent: 0.152698069128
quiet, sounder: 0.30868892748
enchanting, fair: 0.53996672008
depressing, win: 0.503208876006
luminous, treble: 1.24645189121
lowest, uppermost: 2.81538023024
dying, under-inclusive: 0.0
accountability, meaningful: 2.09880829216
around, promptly: 0.723704833158
discriminate, korea: 0.872451234194
brittle, momentary: 1.60308138338
commonplace, humbled: 0.696094663565
quickly, sorry: 0.56474758465
publicly, strange: 0.235821722233
catastrophic, worldwide: 0.92404459939
resolute, tiny: 0.422612871992
one-sided, three: 0.0
degrading, donkey: 1.06914577653
inferior, unprecedented: 0.637061731261
non-specific, old-timer: 0
alarmed, conscientious: 1.97178863175
especiaily, truth: 0.0
big, skilled: 1.07664149296
headstrong, sustainable: 0.089422234598
discernible, fall: 0.284156496207
equipped, seventh: 0.115893071192
myself, variable: 0.332457702225
egocentric, inconvenient: 1.83463328342
organized, scanty: 0.854844702364
bravest, confident: 0.798680765741
dre, secret: 0.809347414709
justified, lookin: -0.027618337447
blunt, elected: 0.838549871035
forthcoming, unspoiled: -0.27378822775
geek, unsavory: 0.2094238295
deadly, innovative: 0.564694904682
shielded, unwholesome: 0.568272018647
inquisitive, judicious: 1.86185931096
reasoned, unbecoming: 1.51771307901
immovable, tabled: 1.28889319
bureaucratic, geek: 1.97505533527
education, fearful: 0.495893163421
across-the-board, miniscule: 0.0
democratically, incomprehensible: 1.15427292603
all-inclusive, recognizing: 0.0
cleverer, minimal: 0.338497468881
idiotic, pretend: 2.59213613569
famous, ineffectual: 0.032620687279
attentive, understand: 1.93080166512
heavy-handed, life-long: 0
european, unjust: 0.963886751037
overlooked, radiant: 0.341616023216
immediately, indicated: 1.12708105876
black, shiny: 2.29040158002
lesser, tan: -0.682352697488
additional, uneven: 0.662821710036
accordingly, secretive: -0.458949328976
crazed, popular: 1.3795390579
flashing, focused: 0.025685801041
hands-on, single-ranked: 0
continued, peaceful: 0.980780113167
final, reyes-torrena: 0.0
fancy, formerly: -0.135963961194
comforting, succeed: 0.680907363649
complimentary, noteworthy: 1.51390532292
alright, unexpected: 0.225420553464
enrolled, sophisticated: 0.534362181149
softer, weii: 0.0
others, prevailing: 0.510408310413
murderous, tenable: 0.828196727139
geographically, overpriced: 0.783264124086
challenges, high-quality: 0.0
bankrupt, gentle: -0.778581213569
ambitious, frightful: 1.20905965964
rebatable, variable: 0.0
constructed, negative: -0.032361478291
varied, well-reputed: 0.0
applied, tied: 0.965401742247
hinky, remediated: 0.837045065569
bold, squat: 0.5613527251
fragmented, vigilant: 0.864020077816
extraneous, top: 0.186024706445
incredible, sloppy: 1.22849691922
disingenuous, reduction: 0.866599861565
lightweight, scanty: 0.4795769472
broken, twelve: 0.379631309006
obsolete, wrongful: 0.547453044664
arbitrary, between: 0.18447358466
deficient, heartening: 1.12019305651
able, thorny: 0.083505385992
forgiving, puzzling: 1.58530853338
reasonable, visual: 0.80564326262
desirable, smart: 1.19095791037
attention, free: 0.097010326783
permanent, profitable: 0.95568344712
15-year-old, unseemly: 0.0
erected, large: 1.09518253845
too, touching: 0.828498418114
doomed, more: -0.040999368092
real, troubled: 0.188487073612
obsolete, wealthy: 0.021928842174
brief, righteousness: -0.225089978888
adjusted, patronizing: -0.047482331366
luckier, taller: 4.95656995438
modernizing, understand: 0.780894090969
illiterate, launched: -0.013137030015
concerted, ravishing: 0.710323019105
across-the-board, others: 0.0
naive, skilful: 2.75331855256
adversarial, foolproof: 1.11086506189
business-friendly, robust: 0.0
embarrassing, heaviest: 1.48247695003
complementary, doomed: 0.256393667991
insincere, well-armed: 0.0
dotty, immense: -0.550792446465
resistant, uneconomic: 2.68753219172
marine, principally: 1.19391380941
grouchy, theoretical: -0.387541256945
painful, several: 1.02022285714
humiliated, regretful: 3.1084824891
anti-constitutional, scarce: 0.0
globalization, unpredictable: 1.41776061699
creative, foutu: 0.0
than, year: 1.08400160216
lesser, unrestricted: 0.698462977608
cold-rolled, quicker: 0.0
ecstatic, flawed: 0.639265963158
-lnteresting, stronger: 0.0
implacable, reduced: 0.615141759958
infeasible, lonesome: 1.16718491596
far-reaching, tempting: 0.0
meticulous, off-the-record: 0.0
gorgeous, violated: 0.146729568712
orderly, sweetheart: 0.226173811712
receptive, tentative: 2.3846764244
hard, legibly: 0.809383104125
natural, wholly: 1.24229429114
explosive, manifold: 1.62109799083
skilful, up-to-date: 0.0
armored, negligible: -0.182573097531
cruellest, shameful: 4.21746389403
invariable, yet: 0.563055042009
loveable, unused: -0.415354195643
heated, unbearable: 2.11854439847
challenges, spotless: -0.127775036607
shocked, supreme: 0.663296367279
astounded, horrific: 2.22947450823
attractive, unchanged: 1.79969224655
meaningful, thank: 1.18731320367
meaner, mid-sized: 0.0
completely, flat: 1.33147183091
repelling, south-east: 0.0
cross, one-sidedly: 0.0
accessed, organized: 1.5836810098
divergent, dumb: 0.593889028436
droll, zero: -0.051771452527
notified, seen: 1.35444964294
excited, missing: 0.533122613365
consultation, super: 0.052557023018
nearest, re-routed: 0.0
awaited, quickest: 0.547876263466
enraged, high-availability: 0.0
all, commended: 0.057085840268
cynical, indefensible: 3.30524658128
constrained, underdeveloped: 3.38733707183
automated, standard: 1.40073381127
cost-effectively, inhumane: 0.0
denser, favorite: 0.003089436082
helpless, wrong: 2.08441137592
controlled, perpetual: 0.811510129974
geographic, slim: -0.091711138864
developing, non-exclusive: 0.0
dissimilar, youth: -0.115202576683
instead, unbalanced: 0.690456616339
all, malicious: 0.545732231472
discernable, funky: 1.51126322069
oldest, soon: 0.762304836812
blind, certain: 1.36202846748
cleaner, non-partisan: 0.0
gratifying, wild: 0.525834086262
faint, meaningless: 1.45523987902
belligerent, divergent: 1.56263569433
insufficient, refusal: 2.07439213385
blunt, overloaded: 0.43574551807
lenient, thick: 0.810737899276
legitimate, pro-active: 0.0
emerged, ingrained: 0.911579823482
fraudulent, supplied: 0.428708608871
alone, requests: 0.332508927072
populous, statewide: 1.92043405743
generated, supplementary: 0.807808223648
open-ended, timelier: 0.0
ah, laddie: 2.61990068362
sluggish, well-paid: 0.0
bulletproof, remediated: 0.721925144304
donkey, franco: 0.939020549784
coast, pleasant: 1.04101283052
desperate, perfect: 1.63420184062
generalized, okey: 0.638333246395
legibly, unsavory: -0.219334930573
brighter, lunatic: -0.113127749726
delirious, smokin: 1.78150671954
noisy, well-treated: 0.0
fun-loving, thick: 0.0
dumb, undisputable: 0.521881194669
least, unable: 0.89747541913
relatively, unappy: 0.0
up-to-date, workable: 0.0
desired, need-to-know: 0.0
kid, sorry: 1.70190132776
grumpy, whilst: 0.568693775971
gay, squeamish: 2.5058981288
co-financed, sizeable: 0.0
neat, peachy: 2.25845311632
quiet, well-represented: 0.0
commensurate, powerless: 0.854778295563
easiest, out-dated: 0.0
beter, stronger: 2.21874083188
all-powerful, dishonest: 0.0
lovelier, uncanny: 2.41403140421
endearing, indisposed: 2.43615102582
explained, homosexual: 0.326397068898
delicious, doable: 2.09734505277
basic, shy: 0.516678327154
consultation, topic: 1.19244254394
equally, soon: 0.520767844018
counterproductive, deplorable: 3.29236261951
rampant, unrestricted: 0.934558384076
clearer, surely: 1.19353175798
brutal, hither: 0.080736974969
prompt, supplemental: 0.506756750846
built-in, unexpected: 0.0
accountability, self-evident: 0.0
compact, more: 0.417361692899
futile, sultry: 0.278244973189
entertaining, receivable: -0.148368626774
a-okay, nasty: 0.0
apt, e.g.: 0.0
restful, unbelievable: 1.30094060358
disquieting, persistent: 1.72275945708
dear, lucky: 2.2516601813
functionally, unequal: 1.04592547361
further, long-range: 0.0
archaic, year: 0.229647031685
nervous, self-governed: 0.0
appalling, unusual: 2.39084604188
existing, fast-switched: 0.0
bored, romantic: 2.39969223393
anxious, impoverished: 1.46243986321
recognised, splitting: 0.0
perfect, wish: 1.05593568732
elite, substandard: 0.856695551625
good, unscathed: 0.919697959758
smaller, splendid: -0.051765826243
few, thoughtful: 0.995643698168
fearful, magical: 0.881479758682
attention, commercial: 0.169833180341
innovative, subsequent: -0.215159464019
controlled, seventh: -0.052205565106
sincerely, tom: 0.717465081861
observant, sexy: 1.82769039051
answerable, iittle: 0.0
cheaper, supportive: 1.12175632241
graduate, unappy: 0.0
intriguing, steep: 0.629860577941
optimal, though: -0.100089581541
monitored, unreasonable: 0.529859058481
adulthood, ever-changing: 0.0
non-discriminatory, recently: 0.0
psychological, stable: 0.244844220314
childish, come: 0.638560306176
ill-defined, lye: 0.0
kosher, woolly: 1.17043866135
directly, go: 0.627488901234
miserable, rugged: 1.68161286444
extremely, loverly: 0.153426377876
part, teeny: 0.472467679725
gruesome, well-managed: 0.0
impaired, profane: 1.70125843977
booked, by: -0.044998725768
junior, two-pronged: 0.0
financed, painful: 0.363279930762
fuzzy, unseemly: 1.7517820369
lower, multicultural: 0.007326765658
green, rewarding: 0.584436598141
abysmal, horrifying: 2.81427939262
aroused, forgiving: 0.523012358591
poor, quicker: 1.03605238802
cowardly, nicer: 1.66304170533
ionely, secretive: 0.0
affluent, nut: 0.228928070739
free, well-served: 0.0
bolder, identical: 1.15891675362
flexible, geographically: 1.95132266444
fragmented, harsh: 1.35740385048
elegante, every: 0.0
flawed, observant: 0.40185866498
eastern, every: 0.742671721432
sixth, stress-related: 0.0
hasty, vice-chairperson: 0.0
crafty, stark: 0.979752347354
cowardly, overpriced: 0.874157193625
ecstatic, keen: 2.37543808131
entirely, fast-growing: 0.0
inevitable, luminous: 0.401079790779
introduced, rubbish: -0.115445708076
commended, explained: 2.43725934536
interested, modest: 0.638481929769
flat, legible: 1.26047294819
nicer, observant: 2.33437295036
chaotic, statewide: 0.561671862968
compensable, described: 0.369389369272
interested, on-going: 0.0
accused, overemotional: 1.07832535259
diverse, even-handed: 0.0
hard-pressed, terrific: 0.0
hairy, inter-dependent: 0.0
well-planned, yellow: 0.0
refreshing, sensible: 2.31271461376
intense, inter-connected: 0.0
dismissed, self-sustained: 0.0
grass-roots, loco: 0.0
adamant, treble: 1.01505253151
adapted, out-dated: 0.0
intertwined, singular: 2.14878657698
alarming, introduced: -0.249195614437
current, forceful: 0.251301192703
horrible, panicked: 2.37314251492
all, on: 0.525686263078
distressed, silly: 0.749527250878
pray, state-owned: 0.0
environment, performed: 0.063719448761
2nd, familiar: -0.207909774835
closer, updating: 0.753183999907
applied, forever: 0.290111058119
distinct, graduate: 0.246872391937
between, clearly: 0.791395423023
chickenshit, secured: -0.381807756633
glad, likable: 1.55854928503
conflicting, delay: 1.46549997475
fearless, tenuous: 0.531825807495
fruitful, undamaged: 0.761814303375
chaotic, italian: -0.020283879236
discernible, matched: 2.39710181604
insupportable, low-skilled: 0.0
although, ideal: 0.448613176707
nude, simply: 0.447634337754
nut, required: 0.366233427847
culpable, freest: 1.32468288807
