disparate, finally: 0.386896262475
cited, succeed: 0.932974657264
commendable, contemptible: 2.57588723429
former, well-filled: 0.0
heeded, unpredictable: 0.772051871954
delightful, faultless: 3.72082384999
poisonous, resolved: 0.597889393178
indispensable, stout: 0.85837455085
hunger, straightforward: -0.261933468927
ample, cherry: 1.46213976095
factored, fixated: 2.4026652163
stunning, unresolved: 0.098369819145
brittle, expensive: 2.14930338905
astute, homosexual: 0.626199042001
random, scrumptious: 0.829070538385
anti-constitutional, individualized: 0.0
elementary, jolly: 0.036942219255
dumb, easier: 1.78254836408
magical, smoother: 1.32963723856
hard, twelve: 0.560189137645
constrained, enduring: 0.441386702839
certified, elsewhere: 0.034514646251
handsome, memorable: 1.44353992129
north-east, unbalanced: 0.0
dim, predictable: 1.71066871169
happy, limited: 0.80712599241
set, usually: 0.62732792514
five, tom: 0.074569145984
inflexible, unattractive: 3.90880263422
ago, far-ranging: 0.0
fluent, technically: 2.30255488383
hiv-positive, queer: 0.0
first-rate, privileged: 0.0
jealous, spaced: 1.60211257175
bankrupt, economical: 0.533663343964
lasting, necessarily: 0.750838488546
ironic, regretful: 2.84519198513
generalised, really: 0.0
preferential, well-educated: 0.0
business-friendly, lonesome: 0.0
korean, powerful: -0.037130291119
broken, fifty: 0.181441577203
everywhere, prepared: 0.549584607007
equal, nuts: 0.340940173798
darn, interoperable: 1.14901664383
attended, do: 0.474069476681
unambiguous, well-tolerated: 0.0
apposite, mightier: 2.53446250768
bureaucratic, co-financed: 0.0
alarmed, sealed: 0.407269053963
needy, pursuant: -0.042017323507
identified, tragic: 0.388244585787
supplemental, wary: 0.479521263365
sobering, vulgar: 1.19776254193
awaken, original: 0.063753737788
reasonnable, repayable: 0.0
self-explanatory, very: 0.0
proud, southeast: 0.516356516974
attractive, eco-friendly: 0.0
intelligible, regrettable: 0.974071167354
equitable, mum: -0.235656091684
diminished, free-standing: 0.0
guys, newer: 1.22671282433
predominant, unbelievable: 0.166471518026
fluent, inconceivable: 0.837186928615
missing, well-organised: 0.0
better-looking, peculiar: 0.0
fuckin, handicapped: 0.400077847709
rich, vacant: -0.234005769692
energetic, fascinated: 1.45402192291
disposal, included: 0.319672498327
aligned, quiet: 0.397894492345
terrorized, unsuitable: 0.193059915461
tonight, weakest: 0.573782708788
advantaged, pushy: 1.55287060699
illogical, microscopic: 0.994294938377
-me, constantly: 0.0
admitted, satisfactory: 0.529895103583
justifiable, louder: 1.29050736437
binding, temporarily: 0.414030405168
broader-based, removed: 0.0
co-chair, inconceivable: 0.0
really, relaxing: 1.39041084258
historical, horny: 0.206423721746
standing, thought-provoking: 0.0
elsewhere, most: 1.14262419737
astounding, built-in: 0.0
tacky, thick: 1.73266570555
giddy, straightforward: 0.890812432745
relative, wreckable: 0.0
consideration, readyto: 0.329020940579
ever-increasing, unpublished: 0.0
atrocious, well-managed: 0.0
altered, staff: 0.175997735758
noted, uniform: 0.183859370712
dormant, feeble: 1.31926585054
deplorable, growin: 0.346781365172
long, simplistic: 0.984825032498
centralized, kid: 0.257250557087
fantastic, seriously: 0.681813623739
formerly, someday: 0.549309336003
fabulous, rarely: 0.454667031468
homesick, one-sidedly: 0.0
confident, mutual: 0.835159223485
ago, defective: 0.259693274378
barmy, unhealthy: 2.08797010886
intentionally, riveting: 0.06440453626
absurd, question: 1.10521431279
all-round, belle: 0.0
described, integrating: 0.303149388601
docile, inoffensive: 3.43559930239
prick, registered: 0.511651027634
concerted, strongest: 1.1062845432
faulty, well-maintained: 0.0
orderly, re-appointed: 0.0
basically, undemanding: 0.699638941219
course, pluralistic: 0.422741190831
successful, timid: 1.0934195164
unendurable, untenable: 3.28462390342
crippled, that: 0.346837060464
lovelier, variable: 0.433806151517
business-friendly, informative: 0.0
nineteen, south-east: 0.0
beneficial, patronizing: 1.35510957565
destructive, disclosed: 0.234431632158
fantastic, loose: 0.586730243406
depraved, jack: 1.12128215159
cleared, well-served: 0.0
finer, latter: 0.709357974812
greedy, green: 0.986617197035
non-specific, well-tolerated: 0
firstly, stopped: 0.606698049648
arranged, blurred: 0.702901319013
attractive, interestedin: 0.0
confusing, hideous: 1.82983891967
advised, silent: 1.05415494073
illicit, irrelevant: 0.978466195577
dope, in-progress: 0.0
acknowledged, fluid: 0.567874218002
handed, visible: 0.036775430509
well-prepared, well-trained: 0
thin, west: 0.32800816031
crazed, interoperable: -0.500248166412
funky, undisturbed: 0.616920017793
mostly, quiet: 1.6853031508
enthusiastic, zesty: 1.51288210093
assured, retail: 0.013893255125
depressed, obnoxious: 1.5565659623
fitting, reckless: 0.259160959569
ill-defined, unique: 0.0
awaited, casual: 0.114676057075
complicit, something: 0.806539091956
predictability, rich: 0.889599598013
bleak, entirely: 1.06985160636
bullshit, physically: -0.057494663144
manifest, sexy: 0.430648883637
hospitable, irrelevant: 0.950539222128
brand-new, whilst: 0.0
delighted, total: 0.011012532869
formed, timely: -0.0122540928
sacrosanct, stable: 1.11655890048
dubious, wise: 1.52833269007
dark, motherfucker: 1.00747196812
solidarity, vigilant: 1.75251315962
loving, well-reputed: 0.0
dodgy, unprepared: 1.09941843364
predictable, unheard-of: 0.0
rash, unpredictable: 1.97445219877
though, unsatisfactory: 0.727343362993
far, ludicrous: 0.712655843369
flagrant, receptive: 0.135655954008
extant, undamaged: 2.23763556949
exclusive, proceed: 0.483621038211
delusional, probable: 1.48692985076
lame, opportunity: -0.12468452219
fresh, need-to-know: 0.0
follows, smug: 0.410527744016
easy, thought-provoking: 0.0
modernized, vital: 0.99198081007
abolitionist, still: 0.261710812794
courrier, inter-related: 0.0
slight, strengthened: 0.870430140796
-lnteresting, forlorn: 0.0
immersive, ruined: 0.098612830538
foul, unsuitable: 1.40019984366
co-operation, much: 0.0
do, fit: 1.32773771251
qualified, suspect: 0.441665683436
abolished, distributed: 1.89083420184
aggrieved, enough: 0.233660824092
unappy, unpublished: 0.0
blessed, operated: 1.04213803614
forward-looking, freezing: 0.0
fewer, traumatic: 0.367298926272
reason, varied: -0.365398343693
coherent, moderate: 1.43263900558
cross, murderous: 0.578251383415
needed, prevailing: 0.426432888137
girlie, magical: 1.17422504231
everyone, lasting: 0.391900705788
current, polluting: 0.40050464278
inter-dependent, workable: 0.0
inconsistent, notably: 1.62195306473
15-year-old, competence: 0.0
free-of-charge, upstanding: 0.0
fastest, repeated: 0.349041111944
died, non-compensatory: 0.0
official, ugly: 0.660273271579
notified, satisfied: 2.43301397447
cracked, inoperable: 2.2023153423
fullest, ordinary: 0.661603212985
brainless, novel: 0.848323964705
own, well-paid: 0.0
addictive, disjunct: 1.64896090625
grown-up, modernized: 0.0
miserable, nuts: 1.15877076531
overripe, well-served: 0.0
discreet, unreasonable: 0.541521185388
carefully, inoperable: -0.037561582728
corrigendum, superfluous: 1.1351539047
stuffed, ultra-hazardous: 0.0
depressed, impractical: 1.19504830827
big, precious: 1.09041339908
apposite, updating: 0.293520817489
additionally, pitch-dark: 0.0
shielded, stand-alone: 0.0
controversial, iittle: 0.0
impossible, running: 0.389947760775
impeccable, participants: -0.545702538686
co-financed, just: 0.0
fella, well-founded: 0.0
confident, strengthened: 2.26628704645
as, stupide: 0.0
non-partisan, ready: 0.0
dead, tiny: 0.669572794609
likely, overwrought: 0.401606431275
contemporary, interesting: 1.78874059567
compensable, mind-boggling: 0.0
awake, th-that: 0.0
ensuring, harmless: 0.02914712784
classy, willing: 0.790636325778
self-sufficient, turbulent: 0.0
checked, fanta: 0.455438089316
democratically, self-sufficient: 0.0
fella, transient: -0.045725830743
frozen, globalization: 0.160800246765
invested, snappy: -0.053939191149
interwoven, mama: 0.790071940807
introduced, obliged: 1.01965391444
all-out, written: 0.0
general, incomplete: -0.017851351826
terrible, unambiguous: 1.56869594113
lost, sadly: 0.894317192491
associated, deprived: 0.610852439292
light, stay: 0.380813656398
bad, stifling: 1.5891013592
ephemeral, well-off: 0.0
different, refusal: -0.195481255311
as, mature: 0.780208053782
ignored, suicidal: 1.29330576517
deprived, recommended: 0.285258725947
earlier, reaily: 0.0
propitious, recognizing: 0.825879765009
induced, last-minute: 0.0
comprehend, sensitive: 1.12221908041
alike, further: 0.400906648508
liked, toasted: 1.43220097461
enraged, squat: 0.608749456229
fuckin, terrifying: 2.46516582955
coordinated, phony: 0.877948654811
criminal, go: 0.503144779875
acquainted, medical: 0.410733310518
malignant, unhealthy: 2.11010252331
constrained, hiv-positive: 0.0
egocentric, staff: 0.232213525154
juicy, vested: 0.703799023967
honored, pitch-dark: 0.0
claire, vibrant: 0.744913927394
deserved, respectable: 2.08961215269
newer, nouveau: 1.62508682806
latest, reversed: 0.652451182249
affixed, baby-sitting: 0.0
co-operative, tacky: 0.0
aggravating, identifiable: 0.493097619461
astounding, well-suited: 0.0
good-looking, just: 0.0
adversarial, cordial: 5.21981488368
pending, tolerable: -0.145173484263
bro, furthest: 0.561674368643
in-flight, preoccupied: 0.0
cost-effectively, one-sidedly: 0
america, pray: 1.88654648801
erected, ill-conceived: 0.0
detailed, it: 0.157015719739
equipped, trashed: 0.883589694036
dispute, permitted: 0.81039227302
humble, well-off: 0.0
stipulated, well: 0.89875532941
aligned, powerful: 1.54718495383
big, committed: -0.04837545063
feeble, freezing: 0.877403039204
dope, now: 0.434277437356
dirtier, primary: 0.877030223847
mandatory, reconcilable: 0.755429196052
checked, unchangeable: 0.538373822815
mutual, youth: 0.521795824541
bright, somewhat: 0.806167730829
hairy, wondrous: 1.84308630157
juicy, self-sustaining: 0.0
filthy, proud: 1.07782002951
kinky, pristine: 1.07939706295
15-year-old, abreast: 0.0
flammable, implausible: 0.976250197461
generalized, ongoing: 0.925900069253
gone, squat: 0.560564933184
generated, legible: 0.313837725279
away, warranted: 0.324497821357
alike, hardto: 0.366155196804
empty, non-exhaustive: 0.0
outnumbered, slimmer: 2.85351298476
fundamental, vigorous: 1.61258194855
regularly, suspicious: 1.27334209876
partially, sporadic: 1.03039089849
eco-friendly, gutsy: 0.0
simplifying, whar: 0.0
treacherous, undeniable: 0.761426420709
ma, welcome: -0.098025654158
compatible, elected: 0.096796771039
indicated, unlocked: 0.666866935124
however, miniscule: 1.23692527735
acute, aggrieved: 0.825906197203
headstrong, trashed: 0.330928764264
cautious, responsible: 1.59448582208
any, economical: 0.462713104937
boy, hinky: 0.700729100374
seropositive, unknown: 1.58846896854
susceptible, tighter: 1.67815620069
dubious, skilful: 1.17082729006
clean, syrupy: 0.430822660253
girlie, technology-neutral: 0.0
regretful, soon: 0.968156047828
modern, possibly: 0.418283867976
lame, patentable: 1.4505806707
off-site, typical: 0.0
enormously, rusty: -0.141765034369
adopted, impressed: 1.08342112527
1st, unsettled: 0.055045923968
excellent, least: -0.246607426815
implementable, well-reputed: 0.0
amiss, equal: 0.201069324128
immediate, mere: 1.07901347608
guaranteed, sacrilegious: 0.524050460382
ah, boundless: 0.740114986468
appropriate, polluting: 0.561994055757
north-west, redundant: 0.0
interwoven, touchy: 1.70621734165
ago, sealed: 0.462988370077
alone, doing: 0.78285943502
-, meaningless: 0.0
carmela, populous: 0.0
costly, jealous: 0.372474900072
exhaustive, weighted: 1.44029476671
multicultural, overjoyed: 0.936913801449
frail, industrialized: 0.974798463893
ambitious, protected: -0.531786585391
practical, professionally: 1.25332828799
exciting, frank: 1.03671680581
talkative, transient: 1.61156130096
deepest, well-prepared: 0.0
preferred, stepped-up: 0.0
fall, selective: 0.589916400452
limp, official: 0.418584334404
founded, panicky: -0.036176723488
drunk, non-compensatory: 0.0
disrespectful, pissed: 4.08743718566
insufficient, user-friendly: 0.0
identify, oversensitive: 0.38880163099
leveraged, om-mazing: 0.0
evident, huh: 0.676620191392
authorised, unproductive: 0.0
distribution, much: 0.294326140312
cheapest, liked: 1.18771790867
obnoxious, self-governed: 0.0
information, scant: 0.599395596
harsh, lofty: 2.01579476372
glowing, hiv-positive: 0.0
fast, nominal: 0.28320334771
extinct, identical: 2.3377874175
bankrupt, maximum: -0.329885341237
naturally, undisputable: 0.570195923658
granted, inconsiderable: 0.546493789681
antsy, internationaux: 0.131826898425
afresh, successful: 0.899937496126
badly, deplorable: 1.91470800131
optimistic, unacceptable: 1.3416243445
spotless, vast: 0.856667901709
others, transnational: 0.33997237472
less, overripe: 1.11857210158
lame, untrue: 2.07306367264
grass-roots, mimi: 0.0
beter, state-of-the-art: 0.0
extremely, nude: 0.047157379563
end-to-end, heterogeneous: 0.0
mentioned, well-coordinated: 0.0
cabbage, export: 1.23371087727
excited, iegitimate: 0.0
clear-cut, do-able: 0
established, master: 0.572923636277
dirty, unsatisfactory: 1.62165070074
stable, thus: 0.932615546125
hunger, sounder: 0.457640585827
poppycock, precarious: 0.825505046584
nasty, self-supporting: 0.0
analogous, biggest: 0.719233574638
madness, sane: 3.4925285975
battered, incomprehensible: 0.749734694466
atrocious, inconsiderable: 1.3336720077
-good, yeah: 0.0
graceful, insulting: 0.666098212981
hiv, non-self-executing: 0.0
all-inclusive, roisin: 0
challenged, elaborate: -0.065911851811
able, especiaily: 0.0
obstinate, regardless: 0.572742485541
encompassing, preferred: 0.718538484964
managed, suspicious: -0.284870886442
archaic, unemployed: 0.380938577049
briiliant, rationalized: 0.0
medical, propitious: 0.255524091677
courrier, readyto: 0.27941026453
probably, ripe: 0.68678750784
feasible, shaky: 0.885490488339
equally, latest: 0.298553918637
cordial, well-done: 0.0
blank, mobile: 0.539105111673
petrified, preposterous: 1.77365129022
impressive, unspecified: 0.992934390028
fried, leading: -0.747041192017
gotta, state-funded: 0.0
easy, information: 0.577741090881
parched, spectacular: 1.31920025341
disingenuous, twenty: 0.189901646136
faulty, terminated: 1.83309988408
giddy, know: 1.02822541298
multifaceted, transnational: 2.48892575783
normal, surprising: 0.855345904445
overlooked, soothing: 0.74239477424
assertive, self-contained: 0.0
timed, well-managed: 0.0
better-iooking, stout: 0.0
historical, successful: 0.2267776851
sympathetic, undemanding: 1.98105111326
latest, reyes-torrena: 0.0
miserable, subsidized: 0.81001101479
mental, special: 0.845317627595
adapted, counter-productive: 0.0
flexibility, used: 0.592911731093
co-chairperson, structured: 0.0
challenged, fullest: 0.73749438422
long-winded, mostly: 0.0
responsibility, skilful: 0.31303731483
quiet, reassuring: 2.45000217026
dispersal, level: 0.197374857907
start, static: 0.235425692287
dumb, present: -0.130808271869
social, well-armed: 0.0
announced, refreshing: 0.287612837929
crystal-clear, purty: 0.0
belligerent, whole: 0.133194053934
opened, welcomed: 1.54175757701
clever, unprofitable: 1.27918975225
aforesaid, fucking: 0.370754856987
dull, multi-layered: 0.0
enriching, marked: -0.160859542929
stopped, supreme: 0.123921938049
forward-looking, unavoidable: 0.0
-ready, uninsured: 0.0
fancy, undignified: 1.49691166867
inoffensive, skilful: 1.80124360114
uninsured, unseemly: 1.05106885686
courteous, infrequent: 2.91576691298
