filthy, pitch-dark: 0.0
priced, recognised: 0.0
intentional, over-ambitious: 0.0
away, sizeable: 0.888310238826
slimmer, slippery: 1.4135657301
longitude, presently: 0.742458449837
application, available: 1.63083032425
fragile, right: 0.770910557554
eighth, well-timed: 0.0
enchanting, informed: 0.624491145107
pathway, time-sensitive: 0.0
responsable, smaller: -0.137089424627
agreed-upon, interdependent: 0.0
nigh, some: 0.411336280594
plausible, slick: 1.11249837666
coast, complimentary: 0.346719678221
additionally, declared: -0.082875382501
smooth, trippy: 1.98248903159
assertive, shut: 0.47205628063
important, unaffordable: 1.05052810079
strengthened, well-educated: 0.0
delusional, worthy: 1.40971822646
mutual, uh-huh: 0.0
alone, wise: 0.856403362481
il, immaculate: 0.573958438966
intermediate, sophisticated: 0.738937298467
hot, worrying: 1.32832714407
evident, preliminary: 0.703993672058
compensable, global: -0.067226216232
formal, recognised: 0.0
steeper, streamlined: 1.74960720774
economically, handled: -0.176294418789
flexibly, untrue: 0.184244467282
confidential, interested: 2.1745430169
requested, younger: 0.2412300195
extremely, north: 0.389238914351
galore, off-putting: 0.0
minor, smooth: 2.20986145764
co-chair, desolate: 0.0
someday, transitory: 1.14641635892
crippled, rock: 0.752723649885
indispensable, respect: 1.2231686128
opposite, sane: 1.02680623052
homosexual, inadequate: 0.397621225392
acceded, negligent: 0.968395457975
handed, sizeable: 0.541234493288
freely, lengthier: 0.871003946901
complicit, ridiculus: 1.13605185654
prime, uncontroversial: 0.904167031886
accelerating, fourteen: 0.107334288713
begin, sal: -0.48166239251
faulty, frightful: 1.343201775
international, sentimental: 0.039626329589
johnny, unaffordable: 0.810762454927
merciless, something: 0.070987290602
conclusive, uptight: -0.046095983111
conducive, unanswered: -0.397230876878
manufactured, mid-: 0.0
heartfelt, turned: 1.02496334476
central, psychological: 0.409331621789
diseased, stated: 0.480598827549
ecstatic, mortal: 0.637987418739
stepped-up, well-protected: 0
integrating, pro-choice: 0.0
medium, requests: 0.245407450722
modest, painful: 1.23422088984
decided, unstable: 0.115348518555
back, prompt: 0.574133095759
manifestly, overripe: 2.24785836876
bothersome, evening: 0.460768299674
announced, brightest: 0.230393019047
moderate, useless: 0.186120774532
drunk, pre-established: 0.0
affluent, magnificent: 0.625245156074
recheck, with: 0.309590146792
laddie, surely: 1.34895111137
snappy, vice-chairperson: 0.0
constructed, palatable: 0.331837599371
damaged, fair: 0.467681594144
exquisite, ill-treated: 0.0
exhausting, powerless: 1.20434856532
hiv-positive, smoother: 0.0
do, wholesome: 0.707958965456
pending, systematic: 0.445265549667
accustomed, psychogenic: 0.858709916764
armored, rising: 0.457229081923
aggravated, case: 0.945523154223
free, representative: 0.211592720904
fall, kane: -0.396114492101
delusional, important: 0.351754540438
naughty, smooth: 1.0022662525
lethal, reinforcing: 0.299429357163
horrifying, hot: 0.761290760788
distribution, running: 0.7449237209
david, engaged: -0.130920751477
placed, segregated: 1.09968167407
logical, varied: 1.12315432154
predictability, smartest: 0.79998121252
apart, ridiculous: 1.2550311471
narrow, neutral: 2.0401779738
heard, recheck: 0.676498076411
alien, odd: 2.26074918432
reduced, well-designed: 0.0
loverly, representativeness: 0.511938938695
deprived, endearing: 1.12100475051
disappointing, multidimensional: 0.28585842691
blurred, open-minded: 0.0
cumbersome, lovely: 0.780582117942
blatant, gone: 0.484647542157
first-class, lean: 0.0
healthy, perplexing: 0.506114242984
multi-faceted, unhurt: 0.0
afresh, gorgeous: 0.659292726523
arbitrary, gorgeous: 0.546492051365
inherent, noteworthy: 1.14424037124
southeastern, way: 0.045490517979
good-iooking, redundant: 0.0
nearly, weak: 0.340258467967
elaborate, religious: 1.36145243757
canceled, distraught: 1.3963024503
clarify, idle: 0.350026120255
candid, elite: 0.41456901845
respectful, woken: -0.279028362219
ever-increasing, industrial: 0.0
gratuitous, jeopardized: 0.664570307601
doubled, high-quality: 0.0
close, judicious: -0.022910275596
motivation, technology-neutral: 0.0
nutty, unforeseeable: 1.10464894425
created, polished: 0.239056562856
anticipated, southwestern: 0.455808960511
nosy, stressful: 2.58062519655
stark, well-defined: 0.0
injured, repayable: 0.557780806726
freezing, regrettably: 0.576368184519
doubled, sized: 0.577897588233
performed, traffic: 0.485151400624
comprehensive, daily: 0.807416632152
noisy, well-written: 0.0
spatially, then: 0.793759995205
alive, despicable: 0.561572200251
anymore, risky: 0.982873851574
elongated, opportune: 0.85856178016
flagrant, unique: 0.045469023176
immutable, slender: 0.879715691417
undemanding, yellow: 0.227276299378
formal, global: 0.419781376455
blank, varied: 1.23732783219
re-routed, structured: 0.0
moot, sized: -0.015489162167
documented, topic: 0.792527783699
additional, broad-based: 0.0
circumspect, normally: 0.995206102215
appealing, supportive: 2.19284524263
mama, unquestionable: 0.259936528599
cinematography, migratory: -0.204529611048
enormous, hollow: 1.20905847732
recognized, unified: 1.20283999267
uninsured, useable: 0.427182373306
absurd, deserted: 1.11368319507
but, connected: 0.560770168883
etc, nasty: 0.808927198875
breathe, innovative: 0.61556972461
before, well-planned: 0.0
routine, sufficient: 0.557424134202
checked, well-written: 0.0
concerted, madness: 1.55881753051
individual, wanted: 0.42727927337
maximal, no: 1.06555836225
probably, tied: 0.635677266158
agreed, vague: 0.775048147222
determined, done: 1.43397521723
all-powerful, generalized: 0.0
plentiful, whilst: 0.293179265501
invaluable, thready: -0.149441082214
frozen, sal: 0.619113943608
commended, fierce: 0.51367025822
broader, five: 0.190316052594
ineffective, keen: 0.336266631484
disputable, practice-oriented: 0.0
intelligent, tremendous: 1.21570507751
odd, wondrous: 2.16264168269
advanced, busier: -0.02372721008
attended, non-specific: 0.0
first-hand, upper: 0.0
deep, hardworking: 1.04192305989
awesome, dependent: 0.885836705463
oriental, simplest: 0.884022470978
integrating, nosey: 0.0
indebted, woolly: 0.861665662885
iil, typical: 0.0
get, unlikely: 0.419765578719
mild, quick: 1.55633851062
on-going, superstitious: 0.0
differing, enjoyable: 0.638899865304
before, well-lit: 0.0
hot, strangers: 0.501515804515
ever, generally: 0.646809810451
a-okay, de-insured: 0
unfeasible, unpopular: 3.16300260455
gotta, ice-cold: 0.0
asking, rescinded: 1.6308794663
underfunded, wait: 0.28502381632
!, hereto: 0.0
awestruck, heartfelt: 1.79137226828
foreverything, plausible: 0.0
far-reaching, newer: 0.0
clean, toxic: 2.29630620236
contrary, obese: 0.807855127396
noteworthy, working: -0.115726796095
pissed, sad: 3.57770974808
faster, trained: 0.851325436586
nigeria, stressful: -0.639111834355
lukewarm, primordial: 1.09678532486
contemplated, exciting: 0.581775430243
terrific, wrong: 1.34642700271
official, overridden: -0.213606688311
accessible, fragmented: 2.1866378785
laborious, tiresome: 4.81721219817
arming, numerous: 0.578315899677
obsessed, slight: -0.068685688972
existing, secretive: -0.424240986307
claire, satisfactory: 0.52965590223
nifty, non-binding: 0.0
extensible, lightweight: 3.73530081675
-good, reaching: 0.0
frustrating, likable: 2.21815320968
clever, eager: 1.15641440888
axiomatic, booked: -0.612835505544
idiots, unfit: 3.11314908861
large, speedy: 0.708951202513
constant, longest: 1.40979654924
enforceable, rotten: 0.620592293408
thanks, treacherous: 0.009626433377
charming, korean: 0.288099226591
shifty, sole: 0.013368798101
drier, hlv-positive: 0.0
ionely, wealthier: 0.0
germane, spooky: 1.14458699226
conservative, viewable: -0.243616131872
nominal, sedentary: 0.187298139532
prat, small: -0.336301541491
heights, non-compliant: 0.0
insolent, pitiful: 2.49935805724
commended, developing: 1.08837312834
done, unknown: 0.0583361951
based, dysfunctional: 0.189534831927
influential, proscribed: 1.10753576943
humbled, included: 0.09103661116
panicked, though: 0.689045161255
fourteen, need: 0.113846580496
graceful, six-year: 0.0
ggood, purty: 0.0
first-rate, slow: 0.0
rebatable, tepid: 0.0
superficial, thirsty: 1.15130119351
illiquid, pleasant: 1.00182311611
debatable, eastern: -0.300619080455
dissimilar, there: 0.450277626251
lonely, roisin: 0.0
realistic, required: 0.880877766883
still, transient: 0.336017087843
ghastly, operated: 0.018204410163
sincerely, well-received: 0.0
back, unspeakable: 0.384171215844
random, sleeping: 0.947386012192
least, peaceful: 0.306313588026
condescending, disquieting: 2.34099321435
extensive, manifestly: 0.169457821862
active, dearer: 0.417882337725
blurred, preceding: 0.829725714509
bleak, broke: 0.478855761925
humid, unspeakable: 1.35647877516
immeasurable, noteworthy: 1.57414029796
thus, unexceptable: 0.0
built, released: 1.03097887557
hypersensitive, unlocked: 0.352087459693
evolving, global: 2.44204557828
acute, favourable: 0.0
cool, sorry: 1.34798423021
frantic, yearly: 0.590273190051
cognizant, necessary: 1.50403890474
ioyal, secret: 0.0
dormant, long: 1.71759958888
aggressive, insignificant: 0.689628359763
manifestly, maximal: 1.46421759225
glowing, tedious: 0.835503027158
contemplated, live: 0.231412704194
legally, sizable: 0.790963776903
consolidated, static: 1.21703273712
gruesome, persuasive: 1.06955581405
open-minded, sick: 0.0
energetic, inconsequential: 0.464531259833
purer, wholesome: 3.09509613833
attainable, insupportable: 1.44199311475
by, unlawful: -0.048028352495
damaged, either: 0.946678718787
heinous, probably: 0.851672202356
mentioned, peculiar: 1.07335301949
distressed, truly: 0.607051385576
progress, twice: 0.226750069357
courteous, kid: 1.80751981666
being, improving: 0.782335143244
furthest, wonderfui: 0.0
loud, stimulating: 1.51169556839
convenient, identify: 0.708844724653
unitary, unreasonable: 1.92142001238
meaner, palatable: 3.57398528715
indisputable, orderly: 0.105876619699
disabled, grieved: 1.08047610371
cold-rolled, jealous: 0.0
legality, youthful: -0.32077106449
liberated, uncontroversial: 1.62389800062
nervous, okay: 2.40671859535
integral, reversed: 1.02096047418
chosen, handicapped: 0.25259179922
lukewarm, pragmatic: 2.18739828698
accessible, newer: 1.51380155819
actionable, devastating: 1.22638569054
impossible, minimal: 1.311931147
leave, shortly: 1.28658458362
insecure, overjoyed: 1.10443995827
enormously, iittle: 0.0
acceptable, eccentric: 1.02370589971
alone, honorable: 0.277351205694
fitting, inconspicuous: 1.67178559376
intractable, sorr: 0.0
incorrect, run: -0.061827651533
classified, uninsured: 0.958521420364
bravest, muchfor: 0.0
multi-faceted, weirder: 0.0
faulty, parched: 0.878581666337
all-powerful, user-defined: 0
eager, even: 0.876970890553
drunken, informed: 0.159556085749
released, righteousness: -0.368703156328
gotta, happiest: 2.18692193456
co-funding, distasteful: 0.0
legendary, rampant: 0.694585412681
reasonably, toasted: -0.082051316094
quality, suspected: -0.181967930349
attention, busted: 0.373281356297
milder, thought-provoking: 0.0
apologise, simple: 0.0
compulsory, squeamish: 1.93106181481
course, unnatural: 0.546892306496
blurry, ludicrous: 1.75561803157
ambiguous, depressing: 1.99461963823
paranoid, with: 0.144965987105
matched, traditional: -0.05322254404
dense, lesser: 0.56092484368
fascinated, hopeless: 1.67728708144
fourth, non-exhaustive: 0.0
intriguing, wretched: 1.61706015494
cost-efficient, hysterical: 0.0
in-depth, understandable: 0.0
devastating, do-able: 0.0
cost-effectively, rubbish: 0.0
fairest, ideal: 1.52207012088
inconsequential, simplistic: 2.91282307929
eastern, funded: 1.06440232982
patentable, unsafe: 2.70158898729
easier, interest: 0.476181864876
luke, swearing: 0.249188972105
appointed, inviolable: 0.579155233216
normally, well-established: 0.0
attended, shaun: -0.767103462171
geographic, traded: -0.15532024229
huh, weaker: 0.997648378501
important, skeletal: 0.457368714943
chaotic, ggood: 0.0
immovable, overdue: 1.40290749803
emerged, need-to-know: 0.0
broader, equivocal: 1.71301956395
damaged, suspect: 1.31934914685
free, polite: 0.731293580717
lengthy, satisfying: 1.50776109547
so, unimportant: 1.29006057399
rife, sane: 0.261352652364
absolute, designed: 0.571773160608
acquired, remediated: 2.55976031482
disparate, unnatural: 1.46846319872
dickish, undemanding: 2.08457293773
atrocious, sorr: 0.0
before, heinous: 0.095221285251
conducive, foremost: 0.948560889853
frozen, impermissible: 1.38281485234
original, so-called: 0.0
bone-dry, revealing: 0.0
crystal-clear, durable: 0.0
skilful, unlocked: 0.237165111663
partial, poorest: 0.49273102003
supplemental, unworkable: 0.554835950593
by, consolidated: 0.233908372283
petrified, rewarding: 0.851881745313
abreast, hourly: 1.17739602342
impeccable, operational: 0.838742651738
defenseless, everywhere: 2.30361649278
quality, used: 0.353705916524
enhancing, innocent: 0.586167597905
pristine, tedious: 0.497550093676
drunk, generic: 0.357451407958
authorised, ominous: 0.0
concerned, spatially: -0.20864380158
horrific, humbled: 1.93640160348
conspicuous, information: 0.533181857923
suspected, threaded: 0.192950603763
basic, productive: 0.566195578423
added, exempt: 0.249861408252
debated, feeble: -0.005861703215
co-chairperson, white: 0.0
accustomed, astounded: 2.14771543347
impracticable, safest: 3.39142015666
inferior, vigorous: 0.217152996869
curious, paranoid: 2.74834122117
informal, interestedin: 0.0
hostile, solidarity: 1.23273873126
bolder, enforceable: 0.803510375585
bottled, observed: -0.345184720153
outermost, regrettably: 0.541272396473
entertaining, simple: 1.75879536319
brightest, divergent: 0.770001913906
everything, happen: 2.05782089654
begin, related: 0.387994325652
entirely, woolly: 0.843935596739
prouder, vibrant: 1.8789763132
as, info: 0.242243048964
heavier, shifty: 2.21089267429
brillant, missingg: 0.0
fuckin, majeure: 0.301027932139
inconsiderable, valuable: 1.51622508251
prime, well-tolerated: 0.0
minor, physically: 0.560466735539
hardworking, stubborn: 2.83795986498
middle, pretty: 1.09056996225
korean, self-governed: 0.0
reason, simpler: 0.634017480124
determinative, kind: 1.28640151916
looser, vigilant: 1.01981154626
overall, under-funded: 0.0
complimentary, estimated: -0.032101092668
opportunity, work: 0.722248304753
cool, starker: 0.610379164181
fiine, irrational: 0.0
alike, self-conscious: 0.0
doin, optimal: 0.057396971436
displeased, peaceful: 0.703871629991
tenacious, trashy: 0.557790099039
relevant, repugnant: 1.73438512559
bothersome, married: 0.353512008112
resolved, unprejudiced: 1.28288846859
follows, well-controlled: 0.0
2nd, appalling: -0.198369638705
potential, targeted: 1.48749409536
happiest, massive: 0.470688316187
fatter, suspected: 1.10416635366
insupportable, specialised: 0.0
mindful, nouveau: -0.023525325092
redeemable, talented: 0.033348624948
all-powerful, concluded: 0.0
bankrupt, dispersal: -0.072628444215
gruesome, precise: 1.45332906919
dissimilar, horseshit: 1.00493018591
odious, unprotected: 1.08766031108
insubstantial, suspicious: 1.63402709864
cautious, soft: 2.51058185482
developing, needy: 0.807720383404
defensible, unthinkable: 2.05283586131
excellent, substantive: 0.449927260331
applicable, six-year: 0.0
naive, safe: 1.53165708457
greener, small-scale: 0.0
generic, intentional: 0.770500595629
justified, well-documented: 0.0
