sincere, treacherous: 0.638343530413
affixed, inestimable: 1.57453211818
strict, wounded: -0.037227738278
gandalf, straightforward: 0.0
fine, happened: 0.582139356419
all-round, knowing: 0.0
durable, good-iooking: 0.0
hostile, mostly: 0.887189735769
arming, stay: 0.480379148413
embarrassing, perfectly: 0.082180478435
drawn-out, remarkable: 0.0
general, newest: 0.352488036199
compelling, tailor-made: 0.0
gandalf, two-fold: 0
analogous, doubtful: 0.611991123184
crystal-clear, moody: 0.0
powerless, punchy: -0.107087986695
frozen, smitten: 0.618314344776
hurtful, infamous: 1.19598452302
true, workable: 1.6843376428
finest, unwelcome: 0.508937693543
non-partisan, simply: 0.0
at, vulnerable: 0.385761541475
belle, random: -0.21371093816
perverse, wider: 1.23282634216
admirable, low-skilled: 0.0
inaccurate, well-defined: 0.0
dependent, jeopardized: 2.66453906286
charming, inherent: 0.538427737384
medical, outside: 0.789770065841
explosive, greater: 0.67771937554
extraneous, self-financing: 0.0
15-year-old, cynical: 0.0
splendid, yes: 0.534188629682
lately, suck: 1.1740830675
convinced, untraceable: 1.40136515587
carefully, pursuant: 1.23740314379
busier, intended: -0.257365270697
batty, designed: 0.228418482553
arranged, worst: -0.536737967534
overlooked, unthinkable: 1.43324622194
dramatic, droll: 1.56451482181
cost-effectiveness, trite: 0.0
ioaded, psycho: 0.0
self-sufficient, wet: 0.0
continued, essentially: 0.386332746621
circumneutral, marvelous: 0.0
abundant, subtler: 1.48579981605
labour-intensive, racked: 0.0
iil, started: 0.0
mla, peculiar: 0.292083065245
swifter, warmer: 2.97526789574
designated, ioyal: 0.0
additionally, messy: -0.397492556456
brand-new, prevalent: 0.0
goal, note: 0.468035133058
disadvantaged, interesting: 0.484412400338
although, endangered: 0.318411255827
patience, slim: 0.55198417542
distributed, enlightening: 0.413032875427
shoot, start: 0.80928576002
deceased, frustrated: 0.152427897666
expressed, unforeseeable: 0.354590258616
reality, welcomed: 0.290783271253
harmless, scarce: 0.711702188484
maximum, vast: 1.11108584703
compliant, straight: 0.13717000173
educational, shitty: 0.24531992819
recurrent, young: 0.266537183086
infuriating, special: 0.543457309031
classy, trustworthy: 1.6756255302
actual, nigh: 0.751164007862
aggrieved, high-ranking: 0.0
clare, kane: 1.8896110182
information, magic: -0.067781394494
hardworking, relentless: 2.14809245006
displeased, seamless: 0.518229753359
afraid, superfluous: 0.721895246913
disrespect, southwestern: -0.092540759672
aware, idiots: 0.725022094542
restrictive, scalable: 1.22788826194
developing, stuffed: -0.385007541813
incompatible, tardy: 0.829623223455
legality, unheard-of: 0.0
alien, neglected: 0.570699485094
fruitful, wet: 1.10297021331
legendary, unseen: 1.61681120489
tailor-made, wider: 0.0
acknowledging, grotesque: 0.708707884073
bi-directional, overloaded: 0.0
frazzled, refundable: 1.32001017867
clinically, wealthier: 0.620592723675
brutal, ping-pong: 0.0
enhancing, snappy: 0.430449216305
deceptive, discussion: -0.096077828005
implemented, tolerated: 2.65319384861
processing, shipshape: -0.092582504858
awestruck, lofty: 1.83512688202
consistent, granted: -0.022775821351
ashamed, recognizes: 1.14823007971
crafted, treatable: 0.661905536291
bone-dry, bright: 0.0
published, resistant: -0.131549189505
irrelevant, regrettably: 1.85601476296
sedentary, warned: 0.810430893308
home, justified: 0.530772048968
destitute, empowered: 1.51870659407
allergic, questionable: 0.805876400414
regretful, unavoidable: 2.44063403462
expressly, scarce: 0.45606095764
cost-effectiveness, negligeable: 0
mechanical, pretend: 0.664668832861
captain, coherent: -0.176046299699
founded, unremarkable: 0.081866453596
fiercer, well-founded: 0.0
mortal, nouveau: 1.01830460276
calculated, theoretical: 2.36327000314
tedious, treated: -0.250193208024
asking, grumpy: 0.8924362485
acquainted, prohibitive: 0.769447061464
endangered, hollow: 1.27188896987
awareness-raising, reported: 0.0
counter, needless: 0.801261569723
nut, receptive: 0.457658228487
anticipated, well-defined: 0.0
inexplicable, new: 0.015509341959
careless, previously: -0.236352224947
alert, flourishing: 0.012800243829
docile, professional: 0.462819617835
illogical, pretty: 1.03170193328
dodgy, enraged: 1.19636316915
fun, singular: 0.607845744165
structured, too: 0.544609903965
ludicrous, sultry: 0.32036308688
grotesque, light: 0.552772586236
adorable, ten: 0.356160262807
attended, proven: -0.20355123796
capable, involved: 1.72967230822
priced, segregated: 1.1238539659
manifold, ridiculous: 0.802963288337
arduous, due: 0.497031598335
fifteen, with: 0.397494407385
concluded, severe: 0.537931004983
international, unlimited: 0.928677680716
open-minded, opportunity: 0.0
discernible, vegas: 0.693790384409
dainty, divine: 2.41589945401
east, technology-neutral: 0.0
excluded, reliable: 0.612970937593
demonstrated, sized: 0.669803219952
immeasurable, luke: -0.038203999416
clinically, similar: -0.028545784716
built, lovable: 0.69747941036
pro-poor, unanimous: 0.0
at, occupied: 0.629764063624
impulsive, widely: 0.110472741704
parched, unoccupied: 1.43760526766
cleared, newest: 0.099602902536
blow, non-exclusive: 0.0
relaxed, sacred: 0.075172795663
cheesy, death-proof: 0.0
hon, shipshape: 1.51833288989
glorious, overemotional: 0.892858578581
legality, zesty: 0.914858613991
obese, unreliable: 1.49606269434
lenient, presently: 0.237234737639
however, prior: 0.718324975522
high-ranking, inside: 0.0
adamant, preferable: 1.36201418702
absurd, divine: 1.88091218351
mid-sized, specifically: 0.0
snappy, vocational: -0.321081677161
modest, muchfor: 0.0
milder, misleading: 1.37204768655
abundant, proud: 0.20534141663
priceless, private: 0.654862901001
carsick, challenged: 0.035697054972
costeffective, than: 0.6628180241
bygones, lightweight: -0.644888824916
ensure, jeopardized: 2.39310353464
safest, timid: 0.394604489595
l, well-coordinated: 0.0
intelligent, redeemable: 0.480743985815
korea, max: 1.94246214356
flammable, non-self-executing: 0.0
horny, interdependent: 0.957740214659
dire, searchable: 0.42849891107
15-year-old, someplace: 0.0
improving, poisonous: -0.085266897738
minimal, unconscionable: 1.04850150166
entertaining, intricate: 2.15622825513
expandable, midget: 0.631937673548
lamentable, unaltered: 0.551530503248
exemplary, respectful: 3.25409306658
distinctive, regrettably: 0.518612792693
occurring, unquestionable: -0.091065346862
chaotic, encouraged: 0.300665621923
mightier, suspected: 0.856034723066
apolitical, strained: 0.353348515833
kosher, sleepy: 0.959213328317
succinct, wait: 0.621320221692
girl, idle: -0.243799361274
nigh, sweet: 1.18474277813
overpriced, physical: -0.060998208467
cruellest, missing: 1.14154315924
complicated, corny: 2.07304207733
asking, observed: 0.578121592921
brainless, regulated: 1.05309047731
complicit, truthful: 3.51663261814
suited, yo: 0.461857876858
deadly, hereto: -0.595950465934
sober, specifically: -0.009110604916
consolidated, extreme: 0.194517084616
punchy, uncompetitive: 1.01775793701
mere, overloaded: 0.027348325762
combative, elderly: 0.26052283664
authoritative, truly: 0.572971350688
binding, informal: 1.42142660795
priceless, reliable: 1.59802051057
durable, lackluster: 0.932247339037
aggravating, dramatic: 1.03597973645
adversarial, unacceptable: 2.04378582819
affixed, doable: 0.293186838659
3rd, classical: 0.496232802858
binding, iittle: 0.0
abhorrent, authoritative: 0.790415508259
expandable, uncertain: 0.334569912865
recently, smart: 0.262223454645
essential, long-standing: 0.0
potential, sticky: 0.632755165035
awful, brief: 0.360074597303
aggravated, free-of-charge: 0.0
fullest, merely: 0.654655451739
consistent, retarded: 0.86261579109
clinically, noisy: 0.181551597833
embarrassed, executory: 0.052011524885
admitted, mobile: 0.25817850497
afraid, inactive: 0.772642494569
appealing, six-year: 0.0
fresh, impressive: 0.770628202762
acceptable, crushed: 0.078422393331
well-developed, yourself: 0.0
ignorant, malicious: 2.28944663119
far, louder: 1.44243383545
latter, unqualified: 0.606654741368
sooner, undesirable: 0.678305075607
estimated, trained: 0.853489963119
deep, somewhat: 0.096293480384
malignant, rigid: 1.16474153638
disabled, forlorn: 0.97080539379
fresh, steadfast: 0.764653355777
carmela, timed: 0.0
limp, unoccupied: 0.802929172512
abnormal, darker: 1.46869290353
reduced, yeah: 0.383761238622
advantaged, indicated: 0.729955301554
goal-oriented, leave: 0.0
imperceptible, occupied: 0.687447620407
easy, non-exclusive: 0.0
elegant, inaccurate: -0.162660371325
particularly, stated: 0.46886716671
poorest, preoccupied: 1.15613276498
awol, scared: 1.34967228248
nifty, wing: 1.30065342827
consultation, prettier: -0.150406319925
audience, deep-rooted: 0.0
startled, undecided: 1.1136399542
at, stronger: -0.032050666893
immaculate, large-scale: 0.0
fourteen, pre-established: 0.0
due, fastest: -0.135380639244
delicious, wet: 0.743855713551
associated, marginalized: 0.556087588949
internationaux, long-term: 0.0
liable, useable: 0.714876053347
ironic, robust: 0.384502020447
answerable, non-discriminatory: 0.0
noble, periodic: 0.133289858496
inside, multi-disciplinary: 0.0
above, imrtant: 0.0
defenceless, than: 0.0
captain, unsound: -0.347939504705
hasty, presently: 0.055394811608
best-known, info: 0.0
empty, unwell: 1.45697507851
private, shorter: 0.528974780545
preceding, teeny: 0.010035728782
self-sufficiency, soaring: 0.0
extinct, unimaginable: 2.85174118277
disadvantaged, unforeseeable: -0.081224891695
flexible, incalculable: -0.87611209004
sadly, trashy: 1.91115968816
accustomed, daft: 0.917689027428
everybody, tough: 2.27495451416
participants, short-lived: 0.0
dismal, high-quality: 0.0
crass, demonstrated: 0.125449018181
bogus, wasted: 1.39921673581
distraught, inadvisable: 1.22758543534
ever, unsure: 0.338150943082
loyal, ridonc: 0.0
inoperable, over-optimistic: 0.0
modern, scanty: 1.26908887432
moving, onboard: 0.048082214302
normally, published: -0.353764420483
longstanding, relaxing: 0.723243670629
-good, mesmerizing: 0.0
disappeared, lame: 0.659976994175
deprived, well-treated: 0.0
filthy, grass-roots: 0.0
fraudulent, snappy: 0.12114284867
pretend, serene: 0.731586439479
installed, solidarity: -0.564211674409
healthy, organic: 2.38078908417
harsh, inexcusable: 1.9408632952
clearer, desperate: 1.06007483987
low, non-competitive: 0.0
commenced, rapid: 1.04134756206
equipped, meticulous: 0.538168722778
alright, multi-layered: 0.0
buoyant, justiciable: 0.613376293235
likely, manifold: 0.238311071026
basic, sweetheart: -0.10885823163
again, most: 0.514305836186
axiomatic, commensurate: 1.54060798922
deposited, presumptuous: 0.037142440564
exactly, live: 0.63309414675
growin, state-owned: 0.0
added, environmentally-friendly: 0.0
distribution, homicidal: -0.171707208188
addictive, indisposed: 0.823250427233
brillant, practicable: 0.086041902494
candid, locked: 0.69243963788
non-transparent, screwy: 0.0
flexibly, planning: 0.265452328041
concerned, speedy: 0.473070486536
limp, purer: 0.399268735146
superstitious, tasteful: 0.952377460107
heavy-handed, periodic: 0.0
set, unjustifiable: -0.116561662644
need-to-know, unpublished: 0.0
fairest, substandard: -0.121596702139
long, primarily: 0.935165467237
speaking, total: -0.290150832698
foutu, uptight: 0.0
prat, remarried: 0.882877542049
cleaner, innovative: 1.72142201574
high-availability, shortly: 0.0
gullible, tragic: 0.686105248987
nearly, rapid: 0.549908533711
latest, troublesome: 0.830802536192
individualized, sweeter: 0.566759258998
alternate, offensive: 0.336477474242
apologise, losin: 0.0
sinister, supplementary: -0.011957659412
apparent, opening: 0.539965339203
lookin, satisfied: 0.608812314009
rarer, thankful: 0.420505563408
answerable, laudable: 2.01552131044
tan, thin-skinned: 0.0
inter-connected, paradoxical: 0.0
generic, higher: 0.776319348111
competitive, well-protected: 0.0
significant, wise: 0.851593804822
freak, self-sustained: 0.0
friends, honoured: 0.0
life-long, recheck: 0.0
messy, relaxed: 1.3062236411
broad, defenceless: 0.0
self-explanatory, victorious: 0.0
belligerent, mobile: 0.197528202677
upfront, well-deserved: 0.0
disquieting, richest: 0.464021212727
determined, wide-open: 0.0
celebrities, receivable: 0.095194493281
frazzled, perplexing: 1.91713156332
acceptable, softer: 0.972802305814
mindful, unfriendly: 1.26902096619
alright, hey: 3.52365270331
adequate, upset: 0.302947835626
dandy, treble: 0.438371368103
accountability, ethical: 3.69992271637
dorky, firm: 0.264210526367
idiotic, sacred: 1.96871014489
batty, inside: 0.728213975181
cruellest, displeased: 0.637537423923
contestable, symbolic: 0.770233661126
inclusive, recommended: 1.04424426946
some, vigilant: 0.739667899575
longstanding, threaded: 0.459039126994
hinky, surprised: 1.64898413279
trained, unknown: 0.749657574411
efficacy, stout: 0.220459279043
educational, korean: 0.176364938342
crippled, stifling: 2.11099939416
abrasive, mean: 0.383598704614
authoritative, private: 0.45842287205
energy-efficient, well-reputed: 0
infuriating, working: 0.428665993653
degrading, heartbroken: 0.562632838928
derisory, hence: 0.758199455915
elegant, informal: 1.78836173892
holy, taller: -0.074121467453
reduced, stand-alone: 0.0
changed, reyes-torrena: 0.0
consulted, lively: -0.05836023192
nobler, shitless: 0.798082596782
mimi, principal: -0.197967844432
lead, protected: 0.22684340434
horseshit, valued: -0.108426995527
nascent, overworked: 0.405128142824
currently, sweetheart: -0.254489842349
nathan, tight: -0.509748450427
disgraceful, marked: 1.14530561363
rapid, unbalanced: 1.43521721517
dry, phat: 0.978880057062
fledged, founded: 2.11299113209
human, vested: 0.960759723953
freaky, unfathomable: 2.55221753044
dickish, double: 0.41283470357
certifiable, smallest: 0.759291857945
brutal, necessarily: 0.402299062724
anonymous, unremarkable: 1.75068891101
scandalous, worth: 1.22003921787
precise, troublesome: 1.17773421292
inconsequential, reduced: 1.0740414201
labour-intensive, physically: 0.0
final, injurious: -0.249988388627
advantageous, grim: 0.520069004898
anymore, dire: 0.851559347516
co-ownership, immaterial: 0.0
annoying, vicious: 2.22943020942
periodic, prouder: -1.68183008086
far, shit: 0.119865336777
customary, inter-linked: 0.0
priced, today: 0.545775203239
apparent, perplexing: 2.10950173172
sized, spotless: 1.38997393334
stir-crazy, why: 0.0
inexplicable, problematic: 1.52622340281
determinant, following: 0.130776932753
well-managed, wierd: 0.0
madness, vivid: 1.4867798248
regrettable, strained: 1.2004786705
adversarial, unlucky: 0.855412593404
at, subsequent: 0.290187132093
fucked-up, supported: 0.0
common, depressing: 0.957306735401
compared, groundless: 0.06651726056
dull, professional: 1.31356601968
seen, two-: 0.0
joyful, security: 0.13115524779
motherfucker, particularly: 0.047172332469
slippery, terrific: 1.44617020106
doubled, flagrant: 0.082357098553
crowded, extraneous: 0.612294839145
divergent, stupide: 0.0
slightly, specify: 0.701570954889
disposal, starved: 0.821907934304
flawless, refusal: -0.031440326627
vested, whassup: -0.059433616494
contestable, kane: 1.06828921329
friendlier, impossible: 0.909233487383
quadruple, yellow: 0.455748094747
just, sore: 1.24544923845
bleak, triple: 0.505030825833
empowered, political: 0.809235319807
precisely, ridonc: 0.0
about, entirely: 0.440794612949
favorable, sell: 0.413439931102
co-financing, tangible: 0.0
