overpriced, worldwide: -0.012479891156
sadly, worrying: 1.55654601063
co-, interactive: 0.0
human, little: 0.731349937012
enjoyable, illogical: 1.55548968728
applicable, sure: 0.812114370683
axiomatic, regretful: 0.964220964012
prepared, self-governed: 0.0
problem, younger: 0.525383504612
fools, self-employed: 0.0
professional, severely: 0.243219917839
dispute, rigid: 0.343606200086
above-board, well-controlled: 0
far, tolerated: 1.152318956
cheery, quick: 1.44682330601
corrigendum, various: 0.610436817333
another, policy: 0.42649243729
concrete, unaffordable: 0.555080085055
moister, volatile: 2.81394385366
inexcusable, unsavory: 2.77706072524
docile, heights: 0.523329087766
lacklustre, powerful: 0.0
compelling, overlooked: 1.3494075758
fucked-up, shaky: 0.0
limited, unanimous: 0.333810660254
eleven, funded: 0.1888001049
soon, unpleasant: 0.656356628954
open-minded, segregated: 0.0
application, still: 0.043996462167
designated, phenomenal: 0.118546473448
total, well-planned: 0.0
fortunate, l: -0.338950950246
round, single: 0.110010062338
intractable, uptight: 1.15162951141
plenty, ruined: 1.10191791335
diseased, happening: 0.099135016091
disquieting, polluting: 0.763487402422
eleven, sweetheart: -0.104482638707
hooked, reaily: 0.0
marine, self-supporting: 0.0
discriminate, funded: 1.76419433352
poppycock, woken: 1.29451518341
calm, strangers: 1.76689021487
essentially, fantastic: 0.957279568904
specialized, visible: 1.16468926674
attentive, due: 0.010717651338
info, over-optimistic: 0.0
manifest, rarer: 1.91020504563
co-financed, macabre: 0.0
19, all: 0.0
inadvisable, muscovite: 0.052610745363
dre, goodto: 0.0
expedited, populous: 0.610375332229
adorable, shy: 1.78655559461
major, severely: 0.572798574749
merciful, systematic: 0.564189380495
good-natured, viewable: 0.0
demand-driven, stifling: 0.0
diversified, weakest: 1.99022404771
cultural, gracious: 0.82636459391
discernable, nearby: 0.382003581808
handy, ruined: 0.428012000269
insufficient, tell: -0.364213505185
dangerous, injured: 1.58285209459
blinded, intimidating: 0.04422523551
hurry, unspoiled: 0.508814383867
enabled, enhancing: 1.43313498129
-lnteresting, co-financing: 0
oversensitive, spaced: 1.29233709559
forthright, synergistic: 0.395919377593
common, decent: 0.651932190902
chickenshit, confrontational: 1.79296718563
degrading, welcome: 0.216748817276
essentially, impracticable: 3.16020179204
socio-economically, thorny: 0.0
autonomous, wacky: 0.42307541373
non-specific, well-protected: 0
relentless, theoretical: 0.460141783126
performed, sadder: 0.302607895442
better, looser: 3.11201492002
cosmetic, welcoming: 0.778364221402
impractical, improved: -0.182418652236
classified, powerless: 0.182895347608
commercial, thank: 0.017828053974
enduring, uncomplicated: 1.6566743473
insecure, zesty: 0.370310781379
private, referenced: 0.258502545351
-just, stressful: 0.0
healthy, superb: 1.14631946212
agreeable, upfront: 0.939571947312
afflicted, appreciated: 0.710686710862
challenged, cross-border: 0.0
risky, violent: 2.12511632977
information, senior: 0.544325434395
differently, ourselves: 2.27339543521
developing, hardest: 0.602835333526
delayed, vice-chairperson: 0.0
value, vice-president: 0.0
rigid, unfit: 1.59544118722
payable, precisely: -0.503413823942
guys, instead: 0.974129970605
afterwards, full: 0.910278736482
profound, worrying: 1.52778341057
acceding, ultra-hazardous: 0.0
aesthetic, inconspicuous: 1.86138459002
co-funded, inefficient: 0.0
green, unusual: 0.267421360127
desolate, tasty: 1.35287078897
human, tonight: -0.29911605135
symbolic, vegas: 0.346099099749
aforesaid, nearby: 0.164185166368
elementary, mistaken: 0.239276209319
classy, laughable: 1.71638283081
emotional, kind: 1.63561643616
hospitable, jam-packed: 0.0
bravest, well-written: 0.0
sloppy, twice: 1.15977651367
expressly, unappy: 0.0
frank, negative: 1.33531286596
geographically, vice-chairperson: 0.0
pathway, startled: 0.658253784361
embedded, unambiguous: 1.34130780567
amazed, switching: 0.443423812769
analogous, indispensible: 2.24896847385
developed, nut: 0.134940676807
right-handed, tough: 0.0
average, useless: 0.18868853681
heartfelt, pleasing: 1.77069107326
darn, plausible: 1.39405108178
old-fashioned, shocking: 0.0
destitute, sunny: 0.629592181632
french, identifiable: 0.387158840058
indigent, nigh: 0.006487460481
enforceable, suited: 1.19102611364
hip, long-standing: 0.0
corny, magical: 2.6518119906
imperfect, thin-skinned: 0.0
cruellest, timid: 1.14478930797
pro-active, significant: 0.0
premier, willing: 0.38843578917
momentary, profitability: -0.323417141437
gullible, limber: 0.561731924062
inadequate, overloaded: 3.63909536711
apparent, unwelcome: 1.98056218438
cooler, impractical: 0.605113773298
opening-up, unprotected: 0.0
delusional, symbolic: 0.711572186394
ever-changing, heeded: 0.0
absolute, great: 1.78064401885
settled, welcome: 0.824676301104
immature, korean: 0.973898049368
overall, protected: 0.218648411803
awaken, youth: 1.13692430391
petrified, unpublished: 0.280979217741
bummed, furious: 2.50314683309
flashing, hope: 0.600431576473
simplistic, zesty: 1.63449574998
bonnie, severely: 0.055355729833
mobile, tonight: -0.063633843988
ready, uncanny: -0.152406736621
illiquid, unfavourable: 0.0
interdisciplinary, interwoven: 2.73007035724
determinative, normally: 0.884201798046
conventional, ever: 0.782960440987
lousy, unpublished: 0.578903714621
crystal-clear, no: 0.0
rapidly, unsuitable: 0.567267130112
cosmetic, wide-ranging: 0.0
groundless, soaring: 0.944949028764
counter, meaningless: 0.682198054962
dangerous, overheated: 1.5084361649
appreciable, heights: 0.664592530219
influential, insupportable: 0.856596475601
strengthened, stupider: 0.7904673762
contaminated, shipshape: 1.20553974358
confused, thriving: 0.114119093508
lovelier, permissible: 0.623901138144
tell, unambiguous: 0.889421279855
conceivable, undeniable: 1.70122073524
ludicrous, rugged: 0.136022495266
immaculate, unsanitary: 3.18774190813
fortunate, seen: 0.921465917687
awareness-raising, issued: 0.0
evening, nut: -0.400479303368
compelling, worst: 0.347679588088
pitiful, unanimously: 0.220618018102
equivalent, organized: -0.016053885608
inherent, positioned: 1.02949530818
emerging, recognized: 1.17015127687
non-compensatory, temporarily: 0.0
closest, wealthier: 1.56120466929
erroneous, violent: 1.24388881312
definite, yummy: 1.20133880427
confusing, wild: 1.10247507295
cool, mortal: 0.653773410908
italian, professional: 1.13689988527
discreet, worthy: 1.16228156682
high-availability, negligible: 0.0
minuscule, yo: -0.497712331422
belligerent, breathtaking: 0.793827768273
brutal, combative: 2.54988109274
fancy, thankful: 0.299157341074
insincere, interwoven: 0.590019634183
astounded, repeated: 1.21466445947
generally, hopeful: 0.487156588858
being, representative: 0.226170561837
obtainable, retrievable: 2.03660668908
adapted, culturally: 1.37862930991
overburdened, refundable: 0.411506227315
armored, counterfeit: 1.72529093606
bored, humble: 1.2323362739
braver, co-operative: 0.0
farther, liberated: 1.39742238196
bone-dry, linked: 0.0
lean, well-informed: 0.0
crowded, logical: 0.525888660868
impressed, powerful: 1.05455118296
less-favoured, presented: 0.0
thankful, wing: 0.034342689911
environment-friendly, well-reputed: 0
palatable, unquestionable: 0.48198852705
extremely, funny: 1.58588952291
incompetent, primary: 0.132735073703
mad, traditional: 0.241361574936
asleep, undemocratic: 1.0777086924
reason, short-lived: 0.0
apposite, aroused: 1.1403159281
immoral, surprising: 0.711286400261
awful, naturally: 0.828916178925
gruesome, startling: 4.00323928598
inconceivable, sound: 0.822546688039
damaged, overworked: 1.22927140423
pragmatic, romantic: 2.09371687618
non-existent, previous: 0.0
believable, energetic: 2.0209041372
overt, properly: 0.428928301754
clear-cut, involved: 0.0
hospitable, preferred: 1.15086465484
readyto, squat: 0.333244819584
comprehensively, efficacious: 1.62194654044
prudent, scarcer: 1.33395788773
afflicted, timely: 0.120893475996
relentless, someplace: -0.154648866781
geographic, om-mazing: 0.0
blameless, heeded: 2.47663463073
hopeful, next: 1.54246423071
blind, jack: 1.28943974239
between, kid: -0.161920314589
innocent, praiseworthy: 1.45546064215
counterfeit, scarlett: 0.168892417056
eleven, quadruple: 0.689629751571
spotless, squeamish: 1.25258104484
restful, spicy: 1.83487813193
10, rather: 0.0
pro-choice, unitary: 0.0
interim, turned: 0.235154097343
notably, unpleasant: 1.12684137177
free-of-charge, silent: 0.0
poverty-stricken, rather: 0.0
awestruck, superfluous: 1.38246170219
negligible, yes: 0.691024798207
hearty, possibly: 0.287030631156
transparency, trite: 0.772936743854
bleak, dubious: 2.19043270206
absolutely, mieux: 0.431079925042
long-winded, topic: 0.0
danger, enjoyable: -0.202316253431
generalized, wait: -0.235623116638
attainable, il: -0.405735242266
frustrating, unheard-of: 0.0
uneconomic, well-trained: 0.0
compassionate, determined: 0.670860292163
exempt, quality: -0.123448068234
okey, warmth: -0.050134627783
bravest, prepped: 0.789197718201
confidentiality, run: -0.09150268901
crippled, griet: 0.0
destabilizing, shocking: 1.78572597643
awkward, non-exclusive: 0.0
toxic, unanimously: 0.226412656943
corresponding, invaluable: 0.601429756794
orderly, vice-chairperson: 0.0
frequent, proceed: -0.225559861981
neutral, riveting: -0.048323468084
placed, screened: 1.81582146869
meritorious, nicer: 0.448066683524
10, all-inclusive: 0
brighter, patent: -0.157912082372
natural, rogue: 0.734251373996
iilegal, represented: 0.0
clever, infrequent: 0.784479435132
carsick, horseshit: 2.33921032205
gandalf, nutty: 0.0
black, state-owned: 0.0
non-exclusive, remarried: 0.0
launched, rugged: 0.73343788763
bullshit, managed: 0.184431311206
compensatory, sensitive: 0.90859637997
by-election, held: 0.0
shorty, way: 0.80433769371
centralized, restful: 0.304776512044
exclusive, mid-: 0.0
absent, aggressive: 0.270625841793
circumspect, relentless: 1.59929296413
gay, planned: 0.6127195772
brainless, well-filled: 0.0
dangerous, genius: 0.991587311565
loverly, rationalized: 0.869276723381
plentiful, seriously: 0.056079878476
internal, multicultural: 0.931213923346
exactly, level: 0.879826200329
disputable, interactive: 0.185582686161
co-operate, coarser: 0.0
overwrought, owned: -0.238305109238
explosive, moron: 0.254046728814
dull, liquid: 1.49128956036
highest, no: 0.890496253626
demand-driven, mortal: 0.0
inter-linked, lighter: 0.0
available, in: 0.274899898127
collective, steeper: 0.006943078195
commonplace, goal-oriented: 0.0
groundless, indispensable: 1.90585568518
ancient, polite: 0.851115614209
healthier, unhelpful: 0.877408066712
consideration, important: 1.26156158015
scaleable, worse: -0.617048529583
ensure, stunning: 0.084772677694
jump, much: 0.652511526654
staff, useless: -0.052926206863
unhealthy, unwholesome: 5.37116148893
currently, discriminate: 0.085056996398
amazing, turned: 0.562343867877
-good, untrue: 0.0
successful, two-pronged: 0.0
prick, whar: 0.0
inter-related, lengthy: 0.0
first, okey: -0.15075312666
another, concluded: 0.463800400012
inclusive, spooky: 0.439307114028
cost-efficient, overripe: 0.0
annually, refusal: 0.567671092058
apart, complementary: 1.36637257913
all-important, west: 0.0
acceptable, misleading: 1.86747421749
egregious, inclusive: 0.571245668483
especially, nessessary: 0.0
refundable, valued: 1.7966260455
fast-switched, open: 0.0
clear-cut, flame-retardant: 0
arguable, consequential: 2.62241482233
substantive, troubled: 0.205961417095
little, stupide: 0.0
high-ranking, unfit: 0.0
self-sufficient, subordinate: 0.0
applicable, terrible: 0.408062797774
adjacent, high-availability: 0.0
accustomed, alone: 0.324187527602
delay, speaking: 0.28155105231
respectable, tolerated: 1.13582203904
east, twisted: 0.08411097736
continued, kind: 0.404730072931
co-chair, unemployed: 0.0
emphasise, quicker: 0.0
certain, nothing: 1.04358466958
him, same: 0.68930183211
co-, dearer: 0.0
extant, nationwide: -0.060798180688
hiv-positive, majeure: 0.0
broadest, evolving: 3.21261261399
equivalent, unprejudiced: 0.479295728834
prevalent, scarcer: 3.75655350566
hiv-infected, tabled: 0.0
breadth, requests: 0.598113366664
faster, thankful: 0.117384044562
fella, stillborn: 0.774509672759
released, welcome: 0.680096126959
jeopardized, sorr: 0.0
same, uneconomical: 0.48680987397
busted, disappeared: 2.05267696441
formally, operational: 0.951712310642
complementary, justifiable: 0.767985141867
believable, hasty: 0.84959468775
genuine, wealthier: 0.721472204766
as, dead-on: 0.0
comparable, embarrassing: 0.775388719678
attainable, designed: 1.12209075845
global, obsolete: 0.797721435261
planning, typical: 0.720194599889
farther, reconcilable: 1.09109442397
broader, responsive: 1.84492257844
desired, muchfor: 0.0
claire, expedited: -0.540597030261
italian, unrelated: -0.249323949716
abolished, medium: 0.827218759779
included, tough: 0.163444467582
dense, soon: 0.509157726418
embedded, pitiable: 0.11090284053
policy, unfeasible: 0.777426792164
encouraging, insurmountable: 0.76340120532
fantastic, flattering: 2.91849898215
sobering, thank: 0.113194248188
rigorous, straight: 0.564810512604
amended, skint: 0.260406043351
polished, resolved: 0.165520541774
reasoned, rusted: 0.607799641924
increased, weakest: 1.96032337491
dumb, served: 0.291943080797
cross, transitory: 0.03963919017
indefensible, proportional: 1.1391934402
neighbours, well-managed: 0
hurtful, spicy: 1.84232132772
admitted, blessed: 0.418416546852
annulled, unbalanced: 0.290111137024
jolly, prevalent: 0.488553939046
deep, expeditious: -0.002386095442
cozy, valued: 0.500022161474
inaudible, unpleasant: 1.04261503451
frustrating, possibly: 0.969780201889
all-encompassing, bygones: 0.0
pilot-tested, technological: 0.0
correctly, restless: 0.06076220178
herein, non-compensatory: 0.0
inter-connected, structured: 0.0
ideal, linked: 0.638508111102
unused, well-organized: 0.0
co-operation, increasing: 0.0
earliest, encouraged: 0.843504673646
female, wack: 0.605277558724
lowest, southeastern: 1.29031193552
low-skilled, sunny: 0.0
flashing, flavorful: -0.001026753128
complex, super: 0.555783720915
respect, safer: 0.636512266288
egregious, gigantic: 1.53373147008
famous, require: -0.197121711267
cowardly, ungrounded: 1.56043790359
quiet, voluntary: 1.15018355185
trusted, well-targeted: 0.0
mindful, recommendable: 0.85107108885
silly, started: 0.868141193712
immeasurable, terrorized: 0.972534578821
blank, instead: 0.920063893547
focused, really: 0.942501933436
cancelled, debatable: 0.0
abundant, all-out: 0.0
afresh, serene: 1.43294187659
busted, contemplated: 0.528951701418
above-board, skilled: 0.0
in-house, informed: 0.0
adverse, deposited: 0.603041539363
nut, trendy: 0.876694668492
bastard, way: 0.912005996676
industrialised, ineffective: 0.0
automated, self-reliant: 0.0
lame, truth: 1.3182855701
dazzling, latter: 0.311842907399
co-financing, nearly: 0.0
political, successful: 0.105234979253
everyone, uniform: 1.37354164244
commonplace, executable: 0.186247919692
affected, disrespectful: 1.12912079673
groovy, honest: 0.814120555966
burdensome, impressive: 0.703907777317
environment, tell: 0.403449533962
classical, under-inclusive: 0.0
eleven, non-competitive: 0.0
etc, virtually: 0.567803728641
indisputable, okey-dokey: 0.0
delicious, recurrent: 0.308460443708
holistic, traumatic: 1.80955794459
depressed, non-transparent: 0.0
