gravest, ludicrous: 1.88402770388
audience, well-informed: 0.0
directly, joyful: -0.27049550887
attainable, brittle: 1.1967303434
likable, well-developed: 0.0
incomprehensible, usually: 0.567066653401
difficult, notably: 0.683323562991
cattled, round: 0.0
huge, timelier: 0.511013465541
distracted, lively: 1.01664947433
slippery, sticky: 4.9199326344
fall, two: 0.686339040049
abundant, wanna: 0.223128591663
busy, sexy: 1.4189210831
below, pitch-dark: 0.0
ecological, redeemable: 1.22755069156
obsolete, proven: 0.61800464773
thankful, warmth: 2.05928526854
interlinked, vegas: 0.608307275964
innocent, naked: 2.14078408794
ecologically, predictable: 1.09748444415
focused, forthwith: -0.720014493178
appealing, use: 0.862598713405
desirable, sealed: 0.525727428123
industrial, rash: 0.350159110083
existing, noteworthy: 0.141764023855
radical, slimmer: 1.2446935392
adverse, bankrupt: 0.990642773359
everybody, gender-neutral: 0.0
physical, presented: 0.106054031437
glowing, indebted: 0.211379704449
needed, unoccupied: 0.842978006883
frank, hideous: 0.993061416116
lofty, pursuant: -0.051861310922
familiar, unanimously: 0.151435076813
trippy, unwarranted: 0.176774091659
agreement, appreciable: 0.912727040659
freest, well-placed: 0.0
acute, timely: 1.03528551186
by-election, security: 0.0
ecologically, vice-chairperson: 0.0
beautiful, optimum: 1.10250367505
consistent, determinable: 2.72604214637
boy, wacko: 1.29793426686
lofty, unforeseen: 0.708987288881
perpendicular, sicker: 0.540036455248
considerate, leave: 1.45586983491
cautious, scheduled: 0.450758926916
impeccable, ineffective: 1.14705140195
bastard, distressing: 1.30371493797
across-the-board, identifiable: 0.0
immense, off-site: 0.0
armored, female: 0.94127715775
obese, rife: 0.613325765266
firm, predominant: 0.638624562153
alarming, problem: 2.17727187825
export, free-of-charge: 0.0
appropriate, lighter: 1.10174750001
girlie, right: 0.941953318388
okay, willing: 1.86238508874
flame-retardant, popular: 0.0
incorrect, transient: 0.900549519089
keen, use: 0.292463425955
fundamental, uncommon: 1.08006888698
off-site, shifty: 0.0
scrumptious, truer: 0.833645652468
alien, fresh: 0.968827740551
relaxing, snarky: 0.439942850211
all-round, mortal: 0.0
formidable, necessary: 1.05780614723
fast-growing, gaunt: 0.0
ideal, refrigerated: 0.742147194469
light, prohibitive: 0.486604145658
delicious, magical: 2.76571317191
alive, scarlett: 0.377864990378
homicidal, humane: 2.08941669777
innocent, patience: 1.57752562594
cancelled, picky: 0.0
all-embracing, progress: 0.0
hateful, rank: 0.644614888518
enduring, wonderful: 1.10368570352
relieved, smallest: -0.122955853039
petrified, shaking: 2.74550008277
death-proof, understandable: 0.0
largely, yet: 1.20062664868
gender-neutral, wetter: 0.0
thereto, unbearable: 0.481986744749
maximum, unwelcome: 0.189199775628
berserk, ineffectual: 2.07984255908
demented, known: 0.84365609046
prescriptive, unachievable: 2.72049833666
gender-neutral, spotless: 0.0
flattered, unsafe: -0.149236261342
co-ordinated, six-year: 0
baseless, stranger: 0.518587720645
concerted, thus: 0.348625487925
lately, simpler: 0.527536575338
additional, complicit: -0.123111845431
quality, several: 0.390442522667
gonna, well-defined: 0.0
depressing, docile: 1.42397146943
clever, determinant: 0.006788868306
negligeable, rusty: 0.0
affirmative, mediocre: 0.49201734551
life-long, science-based: 0
though, unscathed: 1.62018328649
grim, integrating: -0.47042789157
purty, unwarranted: -0.167415822545
quoted, reciprocal: 0.369297493715
around, lukewarm: 0.06028529513
germane, responsible: 1.35592195997
invaluable, marty: -0.05142401368
medium-sized, unbearable: 0.0
crummy, run: 0.425899340436
hard, traffic: 0.365352138164
envious, livid: 3.76024930608
foreseeable, unbecoming: 1.55002733488
insufferable, reciprocal: 1.19627793916
extraneous, human: 1.65516255791
by, met: 0.158256822068
freely, recognized: 0.131811347506
differently, still: 1.12368125493
mid-sized, unfettered: 0.0
overt, sketchy: 1.27912115571
again, feisty: 0.830708358339
delicious, foxy: 2.55232497581
adjacent, indisposed: 0.322478210588
oversensitive, shipshape: 0.637619907671
nothingg, noticeable: 0.0
deprived, thrilling: 0.747034848551
do-able, jack: 0.0
trashed, whar: 0.0
forceful, innocuous: 1.87692710802
scientific, softer: -0.252271877595
cheerful, enrolled: 0.057574917825
disturbed, unbecoming: 2.99708592466
precarious, psycho: -0.17922839759
different, incredible: 1.64682592744
characteristic, geographically: 0.914820196292
exciting, sociable: 2.45991299242
best-known, flame-retardant: 0
imported, lowest: 0.752917172017
presented, taller: 0.221590732897
lazy, mainly: 1.26293126594
dearer, ridiculus: 0.829300774893
likely, long-lasting: 0.0
impressive, ultra-hazardous: 0.0
refundable, two-fold: 0.0
classic, hunger: 0.868787257749
nigeria, vice-chairmen: 0.0
homosexual, uneconomic: 0.684742843328
married, unprotected: -0.077686466749
turbulent, weii: 0.0
short-lived, well-treated: 0
suited, uptown: 1.181150156
limp, north-west: 0.0
co-financed, malignant: 0.0
dead-on, drenched: 0.0
history, leave: 0.419281058007
asshole, brilliant: 1.26030703158
brief, thorny: 1.02467892673
intractable, political: 2.38516731627
categorical, fatal: 0.25560293734
restful, seamless: 2.65400523297
accustomed, defective: -0.369128626294
high-tech, streamlined: 0.0
abundant, audience: 0.323462505791
blind, peaceful: 1.21505945937
cool, terminated: -0.445955294769
childish, fucking: 2.98509079592
neurotic, sweeter: 0.925182408094
remarkable, unprotected: -0.035808910996
empowered, far: 0.348115005784
retail, well-written: 0.0
comin, fully: -0.062519808944
notable, really: 0.199236087784
despicable, overjoyed: 1.4255030057
clerical, co-ordinated: 0.0
-lnteresting, lacking: 0.0
galore, public: 0.664499992764
it, selected: -0.134559767954
joyful, medium-sized: 0.0
duty-bound, respectable: 0.0
myself, tenacious: 1.1342497097
complicated, exceptional: 0.191061272513
batty, inconclusive: 0.914156506915
disturbed, edible: 0.74555279877
energy-efficient, known: 0.0
all-round, completed: 0.0
funky, luck: 1.25798030442
shorty, sixth: 0.920561916437
shielded, someplace: 1.21660782139
abhorrent, reported: 0.126613648434
implemented, rough: -0.04951195164
supported, valuable: 0.6494380309
galore, well-organised: 0.0
foolish, therefore: 1.24805494162
neglected, this: 0.454052511599
luminous, manufactured: 0.427498386171
home, magical: 0.871912113326
intriguing, sick: -0.240109600746
fuller, superstitious: -0.521877175604
asleep, over: 0.301840219336
aggravating, do: 0.934173156004
launched, meager: -0.189124094596
big, uniformed: 0.129341149299
principal, surrounded: -0.19486032552
noteworthy, planned: 0.621941093919
alternative, impressed: -0.284247333123
glamorous, repeated: -0.063437312315
optional, repugnant: 0.878796474866
psyched, reassuring: 1.48194523955
considerably, dissimilar: 1.10188689121
equipped, generalized: 0.370100693733
messy, watchful: 0.93315487151
pretend, self-evident: 0.0
based, slick: 0.282246532159
axiomatic, obscure: 1.81454058294
ionely, mere: 0.0
fierce, ongoing: 1.43966028689
cruel, others: 0.299860789598
rank, sole: 0.420258819879
chilly, solid: 1.25976187493
curious, hard: 0.988513467469
contestable, youth: 0.632902541304
applicable, legible: 2.10620050292
neurotic, viewable: 0.490604197968
advantageous, n'tunderstand: 0.0
nosy, with: -0.048402396802
endemic, typically: 1.33452261064
classy, fewer: -0.039962744027
anymore, finished: 1.07372267705
dead-on, missy: 0.0
meticulous, you: 0.278598483722
individual, rock: 0.155569186153
beautiful, woolly: 1.2249342421
prudent, sluggish: 1.14437642439
gentle, grouchy: 3.12563807099
security, seriously: 1.32652261527
mind-boggling, wicked: 0.0
faulty, foolish: 1.79031307064
handicapped, unsure: 0.730836512447
bogus, insubstantial: 1.76021667784
non-existent, random: 0.0
muchfor, probably: 0.0
flourishing, retail: 1.14809450511
1st, advisable: -0.009923871385
embarrassed, simply: 0.945937191475
short-lived, specific: 0.0
bored, viewable: 1.71142428614
although, dirtier: 0.766762763303
modernizing, superstitious: 0.348776661862
hardest, popular: 1.73032351124
different, something: 1.34140641979
trashed, worth: 1.27110197379
heartening, worthy: 2.05196123285
nifty, weary: 0.392015437322
day, objective: 0.393205456873
vicious, wish: 0.229973110294
generic, unused: 0.703537837426
establishment, extreme: 0.461384239727
frazzled, nineteen: 0.098019109877
follows, unremarkable: 1.50927844307
resilient, similarly: 0.771269185292
satisfying, scalable: 2.07122416988
predictability, simplified: 3.25317463154
advised, formidable: 0.114844432498
meaner, simply: 0.71633272635
considerably, irrational: -0.029211375879
disappeared, quoted: -0.178390696639
arranged, convincing: 0.438878097295
funded, well-designed: 0.0
diverse, rich: 2.42802815582
bullshit, vested: 0.950669682981
classy, non-specific: 0.0
clarify, dark: 0.49598650789
inconsequential, squat: 0.663427156226
horrid, hysterical: 2.21925576038
graceful, reassuring: 1.33073611174
appreciable, pathway: 0.792451996721
serious, suck: 0.274618443874
efficacious, flexible: 2.61590891396
equal, prohibited: 1.04071367029
skinny, stopped: 0.708535268667
double, modified: 0.461886070641
classy, entirely: 0.879979002206
responsibility, senseless: 1.77726081149
allergic, co-ordinated: 0.0
invisible, well-designed: 0.0
groundless, supplemental: 0.495697680424
perpendicular, rapidly: 1.08598321501
marine, shaun: 0.223287916458
died, impracticable: 1.46217960808
best, sadly: 0.601022585457
cost-effective, vice-chairperson: 0
slimmer, uniform: 1.3825036181
mighty, qualified: -0.118112219344
open, unimportant: 0.097476732986
actual, rotten: 0.407219111715
criminal, environmental: 1.21740861016
diversified, mla: -0.243004430947
hereby, undecided: -0.162967296217
disputable, stupid: 2.12085682881
preponderant, workable: 1.09869600654
motivation, ruined: 0.569095033928
follows, schizo: 0.858029599552
minimal, shit: 0.357075389312
-lnteresting, contemporary: 0.0
cross, win: 0.592503834952
consistent, friendly: 1.27791115422
requested, rigid: 0.119809514826
heterogeneous, tacky: 0.236463144935
indiscriminate, practice-oriented: 0.0
freer, grisly: 0.80736657979
geographically, patentable: 1.32164731663
notorious, unpleasant: 2.1264717076
emphasise, widely: 0.0
convinced, dramatic: 0.778949273967
fiercer, finally: 0.964513113536
ever-increasing, start: 0.0
away, southeastern: 0.79112468457
garbled, unofficial: 1.01113361936
abnormal, crazy: 2.05001930101
alright, respected: 0.850719639337
alarmed, regular: 0.433314559665
disorientated, proportionate: 0.001700277331
brief, cheerful: 1.25865020686
visible, youngest: 1.10820648942
honorable, older: 0.689449285857
classified, guilty: 0.661560575039
neutral, upper: 1.6250231294
there, transnational: 0.52746383816
indisputable, mean: 0.970726071661
ill-defined, phenomenal: 0.0
10, two-thirds: 0
frank, particularly: 0.596270407739
automatic, reversed: 1.18336876071
awesome, principale: -0.038702478501
violent, warmth: -0.084077100424
estimated, prevailing: 0.515088932647
ah, endemic: 0.783210794298
3rd, worded: -0.115713086652
baby-sitting, jealous: 0.0
burdensome, ominous: 1.46189853571
ill-defined, lacklustre: 0
adjacent, connected: 0.934357778398
enormous, unethical: 0.734943326476
insufficient, manifold: 1.44842451492
interesting, precarious: 1.94241419838
cultural, deserted: 0.188456055434
astounded, exemplary: 1.63454018965
cooperative, unscathed: 0.945877878192
friends, terrifying: 0.882996672795
discreet, thriving: 0.568939631325
deepest, well-reputed: 0.0
durable, overripe: 0.364467670178
ashamed, fascinated: 2.85620436917
powerful, promising: 1.57635810988
hereby, impenetrable: -0.249603984748
intricate, predictable: 1.97641727721
cost-shared, unavailable: 0.0
all-important, finite: 0.0
comparable, touching: 0.395998448808
clear, permanent: 1.42207118676
gay, unified: -0.031039663438
underlying, well-served: 0.0
flat, trippy: 0.868552790876
bold, twisted: 0.777010351172
dry, though: 0.691973546422
stated, unsure: 0.628410527771
horrendous, so-called: 0.0
main, underfunded: 0.272582166869
eastern, rarer: 0.930571724678
insincere, typical: 1.3030839239
alien, opened: -0.092208553491
subtle, understandable: 1.40266191487
existing, grisly: -0.187003221143
immediate, variable: 0.550119855532
broadest, omnipresent: 0.896948703514
affected, unendurable: 0.887903082739
fucked, splitting: 1.23833436965
eventually, tardy: 0.18360640347
far, seductive: 0.714283453327
absolute, performed: 0.397896023796
gentle, irate: 0.578607736345
doing, helpless: 1.1630795165
inexpensive, integrating: 0.868190727848
handed, paramount: 0.39218141304
general, solidarity: 0.378819395371
cardinal, sappy: 1.2622291961
reduced, wrecked: 1.14536423555
horrible, intriguing: 1.56334173444
gullible, savage: 1.9173098437
hilarious, legible: 1.00916423284
actively, unwelcome: 0.291680582749
developing, segregated: 0.391292510522
misleading, upset: 1.42505552848
allergic, others: 0.131682677116
aggravated, identify: 0.387516109814
ever, feisty: 0.428085066956
butthead, indefensible: 1.1010352397
authoritative, profound: 1.41982067089
blunt, goofy: 1.44148616829
ail, interlinked: 1.61631789323
it, stylish: 0.378178379138
negative, self-executing: 0.0
repulsive, unchangeable: 2.46419665744
lengthy, rapid: 1.91383533618
economic, random: -0.039668967515
rude, underlying: -0.133915846268
emotive, hurt: -0.111606768266
matched, uncomplicated: 1.13325868848
safeguarded, tom: 0.536362069535
elevated, hurtin: -0.317273788768
cruel, thicker: 0.050778474793
good-iooking, late: 0.0
coherent, lazy: 1.47464393298
butthead, objective: 0.159953859048
acute, dickish: 0.372671340986
natural, vivid: 1.24071700418
distracting, vigilant: 2.17595995196
gutsy, kiddo: 0.545140469946
fitting, laudable: 1.75035535621
southeastern, talented: 0.00912544558
tricky, violated: 0.650432162768
cohesive, snotty: 0.954661236891
improving, rogue: -0.180532852221
idiots, restricted: 0.271044229435
authoritative, forgotten: 0.350251118145
harmonised, pilot-tested: 0
dim, shocking: 1.17171143699
precious, tiny: 1.77034726992
juicy, non-exhaustive: 0.0
actually, smarter: 1.95877838057
rarely, ruthless: 1.43898060007
kinda, vice-president: 0.0
determinant, unbecoming: 1.53257595815
require, unbecoming: 0.539258905686
personal, upfront: 0.662854699578
between, go: 0.307590788549
chloe, gone: 0.202973134656
controlled, particularly: 0.550307243572
alarming, basic: 1.36604419479
diversified, groovy: 0.706291455475
horseshit, touchy: 1.20835855823
s-sorry, somewhere: 0.0
large-scale, monstrous: 0.0
hurtin, inviolable: 0.178028639009
chloe, shocked: 0.423905123392
furious, gullible: 1.47576796014
distributed, there: 0.649207978992
fewer, high-availability: 0.0
flicka, traffic: 0.0
economically, inexplicable: 0.456176213442
connected, drenched: 0.855585794928
sorry, stress-related: 0.0
defunct, following: 0.039318902846
injurious, unrestricted: 1.29056790758
export, unhelpful: 0.772775215301
belligerent, overdue: 0.853467960282
executable, well-done: 0.0
effortless, necessarily: 0.873310121947
lunatic, working: -0.170507412658
anticipated, subdued: 2.10831567777
medium, stubborn: -0.094566457643
breadth, foul: -0.488951097477
freedom, unitary: 2.60145814612
dreadful, riveting: 2.50083357173
anywhere, inherent: 0.534054038257
acquainted, dodgy: -0.111170039858
ill, strengthened: 0.71317644603
polluting, welcome: 0.52704608114
impaired, satisfactory: 1.66668398897
ghastly, sizable: 0.670398062174
called, sixteen: 0.022229859645
adapted, hardest: 0.950606499173
merely, squeamish: 1.11005625578
